,County,298,304,311
0,01001,2456,343,395
1,01003,7646,497,574
2,01005,1128,29,30
3,01007,986,64,82
4,01009,2549,242,218
5,01011,677,9,10
6,01013,1087,35,31
7,01015,5608,411,483
8,01017,1570,122,129
9,01019,908,91,98
10,01021,2078,63,66
11,01023,411,5,5
12,01025,1503,46,45
13,01027,850,35,37
14,01029,669,42,50
15,01031,2170,226,252
16,01033,2736,313,337
17,01035,645,30,30
18,01037,269,16,16
19,01039,2039,78,90
20,01041,675,34,37
21,01043,3701,363,356
22,01045,2175,157,183
23,01047,2062,75,81
24,01049,4209,182,149
25,01051,3648,215,266
26,01053,1881,55,58
27,01055,5348,424,486
28,01057,735,72,76
29,01059,2336,94,116
30,01061,1101,79,81
31,01063,375,13,11
32,01065,873,39,35
33,01067,815,37,40
34,01069,4761,301,388
35,01071,2719,276,222
36,01073,27884,2158,2755
37,01075,584,34,37
38,01077,3298,388,375
39,01079,1076,73,75
40,01081,7212,399,492
41,01083,3653,297,313
42,01085,760,16,10
43,01087,654,38,37
44,01089,11305,1132,1388
45,01091,1132,31,35
46,01093,1276,82,100
47,01095,5330,394,403
48,01097,18524,916,1107
49,01099,732,30,31
50,01101,11596,550,657
51,01103,5400,613,767
52,01105,639,9,13
53,01107,1073,55,43
54,01109,1494,107,131
55,01111,950,62,70
56,01113,2073,73,105
57,01115,3736,248,242
58,01117,9011,954,1223
59,01119,533,10,14
60,01121,3171,169,180
61,01123,1604,99,94
62,01125,11810,544,602
63,01127,3294,187,237
64,01129,875,53,43
65,01131,606,12,10
66,01133,1138,117,132
67,02013,22,,NaN
68,02016,105,5,8
69,02020,12362,2519,3038
70,02050,907,371,189
71,02060,0,,NaN
72,02068,38,25,56
73,02070,81,22,21
74,02090,2891,410,424
75,02100,16,,NaN
76,02105,0,,NaN
77,02110,746,,NaN
78,02122,1752,247,251
79,02130,174,,NaN
80,02150,170,49,73
81,02158,353,,NaN
82,02164,133,15,19
83,02170,2329,352,369
84,02180,165,16,24
85,02185,380,85,95
86,02188,307,34,43
87,02195,23,,NaN
88,02198,46,,NaN
89,02220,132,,NaN
90,02230,7,,NaN
91,02240,156,62,74
92,02261,217,26,30
93,02275,20,,NaN
94,02282,41,,NaN
95,02290,137,8,10
96,04001,4391,292,179
97,04003,2705,328,350
98,04005,6318,440,429
99,04007,2362,236,260
100,04009,1675,250,236
101,04011,129,38,56
102,04012,681,26,22
103,04013,176204,10038,10675
104,04015,5105,432,539
105,04017,7142,211,200
106,04019,32802,2832,3516
107,04021,13632,982,954
108,04023,3291,80,89
109,04025,3637,325,361
110,04027,15362,803,734
111,05001,838,71,82
112,05003,679,88,114
113,05005,1089,184,223
114,05007,10354,1108,1249
115,05009,1363,186,199
116,05011,392,17,21
117,05013,104,37,37
118,05015,1171,81,91
119,05017,1090,23,19
120,05019,683,96,94
121,05021,680,102,126
122,05023,598,63,71
123,05025,301,25,30
124,05027,870,74,81
125,05029,500,91,95
126,05031,5993,566,603
127,05033,2646,315,353
128,05035,2879,243,301
129,05037,675,56,75
130,05039,232,35,41
131,05041,479,33,42
132,05043,515,75,98
133,05045,4100,414,483
134,05047,660,45,55
135,05049,434,64,67
136,05051,3210,370,363
137,05053,464,71,95
138,05055,2192,391,478
139,05057,722,66,70
140,05059,2591,220,277
141,05061,721,50,54
142,05063,1852,255,273
143,05065,886,88,79
144,05067,1268,275,223
145,05069,4758,216,202
146,05071,1142,72,96
147,05073,230,10,12
148,05075,1018,90,117
149,05077,1136,16,12
150,05079,2364,12,16
151,05081,558,46,51
152,05083,741,97,113
153,05085,2266,317,391
154,05087,526,66,75
155,05089,293,63,74
156,05091,1894,155,188
157,05093,2818,213,211
158,05095,267,14,15
159,05097,217,31,39
160,05099,389,36,44
161,05101,374,33,41
162,05103,494,50,62
163,05105,197,37,59
164,05107,835,24,20
165,05109,317,34,44
166,05111,1466,138,152
167,05113,567,146,163
168,05115,3213,315,357
169,05117,317,36,39
170,05119,14391,1473,1717
171,05121,828,102,135
172,05123,1910,66,62
173,05125,3845,550,561
174,05127,298,51,69
175,05129,258,33,34
176,05131,6117,699,850
177,05133,1577,106,114
178,05135,526,95,103
179,05137,430,17,26
180,05139,1336,80,91
181,05141,270,28,33
182,05143,13474,1224,1351
183,05145,2314,373,372
184,05147,168,15,15
185,05149,1504,73,90
186,06001,25872,1544,2091
187,06003,30,11,9
188,06005,404,50,57
189,06007,3434,292,441
190,06009,390,35,39
191,06011,601,52,84
192,06013,21046,1521,2088
193,06015,220,51,73
194,06017,1648,215,291
195,06019,33969,1630,1970
196,06021,772,83,112
197,06023,658,157,223
198,06025,13932,548,600
199,06027,263,27,45
200,06029,36470,1732,2195
201,06031,9490,820,1138
202,06033,776,70,112
203,06035,1135,284,208
204,06037,339560,21597,25297
205,06039,5426,213,263
206,06041,7358,188,270
207,06043,91,5,7
208,06045,1288,66,86
209,06047,10374,437,523
210,06049,93,25,30
211,06051,480,148,162
212,06053,12854,792,1054
213,06055,2473,366,439
214,06057,835,184,255
215,06059,65225,4109,4697
216,06061,5215,683,968
217,06063,136,42,50
218,06065,74910,4377,5452
219,06067,30298,3370,4386
220,06069,1614,140,199
221,06071,74166,6214,6887
222,06073,64768,4543,5224
223,06075,13665,928,1194
224,06077,23517,1224,1719
225,06079,5073,719,931
226,06081,12465,836,1049
227,06083,10482,563,791
228,06085,28307,2165,2800
229,06087,3402,416,526
230,06089,3195,643,801
231,06091,11,5,7
232,06093,372,85,94
233,06095,8729,919,1133
234,06097,10845,655,776
235,06099,19276,1127,1560
236,06101,2185,271,395
237,06103,1206,168,205
238,06105,68,24,23
239,06107,18896,780,1003
240,06109,467,153,177
241,06111,16297,1522,2009
242,06113,3814,478,639
243,06115,1549,198,301
244,08001,22149,4288,5195
245,08003,460,81,81
246,08005,19897,4418,5553
247,08007,99,32,39
248,08009,42,7,10
249,08011,33,14,18
250,08013,8435,1843,2395
251,08014,1510,,NaN
252,08015,501,41,60
253,08017,27,15,21
254,08019,141,40,37
255,08021,128,21,24
256,08023,59,9,8
257,08025,669,219,215
258,08027,50,21,26
259,08029,354,78,87
260,08031,27719,4708,5650
261,08033,3,6,10
262,08035,7100,1887,2453
263,08037,1882,288,395
264,08039,392,92,94
265,08041,18170,4647,5736
266,08043,1535,427,451
267,08045,1582,274,357
268,08047,63,25,34
269,08049,214,39,44
270,08051,405,104,142
271,08053,4,6,12
272,08055,86,38,32
273,08057,12,10,13
274,08059,14580,3119,3567
275,08061,15,21,29
276,08063,237,88,111
277,08065,196,45,65
278,08067,634,146,159
279,08069,6925,1613,1964
280,08071,116,31,43
281,08073,85,66,76
282,08075,1725,225,246
283,08077,3611,1358,1658
284,08079,21,2,3
285,08081,128,70,108
286,08083,397,123,92
287,08085,630,115,147
288,08087,1243,210,256
289,08089,301,85,104
290,08091,100,45,50
291,08093,164,41,41
292,08095,127,40,46
293,08097,374,69,90
294,08099,345,98,111
295,08101,4860,1293,1204
296,08103,61,31,44
297,08105,174,32,47
298,08107,390,148,198
299,08109,193,20,21
300,08111,15,9,15
301,08113,163,50,61
302,08115,74,16,22
303,08117,1128,241,334
304,08119,401,92,111
305,08121,153,37,49
306,08123,9844,1868,2332
307,08125,263,53,73
308,09001,29842,3801,4503
309,09003,22083,2999,3507
310,09005,3010,548,588
311,09007,2602,423,490
312,09009,22015,3484,4034
313,09011,4668,645,813
314,09013,2209,313,363
315,09015,1837,310,331
316,10001,4044,431,538
317,10003,15629,1798,2400
318,10005,9035,438,436
319,11001,NaN,1018,1259
320,12001,11740,685,850
321,12003,1901,70,93
322,12005,7635,558,711
323,12007,1304,44,49
324,12009,13602,1335,1803
325,12011,95311,4315,4665
326,12013,797,47,51
327,12015,4292,353,389
328,12017,3927,354,342
329,12019,6922,644,947
330,12021,15938,734,841
331,12023,4513,119,123
332,12027,1798,65,74
333,12029,934,19,21
334,12031,38569,2150,2777
335,12033,15118,1066,1256
336,12035,2399,251,366
337,12037,809,23,26
338,12039,3137,28,25
339,12041,671,43,48
340,12043,637,8,11
341,12045,1021,34,38
342,12047,936,16,20
343,12049,1698,54,74
344,12051,2354,59,66
345,12053,4255,317,406
346,12055,3231,272,266
347,12057,52907,2450,2918
348,12059,1032,66,78
349,12061,4448,338,425
350,12063,3527,159,160
351,12065,718,14,14
352,12067,1289,8,13
353,12069,9623,481,585
354,12071,26226,1223,1416
355,12073,13563,698,868
356,12075,1253,55,62
357,12077,555,11,16
358,12079,1179,52,46
359,12081,14772,684,860
360,12083,11739,477,552
361,12085,5714,243,335
362,12086,202644,7798,7709
363,12087,2810,332,413
364,12089,2762,170,204
365,12091,7615,721,910
366,12093,1870,78,100
367,12095,51575,2999,3907
368,12097,15988,1101,1458
369,12099,58396,3206,3668
370,12101,12547,1139,1589
371,12103,29106,2060,2744
372,12105,25252,1338,1599
373,12107,2535,86,116
374,12109,7524,614,765
375,12111,9838,461,561
376,12113,6573,470,607
377,12115,11198,912,768
378,12117,11490,951,1251
379,12119,3160,64,59
380,12121,3125,57,65
381,12123,1569,51,61
382,12125,1193,29,47
383,12127,14238,895,1218
384,12129,1472,106,127
385,12131,3248,333,262
386,12133,1383,84,97
387,13001,1301,27,40
388,13003,559,17,18
389,13005,732,28,43
390,13007,119,7,8
391,13009,2529,106,137
392,13011,662,63,74
393,13013,3070,266,413
394,13015,4515,415,538
395,13017,965,53,79
396,13019,630,42,62
397,13021,7204,291,361
398,13023,683,43,58
399,13025,721,32,42
400,13027,614,17,25
401,13029,1402,65,97
402,13031,3623,131,189
403,13033,1167,44,41
404,13035,970,60,65
405,13037,306,9,12
406,13039,1642,187,268
407,13043,602,20,29
408,13045,4884,418,446
409,13047,1753,228,383
410,13049,756,34,45
411,13051,10184,560,828
412,13053,1937,108,135
413,13055,1153,110,142
414,13057,9107,943,1096
415,13059,7425,567,755
416,13061,144,16,14
417,13063,9659,506,586
418,13065,526,31,43
419,13067,26758,1906,2670
420,13069,2699,84,93
421,13071,2568,78,96
422,13073,5758,634,761
423,13075,777,65,81
424,13077,4452,351,452
425,13079,233,14,16
426,13081,887,38,43
427,13083,452,56,78
428,13085,1011,47,51
429,13087,1526,11,19
430,13089,24915,1716,1946
431,13091,1022,54,62
432,13093,454,25,36
433,13095,3595,103,136
434,13097,5041,381,469
435,13099,637,27,30
436,13101,263,10,15
437,13103,2036,123,149
438,13105,1035,93,90
439,13107,1395,37,43
440,13109,534,24,41
441,13111,938,35,36
442,13113,2757,209,307
443,13115,4934,437,483
444,13117,5880,600,734
445,13119,1095,55,57
446,13121,36425,2500,3064
447,13123,1178,35,39
448,13125,74,20,29
449,13127,4081,216,291
450,13129,3042,291,347
451,13131,966,40,50
452,13133,677,14,10
453,13135,35995,2473,3188
454,13137,2042,103,139
455,13139,11708,565,697
456,13141,441,12,12
457,13143,1134,163,184
458,13145,970,48,39
459,13147,717,61,62
460,13149,334,29,35
461,13151,7744,503,605
462,13153,4377,411,637
463,13155,404,26,38
464,13157,2975,230,262
465,13159,404,37,45
466,13161,936,46,69
467,13163,950,41,38
468,13165,494,12,16
469,13167,505,11,17
470,13169,734,30,41
471,13171,599,51,72
472,13173,381,40,54
473,13175,2494,86,102
474,13177,869,79,131
475,13179,1437,164,235
476,13181,287,18,16
477,13183,310,28,35
478,13185,5775,443,527
479,13187,1171,77,90
480,13189,870,41,43
481,13191,356,13,16
482,13193,311,14,19
483,13195,1006,56,68
484,13197,239,7,9
485,13199,744,25,23
486,13201,397,17,15
487,13205,942,45,47
488,13207,944,51,59
489,13209,413,10,11
490,13211,755,39,46
491,13213,1395,180,195
492,13215,6950,399,559
493,13217,3488,254,365
494,13219,1255,145,177
495,13221,504,16,19
496,13223,4307,446,570
497,13225,972,74,107
498,13227,993,71,86
499,13229,1168,39,52
500,13231,705,86,86
501,13233,2136,139,181
502,13235,424,18,25
503,13237,944,27,29
504,13239,74,9,10
505,13241,503,55,75
506,13243,364,7,8
507,13245,9368,557,599
508,13247,2488,190,272
509,13249,154,9,14
510,13251,491,6,9
511,13253,491,38,42
512,13255,2128,162,203
513,13257,1385,78,106
514,13259,620,2,2
515,13261,1178,46,67
516,13263,221,12,9
517,13265,36,2,3
518,13267,1045,25,36
519,13269,316,10,12
520,13271,636,20,29
521,13273,387,9,17
522,13275,1836,75,97
