,County,186,192,199,206,213,220,227,234,241
0,01001,909,,,,,,,,NaN
1,01003,2665,,,,,,,,NaN
2,01005,523,,,,,,,,NaN
3,01007,317,,,,,,,,NaN
4,01009,578,,,,,,,,NaN
5,01011,408,,,,,,,,NaN
6,01013,714,,,,,,,,NaN
7,01015,1076,,,,,,,,NaN
8,01017,776,,,,,,,,NaN
9,01019,194,,,,,,,,NaN
10,01021,580,,,,,,,,NaN
11,01023,258,,,,,,,,NaN
12,01025,432,,,,,,,,NaN
13,01027,166,,,,,,,,NaN
14,01029,95,,,,,,,,NaN
15,01031,633,,,,,,,,NaN
16,01033,875,,,,,,,,NaN
17,01035,333,21,18,15,13,10,8,6,5
18,01037,86,,,,,,,,NaN
19,01039,633,70,58,46,35,26,19,13,9
20,01041,226,18,15,12,10,8,6,4,3
21,01043,946,170,158,140,119,97,77,59,45
22,01045,676,89,80,68,56,44,34,25,19
23,01047,1186,40,27,19,12,8,5,3,2
24,01049,1490,167,127,92,64,43,29,19,12
25,01051,1437,135,114,92,72,55,41,30,22
26,01053,812,80,65,50,38,28,20,14,10
27,01055,1643,244,200,154,113,80,56,38,25
28,01057,138,25,25,24,22,19,16,13,11
29,01059,1078,20,15,10,7,5,3,2,1
30,01061,186,31,32,33,32,31,28,24,21
31,01063,232,0,0,0,0,0,0,0,0
32,01065,425,3,2,1,0,0,0,0,0
33,01067,213,16,14,12,9,8,6,5,4
34,01069,1074,221,212,190,162,131,102,78,58
35,01071,648,100,89,76,62,49,38,28,21
36,01073,10258,1648,1356,1041,758,531,363,244,162
37,01075,161,26,24,21,17,13,10,8,6
38,01077,893,160,152,137,118,98,78,61,46
39,01079,244,46,46,44,40,35,29,24,19
40,01081,2243,305,274,233,189,149,114,85,63
41,01083,1006,207,198,176,147,117,90,67,48
42,01085,531,0,0,0,0,0,0,0,0
43,01087,286,19,16,13,10,8,6,4,3
44,01089,4241,879,774,626,474,342,238,162,108
45,01091,478,35,29,23,18,14,11,8,6
46,01093,473,59,49,38,28,21,15,10,7
47,01095,2661,239,193,150,114,84,61,44,32
48,01097,7193,753,628,500,383,286,210,151,108
49,01099,361,32,29,25,21,17,14,11,8
50,01101,5642,387,331,273,220,174,135,104,79
51,01103,1933,239,194,149,110,79,56,39,27
52,01105,382,14,11,9,7,5,4,3,2
53,01107,332,29,24,19,15,12,9,7,5
54,01109,596,32,26,21,16,13,10,7,5
55,01111,359,37,31,25,19,14,10,7,5
56,01113,1047,111,91,71,53,39,28,20,14
57,01115,979,216,205,179,146,112,82,58,40
58,01117,2638,472,403,318,236,168,116,79,52
59,01119,339,0,0,0,0,0,0,0,0
60,01121,717,145,149,144,132,114,94,75,58
61,01123,761,30,26,22,18,15,12,10,8
62,01125,3536,342,289,233,182,138,103,75,54
63,01127,1364,98,80,64,49,37,28,20,15
64,01129,272,21,18,15,12,9,7,5,4
65,01131,384,15,12,9,7,5,4,3,2
66,01133,380,40,36,31,26,21,17,13,10
67,02013,1,,,,,,,,NaN
68,02016,3,,,,,,,,NaN
69,02020,1338,277,322,349,353,333,296,248,199
70,02050,18,,,,,,,,NaN
71,02060,6,,,,,,,,NaN
72,02068,1,,,,,,,,NaN
73,02070,1,,,,,,,,NaN
74,02090,369,61,71,79,87,92,93,92,88
75,02100,4,,,,,,,,NaN
76,02105,0,,,,,,,,NaN
77,02110,75,,,,,,,,NaN
78,02122,272,48,54,58,60,60,57,52,46
79,02130,33,,,,,,,,NaN
80,02150,5,,,,,,,,NaN
81,02158,3,,,,,,,,NaN
82,02164,0,,,,,,,,NaN
83,02170,227,50,62,76,89,100,109,114,113
84,02180,17,,,,,,,,NaN
85,02185,8,,,,,,,,NaN
86,02188,14,,,,,,,,NaN
87,02195,6,,,,,,,,NaN
88,02198,3,,,,,,,,NaN
89,02220,19,,,,,,,,NaN
90,02230,0,,,,,,,,NaN
91,02240,13,,,,,,,,NaN
92,02261,39,,,,,,,,NaN
93,02275,5,,,,,,,,NaN
94,02282,3,,,,,,,,NaN
95,02290,42,,,,,,,,NaN
96,04001,2920,20,13,8,4,3,1,1,0
97,04003,1388,168,153,133,112,93,75,59,46
98,04005,2858,155,124,96,74,56,42,31,23
99,04007,714,72,66,58,50,41,34,27,21
100,04009,366,49,48,46,42,37,32,27,23
101,04011,48,,,,,,,,NaN
102,04012,463,12,8,5,3,2,1,1,0
103,04013,108677,12314,10026,7744,5770,4187,2982,2095,1459
104,04015,2698,382,333,276,221,171,130,96,71
105,04017,5078,77,45,26,14,8,4,2,1
106,04019,14963,1430,1225,1008,806,629,483,366,274
107,04021,7468,684,539,407,299,215,152,107,74
108,04023,2517,23,13,7,4,2,1,0,0
109,04025,1567,240,236,225,208,188,166,143,122
110,04027,10289,211,116,63,34,18,10,5,2
111,05001,168,20,18,17,15,13,11,9,7
112,05003,180,33,35,35,32,29,24,20,16
113,05005,55,,,,,,,,NaN
114,05007,4209,251,189,137,97,67,46,31,21
115,05009,108,25,30,35,41,45,48,49,48
116,05011,114,16,16,15,13,11,9,7,6
117,05013,10,,,,,,,,NaN
118,05015,322,45,43,39,34,28,23,18,14
119,05017,306,5,3,2,1,0,0,0,0
120,05019,132,17,18,19,20,20,20,19,18
121,05021,104,13,13,12,12,11,10,9,8
122,05023,174,19,21,22,22,22,21,20,19
123,05025,57,,,,,,,,NaN
124,05027,166,28,30,31,31,29,27,23,20
125,05029,122,20,22,23,23,23,21,20,17
126,05031,945,170,171,164,150,131,111,91,73
127,05033,447,95,103,105,102,95,84,72,60
128,05035,1090,62,51,42,33,26,20,15,11
129,05037,150,14,14,14,13,12,11,10,9
130,05039,32,,,,,,,,NaN
131,05041,128,21,21,19,16,13,11,8,6
132,05043,139,20,22,22,22,21,19,17,15
133,05045,1063,167,166,158,144,127,108,89,72
134,05047,78,,,,,,,,NaN
135,05049,23,,,,,,,,NaN
136,05051,652,184,212,228,230,216,191,159,127
137,05053,113,20,22,23,23,23,21,19,16
138,05055,228,41,46,50,53,54,53,50,45
139,05057,167,28,29,28,26,23,20,17,14
140,05059,1397,6,4,2,1,1,0,0,0
141,05061,236,30,26,21,16,12,9,6,4
142,05063,210,43,51,57,62,64,62,57,51
143,05065,34,,,,,,,,NaN
144,05067,52,,,,,,,,NaN
145,05069,1171,64,54,44,36,28,22,17,13
146,05071,574,37,24,16,10,6,4,2,1
147,05073,46,,,,,,,,NaN
148,05075,157,12,12,12,11,11,10,9,8
149,05077,876,8,4,2,1,0,0,0,0
150,05079,1148,0,0,0,0,0,0,0,0
151,05081,80,,,,,,,,NaN
152,05083,122,21,23,25,26,26,25,23,21
153,05085,345,78,91,100,106,107,103,94,83
154,05087,245,13,12,11,9,8,7,6,5
155,05089,18,,,,,,,,NaN
156,05091,416,83,84,80,73,62,51,40,31
157,05093,539,102,91,76,59,45,32,23,16
158,05095,43,,,,,,,,NaN
159,05097,19,,,,,,,,NaN
160,05099,124,3,3,2,2,1,1,1,0
161,05101,84,,,,,,,,NaN
162,05103,64,,,,,,,,NaN
163,05105,42,,,,,,,,NaN
164,05107,250,7,5,4,2,2,1,1,0
165,05109,57,,,,,,,,NaN
166,05111,119,22,24,25,25,25,23,22,19
167,05113,120,14,15,17,18,18,18,17,16
168,05115,1045,157,132,104,78,57,40,28,19
169,05117,56,,,,,,,,NaN
170,05119,4346,685,637,561,470,379,295,225,168
171,05121,137,27,28,28,27,25,22,18,15
172,05123,1067,5,3,2,1,0,0,0,0
173,05125,741,171,193,207,208,198,179,153,126
174,05127,31,,,,,,,,NaN
175,05129,22,,,,,,,,NaN
176,05131,1402,271,256,226,188,149,114,84,61
177,05133,900,12,8,5,3,2,1,0,0
178,05135,92,,,,,,,,NaN
179,05137,43,,,,,,,,NaN
180,05139,369,27,27,26,24,23,21,19,17
181,05141,43,,,,,,,,NaN
182,05143,5662,304,216,149,100,66,44,28,18
183,05145,220,40,47,54,60,66,71,74,75
184,05147,17,,,,,,,,NaN
185,05149,960,5,3,2,1,0,0,0,0
186,06001,10330,1513,1516,1436,1292,1111,919,736,575
187,06003,2,,,,,,,,NaN
188,06005,76,,,,,,,,NaN
189,06007,758,213,245,272,290,298,293,278,253
190,06009,99,,,,,,,,NaN
191,06011,263,31,24,18,13,9,6,4,3
192,06013,6933,1467,1613,1664,1608,1460,1254,1027,811
193,06015,87,,,,,,,,NaN
194,06017,513,184,233,279,312,325,314,282,238
195,06019,12564,2065,1733,1371,1034,753,535,374,258
196,06021,265,45,40,35,28,22,17,13,9
197,06023,205,26,29,32,36,39,42,45,47
198,06025,9067,110,64,37,22,12,7,4,2
199,06027,40,,,,,,,,NaN
200,06029,14651,2578,2178,1699,1247,877,598,400,264
201,06031,3813,243,196,154,119,90,68,50,37
202,06033,168,35,39,44,48,51,53,54,54
203,06035,555,42,29,20,13,9,5,3,2
204,06037,174017,18843,16090,13108,10260,7787,5775,4212,3034
205,06039,1630,358,327,277,220,166,121,85,59
206,06041,4624,649,547,429,319,227,157,107,71
207,06043,46,,,,,,,,NaN
208,06045,257,43,49,55,60,64,67,68,68
209,06047,3245,527,451,366,285,215,158,114,82
210,06049,0,,,,,,,,NaN
211,06051,112,8,8,8,8,7,6,6,5
212,06053,4002,715,664,580,479,379,289,215,157
213,06055,737,161,171,172,165,150,131,110,90
214,06057,255,77,96,115,132,145,150,147,137
215,06059,34373,3513,2391,1541,960,585,352,210,125
216,06061,1605,411,480,531,555,546,507,447,376
217,06063,28,,,,,,,,NaN
218,06065,33467,3924,3249,2558,1937,1424,1026,728,511
219,06067,8903,2135,2203,2115,1898,1605,1291,998,750
220,06069,536,101,94,81,66,52,39,28,20
221,06071,27992,3718,3005,2293,1675,1186,822,562,380
222,06073,26701,3492,3035,2475,1917,1428,1034,733,513
223,06075,5932,725,735,714,665,595,514,432,354
224,06077,10126,1697,1387,1057,765,533,363,242,160
225,06079,1500,375,421,445,443,416,369,313,255
226,06081,5022,791,881,929,922,863,766,648,528
227,06083,5576,680,590,486,384,293,219,160,116
228,06085,9041,1731,1805,1739,1554,1301,1031,784,578
229,06087,907,248,307,363,407,430,428,401,356
230,06089,291,76,94,113,134,155,173,188,196
231,06091,1,,,,,,,,NaN
232,06093,61,,,,,,,,NaN
233,06095,3129,681,694,662,593,502,406,317,240
234,06097,2599,503,547,569,562,529,475,410,342
235,06099,7861,1497,1360,1157,932,718,535,389,278
236,06101,637,144,158,165,164,154,138,118,97
237,06103,189,47,56,66,74,81,84,84,80
238,06105,3,,,,,,,,NaN
239,06107,8210,899,736,575,435,320,231,165,116
240,06109,126,27,31,36,40,44,47,49,49
241,06111,6392,1297,1257,1134,958,768,589,438,318
242,06113,1394,268,295,310,312,300,276,244,209
243,06115,372,76,84,90,93,92,87,79,69
244,08001,5587,313,296,271,242,211,180,151,125
245,08003,219,1,0,0,0,0,0,0,0
246,08005,6541,229,202,172,143,117,93,74,58
247,08007,27,,,,,,,,NaN
248,08009,14,,,,,,,,NaN
249,08011,5,,,,,,,,NaN
250,08013,1772,111,106,98,88,76,65,54,44
251,08014,382,,,,,,,,NaN
252,08015,277,22,21,18,16,13,11,8,7
253,08017,8,,,,,,,,NaN
254,08019,26,,,,,,,,NaN
255,08021,21,,,,,,,,NaN
256,08023,22,,,,,,,,NaN
257,08025,72,,,,,,,,NaN
258,08027,10,,,,,,,,NaN
259,08029,97,,,,,,,,NaN
260,08031,9205,470,450,417,377,334,289,246,206
261,08033,1,,,,,,,,NaN
262,08035,1519,333,436,536,614,650,633,569,477
263,08037,964,43,45,45,44,43,40,37,33
264,08039,77,,,,,,,,NaN
265,08041,4128,659,746,803,823,803,746,664,568
266,08043,91,,,,,,,,NaN
267,08045,624,107,102,91,77,62,48,36,26
268,08047,13,,,,,,,,NaN
269,08049,39,,,,,,,,NaN
270,08051,219,0,0,0,0,0,0,0,0
271,08053,3,,,,,,,,NaN
272,08055,6,,,,,,,,NaN
273,08057,8,,,,,,,,NaN
274,08059,3654,338,390,434,468,485,485,466,433
275,08061,0,,,,,,,,NaN
276,08063,42,,,,,,,,NaN
277,08065,61,,,,,,,,NaN
278,08067,187,23,25,26,27,27,27,26,25
279,08069,1255,204,240,275,306,328,340,340,327
280,08071,13,,,,,,,,NaN
281,08073,6,,,,,,,,NaN
282,08075,645,1,0,0,0,0,0,0,0
283,08077,231,56,69,85,101,118,135,148,158
284,08079,18,,,,,,,,NaN
285,08081,23,,,,,,,,NaN
286,08083,101,,,,,,,,NaN
287,08085,262,6,5,4,4,3,2,2,2
288,08087,672,1,0,0,0,0,0,0,0
289,08089,38,,,,,,,,NaN
290,08091,12,,,,,,,,NaN
291,08093,40,,,,,,,,NaN
292,08095,19,,,,,,,,NaN
293,08097,153,12,13,14,14,13,13,11,10
294,08099,46,,,,,,,,NaN
295,08101,559,48,53,57,61,64,67,69,70
296,08103,6,,,,,,,,NaN
297,08105,87,,,,,,,,NaN
298,08107,94,,,,,,,,NaN
299,08109,107,0,0,0,0,0,0,0,0
300,08111,2,,,,,,,,NaN
301,08113,73,,,,,,,,NaN
302,08115,11,,,,,,,,NaN
303,08117,316,10,11,10,10,9,9,8,7
304,08119,97,,,,,,,,NaN
