,County,305,311,318,325,332,339,346
0,01001,2617,167,165,163,159,139,119
1,01003,8199,624,857,1137,1456,1745,1963
2,01005,1160,25,22,21,18,15,14
3,01007,1136,51,49,46,43,39,34
4,01009,2754,303,318,308,280,228,176
5,01011,689,0,0,0,0,0,0
6,01013,1133,3,1,1,0,0,0
7,01015,5964,700,1440,2331,2662,2280,1600
8,01017,1675,110,118,129,131,133,121
9,01019,985,70,73,71,69,62,54
10,01021,2161,46,41,35,30,27,21
11,01023,417,0,0,0,0,0,0
12,01025,1549,39,36,34,32,31,26
13,01027,888,22,23,22,24,21,21
14,01029,742,15,15,14,14,13,9
15,01031,2303,154,160,162,167,159,154
16,01033,2943,264,253,236,205,166,124
17,01035,668,8,13,14,14,16,18
18,01037,306,26,40,52,61,71,73
19,01039,2123,65,53,42,36,27,22
20,01041,700,7,8,8,7,7,7
21,01043,4096,419,378,330,271,211,167
22,01045,2254,116,102,96,88,77,68
23,01047,2196,52,48,37,27,18,13
24,01049,4608,440,600,743,803,793,696
25,01051,3910,285,366,436,468,458,419
26,01053,1940,5,7,7,7,7,7
27,01055,5857,604,681,724,704,636,557
28,01057,831,50,50,41,33,28,22
29,01059,2436,45,37,27,22,13,8
30,01061,1167,57,53,51,46,42,35
31,01063,399,0,0,0,0,0,0
32,01065,915,6,6,0,0,0,0
33,01067,838,7,7,7,6,7,6
34,01069,5033,332,484,646,764,793,735
35,01071,2905,167,144,118,94,74,54
36,01073,30318,2655,2570,2415,2197,1954,1732
37,01075,622,25,22,21,17,14,14
38,01077,3783,412,539,644,675,638,557
39,01079,1214,95,109,120,117,109,96
40,01081,7504,325,329,336,348,351,357
41,01083,4008,365,404,426,418,383,339
42,01085,785,0,0,0,0,0,0
43,01087,694,58,65,73,80,79,76
44,01089,12204,940,695,471,307,193,119
45,01091,1164,0,0,0,0,0,0
46,01093,1339,79,85,88,94,89,85
47,01095,5794,560,581,583,553,500,443
48,01097,19260,1459,3298,6980,12081,15535,14826
49,01099,768,28,39,49,66,80,94
50,01101,12000,448,529,628,726,803,853
51,01103,6104,792,960,1062,1079,988,837
52,01105,668,0,0,0,0,0,0
53,01107,1141,41,33,26,19,17,11
54,01109,1547,41,38,34,31,28,25
55,01111,995,32,29,27,25,23,20
56,01113,2175,64,91,127,167,210,256
57,01115,3960,189,174,164,156,145,129
58,01117,9712,743,643,539,436,351,288
59,01119,553,7,7,7,7,7,8
60,01121,3340,140,117,103,88,73,49
61,01123,1685,11,12,14,14,14,14
62,01125,12446,875,1140,1534,1942,2305,2400
63,01127,3480,147,137,117,94,78,64
64,01129,898,0,0,0,3,6,7
65,01131,623,0,0,0,0,0,0
66,01133,1225,65,62,54,48,41,36
67,02013,22,0,0,0,0,0,0
68,02016,106,0,0,0,0,0,0
69,02020,14702,2365,2003,1592,1216,927,672
70,02050,1149,0,0,0,0,0,0
71,02060,0,0,0,0,0,0,0
72,02068,41,0,0,0,0,0,0
73,02070,95,0,0,0,0,0,0
74,02090,3206,333,359,368,368,350,333
75,02100,16,0,0,0,0,0,0
76,02105,0,0,0,0,0,0,0
77,02110,798,76,67,58,53,44,39
78,02122,2144,489,579,650,693,702,668
79,02130,185,18,7,6,0,0,0
80,02150,217,0,0,0,0,0,0
81,02158,387,9,3,0,0,0,0
82,02164,143,0,0,0,0,0,0
83,02170,2577,224,190,219,277,334,427
84,02180,185,0,0,0,0,0,0
85,02185,407,0,0,0,0,0,0
86,02188,338,0,0,0,0,0,0
87,02195,23,0,0,0,0,0,0
88,02198,46,0,0,0,0,0,0
89,02220,157,6,0,0,0,0,0
90,02230,9,0,0,0,0,0,0
91,02240,236,0,0,0,0,0,0
92,02261,237,,,,,,NaN
93,02275,20,0,0,0,0,0,0
94,02282,44,0,0,0,0,0,0
95,02290,154,,,,,,NaN
