,County,285,290,297,304,311
0,01001,2195,105,110,113,114
1,01003,6991,303,296,308,325
2,01005,1073,29,31,33,32
3,01007,890,45,45,45,46
4,01009,2178,149,148,148,145
5,01011,656,5,5,5,5
6,01013,1028,15,14,14,14
7,01015,4946,280,275,280,287
8,01017,1428,40,39,42,40
9,01019,804,43,44,48,50
10,01021,1968,71,72,71,72
11,01023,396,5,5,5,5
12,01025,1407,51,54,52,55
13,01027,784,31,31,29,29
14,01029,592,28,27,27,27
15,01031,1892,111,112,114,116
16,01033,2335,148,146,148,152
17,01035,585,9,11,13,14
18,01037,234,14,17,18,19
19,01039,1895,115,101,104,108
20,01041,626,14,14,14,14
21,01043,2905,344,349,373,387
22,01045,1954,152,154,154,147
23,01047,1922,40,38,39,39
24,01049,3720,265,267,272,272
25,01051,3339,106,107,103,104
26,01053,1788,39,38,37,37
27,01055,4575,242,240,245,239
28,01057,619,34,34,34,34
29,01059,2185,69,67,66,67
30,01061,985,66,71,71,70
31,01063,350,6,6,6,7
32,01065,802,26,26,27,26
33,01067,759,34,36,36,36
34,01069,4346,168,170,164,163
35,01071,2351,168,176,173,175
36,01073,24653,1181,1151,1133,1135
37,01075,532,39,40,40,40
38,01077,2794,237,243,246,244
39,01079,961,76,72,71,75
40,01081,6742,172,167,172,176
41,01083,3178,189,179,177,183
42,01085,732,12,14,13,13
43,01087,571,22,19,15,21
44,01089,9857,416,428,420,447
45,01091,1068,49,50,45,43
46,01093,1145,45,46,46,46
47,01095,4607,156,176,166,175
48,01097,17387,481,614,615,645
49,01099,673,21,22,22,22
50,01101,10792,497,529,525,536
51,01103,4600,332,330,333,338
52,01105,605,13,12,11,11
53,01107,944,69,69,67,67
54,01109,1399,44,43,43,42
55,01111,872,36,37,37,37
56,01113,2001,58,62,60,60
57,01115,3292,262,269,272,273
58,01117,7880,407,385,378,378
59,01119,489,11,12,13,12
60,01121,2843,140,140,139,139
61,01123,1414,73,70,65,68
62,01125,10825,438,418,419,397
63,01127,2989,155,178,179,182
64,01129,778,24,24,27,26
65,01131,579,7,6,7,7
66,01133,987,42,42,41,42
67,02013,17,0,0,0,0
68,02016,100,1,1,1,1
69,02020,8734,1393,1566,1695,1602
70,02050,499,105,109,111,108
71,02060,0,0,0,0,0
72,02068,31,4,5,5,4
73,02070,62,10,11,13,13
74,02090,2352,296,304,316,312
75,02100,13,1,1,1,1
76,02105,0,0,0,0,0
77,02110,594,94,102,118,115
78,02122,1138,256,301,347,363
79,02130,92,7,4,6,6
80,02150,124,12,12,13,15
81,02158,259,70,74,72,58
82,02164,113,7,6,6,7
83,02170,1588,445,443,443,443
84,02180,141,10,10,10,11
85,02185,281,33,32,32,33
86,02188,261,27,27,29,28
87,02195,20,1,1,1,1
88,02198,35,0,0,0,0
89,02220,82,3,5,7,7
90,02230,8,2,2,2,2
91,02240,90,22,22,22,22
92,02261,176,14,14,14,14
93,02275,19,0,0,0,0
94,02282,37,1,1,1,2
95,02290,122,8,9,10,10
96,04001,4006,118,115,118,129
97,04003,2205,92,100,101,99
98,04005,5429,354,383,385,392
99,04007,1992,122,108,126,125
100,04009,1283,137,145,151,144
101,04011,104,7,7,7,7
102,04012,628,16,15,16,16
103,04013,160184,5709,6009,6009,5720
104,04015,4453,174,182,185,189
105,04017,6545,222,231,240,223
106,04019,28914,1173,1245,1251,1159
107,04021,12210,427,428,447,468
108,04023,3066,66,72,66,63
109,04025,3079,148,150,163,167
110,04027,14041,417,433,439,433
111,05001,728,55,50,50,48
112,05003,576,32,32,32,32
113,05005,785,115,120,122,117
114,05007,8651,485,498,505,498
115,05009,1104,73,72,73,78
116,05011,374,4,5,5,4
117,05013,60,9,8,9,9
118,05015,1051,55,57,55,58
119,05017,1057,6,6,7,6
120,05019,533,29,28,29,29
121,05021,519,40,39,41,40
122,05023,502,23,22,23,23
123,05025,259,28,28,28,28
124,05027,760,58,58,56,58
125,05029,361,17,18,18,17
126,05031,4972,450,468,482,479
127,05033,2204,152,152,154,155
128,05035,2543,178,184,187,193
129,05037,628,43,43,45,46
130,05039,188,2,2,2,2
131,05041,433,27,26,26,26
132,05043,443,13,15,14,14
133,05045,3554,208,202,209,209
134,05047,580,55,57,54,58
135,05049,350,34,31,31,31
136,05051,2660,190,194,195,194
137,05053,383,23,23,25,25
138,05055,1681,218,220,223,225
139,05057,599,44,45,46,48
140,05059,2300,90,89,89,88
141,05061,625,48,49,45,44
142,05063,1530,51,51,51,51
143,05065,679,70,68,68,68
144,05067,920,148,140,128,129
145,05069,4312,168,174,176,168
146,05071,1064,54,58,59,60
147,05073,204,24,21,24,25
148,05075,893,78,77,73,73
149,05077,1114,6,6,6,6
150,05079,2338,30,31,31,31
151,05081,490,32,32,32,33
152,05083,616,29,30,34,31
153,05085,1887,178,185,190,193
154,05087,445,17,17,17,18
155,05089,180,29,29,30,30
156,05091,1637,220,216,216,212
157,05093,2422,188,187,187,188
158,05095,235,14,14,15,15
159,05097,188,4,4,4,4
160,05099,339,38,39,39,39
161,05101,324,17,20,21,22
162,05103,404,32,31,31,30
163,05105,154,14,13,14,14
164,05107,786,49,46,45,48
165,05109,277,12,12,12,12
166,05111,1210,151,149,150,151
167,05113,378,19,20,20,20
168,05115,2840,118,112,110,114
169,05117,251,34,31,32,32
170,05119,12518,648,642,627,630
171,05121,695,53,50,50,53
172,05123,1805,91,94,92,91
173,05125,3083,248,256,255,260
174,05127,233,26,26,29,29
175,05129,214,13,13,14,13
176,05131,5133,284,289,297,296
177,05133,1417,66,64,64,64
178,05135,388,39,39,39,39
179,05137,409,11,12,12,12
180,05139,1198,45,46,44,44
181,05141,215,9,10,10,10
182,05143,11912,511,514,503,505
183,05145,1651,153,148,152,151
184,05147,143,21,21,21,21
185,05149,1372,25,24,26,27
186,06001,24095,651,682,690,674
187,06003,8,0,0,1,0
188,06005,352,20,21,23,25
189,06007,3185,99,101,102,101
190,06009,354,11,12,12,12
191,06011,567,6,7,7,7
192,06013,19254,570,552,542,559
193,06015,181,4,4,5,4
194,06017,1394,73,73,73,73
195,06019,31613,833,775,774,769
196,06021,688,28,28,29,29
197,06023,579,9,9,9,9
198,06025,13198,300,307,302,294
199,06027,241,14,14,14,14
200,06029,34457,537,554,572,598
201,06031,8641,272,273,291,295
202,06033,727,31,31,31,33
203,06035,782,11,9,11,11
204,06037,310595,9304,9181,8998,8833
205,06039,5141,113,110,113,113
206,06041,7157,61,58,55,52
207,06043,81,3,3,2,2
208,06045,1176,34,33,31,30
209,06047,9674,205,205,207,210
210,06049,51,11,17,19,18
211,06051,211,7,7,8,9
212,06053,11802,382,376,378,381
213,06055,2067,86,86,88,92
214,06057,646,35,38,40,43
215,06059,60298,1549,1511,1488,1466
216,06061,4467,260,265,265,266
217,06063,86,14,16,17,17
218,06065,68920,2179,2145,2144,2126
219,06067,26442,896,897,879,845
220,06069,1477,29,29,29,30
221,06071,65331,2582,2623,2635,2608
222,06073,57409,2265,2446,2439,2421
223,06075,12508,330,333,318,307
224,06077,22106,474,462,479,478
225,06079,4303,154,157,157,157
226,06081,11451,294,294,284,279
227,06083,9969,195,191,188,192
228,06085,25277,978,940,930,916
229,06087,2921,112,103,100,101
230,06089,2172,181,195,194,199
231,06091,6,0,0,0,0
232,06093,241,23,32,36,37
233,06095,7801,302,318,343,319
234,06097,9866,520,495,469,454
235,06099,18027,357,369,378,382
236,06101,1912,67,69,69,70
237,06103,965,87,82,84,84
238,06105,33,5,6,7,7
239,06107,17852,355,356,361,363
240,06109,295,23,23,25,27
241,06111,14686,382,359,358,365
242,06113,3320,124,126,126,126
243,06115,1353,57,57,58,57
244,08001,15877,2153,2150,2131,2132
245,08003,361,48,57,55,56
246,08005,14226,1730,1847,1774,1734
247,08007,68,3,3,3,3
248,08009,37,6,6,6,7
249,08011,19,3,3,4,4
250,08013,6060,553,557,540,553
251,08014,1120,187,186,186,185
252,08015,435,37,45,44,45
253,08017,15,0,0,0,0
254,08019,93,19,22,21,21
255,08021,84,15,15,14,13
256,08023,42,2,2,2,2
257,08025,112,8,8,8,9
258,08027,24,3,3,4,4
259,08029,220,15,16,17,19
260,08031,20312,2335,2333,2409,2389
261,08033,3,0,0,0,0
262,08035,4568,723,723,723,723
263,08037,1525,101,103,102,103
264,08039,254,42,42,44,43
265,08041,11396,1356,1395,1409,1433
266,08043,882,177,172,181,185
267,08045,1249,95,95,95,95
268,08047,33,1,1,2,2
269,08049,161,14,14,14,15
270,08051,322,13,14,14,16
271,08053,4,1,0,0,0
272,08055,38,2,2,2,3
273,08057,9,0,0,0,0
274,08059,9779,1420,1405,1407,1400
275,08061,6,2,2,2,2
276,08063,139,9,10,10,12
277,08065,151,11,13,15,16
278,08067,396,43,45,45,45
279,08069,4627,639,627,603,577
280,08071,86,15,16,16,17
281,08073,25,1,1,1,1
282,08075,1369,127,128,123,124
283,08077,1802,440,445,454,461
284,08079,21,0,0,0,0
285,08081,78,16,16,17,18
286,08083,234,31,32,32,32
287,08085,496,37,38,38,37
288,08087,929,57,69,72,69
289,08089,185,51,51,51,51
290,08091,44,3,4,4,4
291,08093,107,15,15,16,17
292,08095,67,12,12,13,13
293,08097,298,22,22,22,24
294,08099,206,32,33,34,34
295,08101,2509,637,682,734,727
296,08103,31,3,3,3,3
297,08105,132,11,13,13,13
298,08107,230,22,26,26,27
299,08109,148,13,13,13,13
300,08111,11,0,0,0,0
301,08113,111,5,5,5,5
302,08115,46,4,6,6,6
303,08117,799,115,115,130,129
304,08119,274,46,43,43,42
305,08121,110,11,12,12,13
306,08123,6902,773,773,773,773
307,08125,227,17,16,17,16
308,09001,25048,1626,1872,2006,1918
309,09003,18739,1089,1144,1162,1139
310,09005,2404,176,181,178,189
311,09007,2092,137,142,142,138
312,09009,18048,1135,1259,1287,1266
313,09011,3955,337,336,324,300
314,09013,1825,91,91,91,91
315,09015,1528,145,145,144,144
316,10001,3613,163,164,169,165
317,10003,13394,617,630,632,642
318,10005,8213,329,324,326,323
319,11001,NaN,544,542,566,592
320,12001,10760,607,613,597,595
321,12003,1811,50,49,50,48
322,12005,6905,233,224,216,208
323,12007,1243,20,20,21,20
324,12009,11888,679,717,740,735
325,12011,87456,3190,3359,3477,3430
326,12013,733,25,23,21,22
327,12015,3773,228,228,228,228
328,12017,3328,131,131,130,130
329,12019,6255,223,223,223,223
330,12021,14742,576,557,570,584
331,12023,4311,85,82,77,78
332,12027,1690,27,26,27,28
333,12029,912,20,20,20,21
334,12031,35806,1086,1091,1034,1029
335,12033,13730,400,419,444,448
336,12035,2193,86,87,85,85
337,12037,785,27,26,26,26
338,12039,3073,21,22,20,20
339,12041,615,10,10,10,10
340,12043,613,13,15,15,16
341,12045,958,12,11,10,10
342,12047,912,9,8,8,6
343,12049,1627,41,39,36,37
344,12051,2255,45,49,50,50
345,12053,3817,178,177,178,178
346,12055,2732,151,148,146,146
347,12057,48925,1588,1490,1502,1557
348,12059,936,39,46,45,48
349,12061,3956,219,226,235,228
350,12063,3167,55,53,51,52
351,12065,682,23,23,24,24
352,12067,1279,7,7,6,6
353,12069,8785,266,265,264,258
354,12071,23834,963,936,970,969
355,12073,12483,438,427,426,432
356,12075,1161,31,31,32,34
357,12077,540,6,6,6,6
358,12079,1085,9,10,9,9
359,12081,13699,537,539,540,576
360,12083,10998,246,249,255,252
361,12085,5437,131,131,131,131
362,12086,187757,4364,4262,4287,4398
363,12087,2366,125,125,129,129
364,12089,2514,76,78,78,77
365,12091,6590,397,401,402,403
366,12093,1763,43,44,44,42
367,12095,46986,1501,1504,1468,1444
368,12097,14474,447,435,427,424
369,12099,53151,2126,2222,2401,2314
370,12101,11147,457,463,470,462
371,12103,26339,1017,991,988,991
372,12105,23405,692,683,690,691
373,12107,2416,61,62,62,62
374,12109,6720,363,363,367,391
375,12111,9213,272,272,272,262
376,12113,6048,145,145,145,145
377,12115,9966,402,390,387,387
378,12117,10512,414,426,432,430
379,12119,2967,95,90,100,91
380,12121,3028,45,39,40,41
381,12123,1501,39,40,39,40
