,County,354,360,367,374,381,388,395
0,01001,4879,628,1223,1865,2012,1623,1062
1,01003,15327,906,677,509,433,400,383
2,01005,1658,126,129,142,140,134,126
3,01007,2051,150,180,204,204,189,162
4,01009,5066,358,646,1020,1172,1047,788
5,01011,953,77,80,81,79,73,59
6,01013,1632,83,100,111,109,104,95
7,01015,10497,1014,1753,2684,3023,2674,2015
8,01017,2639,297,375,455,483,437,365
9,01019,1537,86,122,163,176,177,162
10,01021,3253,254,290,337,351,334,309
11,01023,501,7,1,0,0,0,0
12,01025,2633,165,242,327,361,345,300
13,01027,1230,66,81,91,93,92,88
14,01029,1118,49,38,28,31,33,25
15,01031,4145,536,879,1210,1299,1095,768
16,01033,5081,315,364,398,410,384,351
17,01035,907,40,53,63,65,62,58
18,01037,579,61,99,141,151,142,122
19,01039,3156,247,416,641,748,703,577
20,01041,1123,157,197,226,221,192,145
21,01043,7702,294,253,219,195,180,170
22,01045,3720,347,497,668,744,701,607
23,01047,2923,91,67,37,26,25,22
24,01049,7376,258,448,710,859,850,751
25,01051,7390,763,857,914,918,864,766
26,01053,2972,137,116,99,79,83,80
27,01055,11111,837,1286,1842,2064,1891,1507
28,01057,1570,73,81,73,64,60,53
29,01059,3530,158,169,179,169,155,139
30,01061,1903,189,227,270,281,265,231
31,01063,731,45,33,26,17,14,9
32,01065,1661,127,121,111,91,80,70
33,01067,1433,106,97,68,56,54,34
34,01069,8167,811,961,1134,1189,1135,1012
35,01071,5611,419,562,713,774,737,643
36,01073,58896,6002,8140,10711,11828,10960,8987
37,01075,1137,44,48,45,36,37,31
38,01077,7191,389,369,363,356,347,332
39,01079,2324,202,264,343,372,353,315
40,01081,11565,1337,2058,3015,3519,3449,3084
41,01083,7599,552,820,1140,1305,1285,1172
42,01085,1052,72,91,95,91,81,70
43,01087,1093,67,78,80,78,77,72
44,01089,25463,2264,2646,2923,3017,2983,2896
45,01091,1946,78,87,81,78,76,69
46,01093,2320,182,235,302,324,309,271
47,01095,9854,533,711,902,988,970,885
48,01097,28584,1439,1421,1311,1233,1210,1175
49,01099,1384,158,183,215,216,201,181
50,01101,18064,1862,2013,1980,1918,1840,1715
51,01103,11727,686,941,1293,1473,1419,1230
52,01105,930,47,55,58,63,56,49
53,01107,1888,93,98,89,80,73,71
54,01109,2338,395,635,850,874,711,482
55,01111,1349,75,97,122,130,126,115
56,01113,3067,252,314,395,433,424,398
57,01115,7213,600,713,822,863,820,720
58,01117,17562,1380,1406,1331,1286,1267,1218
59,01119,889,20,8,1,0,0,0
