,County,354,360,367,374,381
0,01001,4879,368,240,304,278
1,01003,15327,1103,889,1189,992
2,01005,1658,112,62,67,68
3,01007,2051,140,112,121,112
4,01009,5066,359,276,324,374
5,01011,953,73,35,36,18
6,01013,1632,89,54,51,61
7,01015,10497,715,715,518,703
8,01017,2639,220,242,128,190
9,01019,1537,93,88,90,88
10,01021,3253,240,186,185,220
11,01023,501,17,21,24,38
12,01025,2633,235,240,101,148
13,01027,1230,60,69,57,73
14,01029,1118,68,57,53,59
15,01031,4145,316,349,197,342
16,01033,5081,307,302,250,308
17,01035,907,39,30,30,28
18,01037,579,37,35,40,37
19,01039,3156,175,149,146,168
20,01041,1123,77,60,62,88
21,01043,7702,519,481,408,456
22,01045,3720,255,201,209,218
23,01047,2923,117,107,84,56
24,01049,7376,302,409,366,415
25,01051,7390,534,392,391,437
26,01053,2972,150,162,159,223
27,01055,11111,543,395,456,587
28,01057,1570,98,90,83,110
29,01059,3530,153,147,147,182
30,01061,1903,138,102,110,108
31,01063,731,45,28,42,35
32,01065,1661,123,90,81,205
33,01067,1433,110,77,84,87
34,01069,8167,643,456,453,545
35,01071,5611,330,329,261,272
36,01073,58896,4315,3063,3978,3432
37,01075,1137,66,72,71,69
38,01077,7191,456,383,323,243
39,01079,2324,172,159,157,146
40,01081,11565,847,744,642,829
41,01083,7599,610,486,436,484
42,01085,1052,46,29,31,31
43,01087,1093,68,53,55,57
44,01089,25463,1977,2058,1598,1885
45,01091,1946,86,65,79,114
46,01093,2320,178,146,151,136
47,01095,9854,399,497,465,555
48,01097,28584,1987,1299,1515,1415
49,01099,1384,110,65,89,82
50,01101,18064,1235,961,998,1184
51,01103,11727,869,707,728,685
52,01105,930,45,26,36,33
53,01107,1888,118,91,98,112
54,01109,2338,299,249,157,203
55,01111,1349,65,57,63,50
56,01113,3067,275,222,211,220
57,01115,7213,522,427,429,439
58,01117,17562,1142,1065,994,1038
59,01119,889,54,70,53,56
60,01121,5796,432,334,343,331
61,01123,2552,131,124,123,137
62,01125,20142,1264,945,1060,1209
63,01127,5734,347,309,297,366
64,01129,1320,70,62,55,71
65,01131,974,45,34,35,32
66,01133,2182,130,123,115,125
67,02013,39,0,0,0,2
68,02016,224,7,2,2,12
69,02020,24091,814,1212,820,697
70,02050,2797,421,159,344,83
71,02060,0,0,0,0,0
72,02068,61,,,,NaN
73,02070,147,5,3,3,7
74,02090,5364,245,199,279,273
75,02100,23,3,0,0,0
76,02105,0,,,,NaN
77,02110,1074,28,46,38,35
78,02122,3763,66,110,96,79
79,02130,259,,,,NaN
80,02150,971,48,131,53,33
81,02158,923,,,,NaN
82,02164,161,1,3,5,5
83,02170,6910,345,461,896,694
84,02180,283,8,13,9,13
85,02185,870,46,75,70,40
86,02188,483,21,19,19,11
87,02195,38,,,,NaN
88,02198,74,,,,NaN
89,02220,278,2,10,7,9
90,02230,16,,,,NaN
91,02240,414,5,11,13,9
92,02261,380,23,20,20,19
93,02275,25,,,,NaN
94,02282,60,3,2,2,2
95,02290,237,,,,NaN
96,04001,8244,522,490,471,582
97,04003,8856,877,583,454,492
98,04005,12836,1072,1121,1034,1106
99,04007,5060,370,359,360,365
100,04009,4045,315,326,276,281
101,04011,463,34,28,36,40
102,04012,1860,133,118,122,142
103,04013,382409,32509,24254,23899,24650
104,04015,15346,1559,1246,1140,1144
105,04017,12572,902,799,721,675
106,04019,82197,7569,7320,4735,4940
107,04021,33154,2787,2355,1876,2567
108,04023,6671,436,381,317,326
109,04025,13565,946,992,739,662
110,04027,31268,1675,2052,1923,1763
111,05001,1458,83,76,41,71
112,05003,1402,63,83,85,72
113,05005,2353,148,133,133,96
114,05007,21521,1168,1071,1036,1092
115,05009,2834,139,148,188,138
116,05011,1082,47,33,28,21
117,05013,267,,,,NaN
118,05015,2281,89,130,82,102
119,05017,1474,57,52,43,48
120,05019,1523,79,88,91,62
121,05021,1422,79,71,37,55
122,05023,1507,106,82,99,108
123,05025,628,37,26,28,29
124,05027,1702,81,88,127,81
125,05029,1649,88,97,92,58
126,05031,10999,416,540,404,525
127,05033,5145,232,331,259,257
128,05035,4730,194,174,175,301
129,05037,1599,82,75,53,73
130,05039,546,23,17,9,11
131,05041,1037,43,38,47,51
132,05043,1609,71,75,66,67
133,05045,8923,484,460,449,411
134,05047,1249,80,81,42,55
135,05049,973,45,48,63,46
136,05051,6876,390,425,364,438
137,05053,1195,65,22,29,12
138,05055,4870,264,248,198,238
139,05057,1374,67,74,56,51
140,05059,3925,162,176,159,163
141,05061,1194,41,50,47,33
142,05063,3090,161,162,78,127
143,05065,1432,73,60,52,103
144,05067,2934,98,115,94,101
145,05069,7173,206,203,169,269
146,05071,2155,145,162,163,144
147,05073,370,,,,NaN
148,05075,1723,88,73,45,65
149,05077,1515,37,25,18,33
150,05079,2905,54,47,189,168
151,05081,899,52,51,28,35
152,05083,1674,84,93,53,59
153,05085,4878,325,360,268,318
154,05087,1144,55,49,55,44
155,05089,738,61,67,60,51
156,05091,2981,158,203,164,149
157,05093,4719,152,155,143,149
158,05095,557,23,26,22,24
159,05097,580,33,32,38,40
160,05099,626,37,37,37,36
161,05101,597,36,27,29,29
162,05103,1602,90,122,156,67
163,05105,546,32,32,32,28
164,05107,1396,59,52,38,61
165,05109,778,42,47,44,41
166,05111,2618,125,102,74,99
