,County,291,297,304
0,01001,2307,126,169
1,01003,7263,325,361
2,01005,1098,31,31
3,01007,942,61,66
4,01009,2338,148,153
5,01011,664,10,10
6,01013,1053,22,23
7,01015,5214,316,340
8,01017,1488,118,131
9,01019,846,53,58
10,01021,2016,68,63
11,01023,407,10,11
12,01025,1449,45,43
13,01027,816,36,43
14,01029,627,35,43
15,01031,1999,126,140
16,01033,2478,330,373
17,01035,607,29,32
18,01037,239,12,12
19,01039,1943,55,62
20,01041,647,21,24
21,01043,3239,374,388
22,01045,2055,159,180
23,01047,1985,54,65
24,01049,3903,202,188
25,01051,3471,172,219
26,01053,1827,62,67
27,01055,4918,354,363
28,01057,679,46,50
29,01059,2254,121,134
30,01061,1033,72,71
31,01063,361,5,6
32,01065,832,16,16
33,01067,782,29,26
34,01069,4517,213,255
35,01071,2488,117,126
36,01073,25957,1641,1850
37,01075,556,38,55
38,01077,2956,482,583
39,01079,1006,82,84
40,01081,6921,216,277
41,01083,3386,273,287
42,01085,745,18,18
43,01087,612,36,39
44,01089,10442,781,964
45,01091,1097,34,41
46,01093,1213,62,67
47,01095,4865,325,360
48,01097,17802,593,747
49,01099,692,24,24
50,01101,11152,515,629
51,01103,4920,382,411
52,01105,619,16,16
53,01107,1008,57,48
54,01109,1430,49,60
55,01111,896,34,38
56,01113,2021,30,43
57,01115,3494,251,255
58,01117,8315,665,821
59,01119,509,19,21
60,01121,2947,142,152
61,01123,1484,84,83
62,01125,11244,478,582
63,01127,3141,194,195
64,01129,816,42,39
65,01131,592,16,16
66,01133,1042,73,73
67,02013,19,,NaN
68,02016,103,6,7
69,02020,10209,1775,1941
70,02050,672,175,169
71,02060,0,,NaN
72,02068,33,11,21
73,02070,70,5,6
74,02090,2533,291,332
75,02100,15,,NaN
76,02105,0,,NaN
77,02110,655,,NaN
78,02122,1362,152,164
79,02130,134,,NaN
80,02150,143,40,57
81,02158,327,,NaN
82,02164,117,5,7
83,02170,1946,445,491
84,02180,153,22,26
85,02185,319,56,59
86,02188,284,31,35
87,02195,21,,NaN
88,02198,40,,NaN
89,02220,98,,NaN
90,02230,7,,NaN
91,02240,105,22,27
92,02261,196,27,35
93,02275,19,,NaN
94,02282,38,,NaN
95,02290,127,8,9
96,04001,4127,116,122
97,04003,2384,212,214
98,04005,5846,436,505
99,04007,2168,182,187
100,04009,1434,180,194
101,04011,116,21,39
102,04012,646,9,10
103,04013,166850,8269,10364
104,04015,4740,308,335
105,04017,6803,261,247
106,04019,30419,1772,1879
107,04021,12805,860,956
108,04023,3130,57,59
109,04025,3284,274,313
110,04027,14512,536,601
111,05001,778,82,111
112,05003,617,78,91
113,05005,916,192,182
114,05007,9508,1071,1306
115,05009,1197,115,133
116,05011,383,18,25
117,05013,79,21,24
118,05015,1094,53,59
119,05017,1065,5,6
120,05019,602,91,104
121,05021,577,75,89
122,05023,547,67,73
123,05025,281,30,35
124,05027,805,58,66
125,05029,402,52,60
126,05031,5509,797,923
127,05033,2376,278,332
128,05035,2705,203,254
129,05037,639,39,50
130,05039,198,17,21
131,05041,458,48,54
132,05043,473,49,69
133,05045,3748,280,345
134,05047,622,59,66
135,05049,383,48,57
136,05051,2838,218,220
137,05053,410,43,58
138,05055,1917,350,398
139,05057,670,88,92
140,05059,2418,121,113
141,05061,687,71,75
142,05063,1613,149,172
143,05065,835,160,155
144,05067,1029,81,77
145,05069,4547,227,227
146,05071,1090,43,53
147,05073,220,29,31
148,05075,955,79,89
149,05077,1118,2,3
150,05079,2355,15,14
151,05081,517,44,51
152,05083,650,45,57
153,05085,2054,189,233
154,05087,473,28,34
155,05089,219,41,47
156,05091,1783,208,204
157,05093,2622,141,161
158,05095,249,17,19
159,05097,198,15,17
160,05099,366,36,48
161,05101,345,22,27
162,05103,434,36,44
163,05105,180,28,37
164,05107,807,19,19
165,05109,288,23,27
166,05111,1332,185,189
167,05113,435,67,73
168,05115,2981,216,234
169,05117,275,31,35
170,05119,13223,962,1138
171,05121,754,81,100
172,05123,1843,45,46
173,05125,3382,386,438
174,05127,265,43,55
175,05129,227,20,21
176,05131,5562,484,599
177,05133,1498,105,115
178,05135,446,59,66
179,05137,416,10,14
180,05139,1261,97,108
181,05141,246,32,36
182,05143,12523,789,959
183,05145,1917,379,419
184,05147,152,15,18
185,05149,1411,53,61
186,06001,24664,946,1175
187,06003,23,10,11
188,06005,375,24,29
189,06007,3277,160,229
190,06009,366,13,14
191,06011,583,50,83
192,06013,19943,950,1205
193,06015,203,56,82
194,06017,1495,129,166
195,06019,32497,1051,1247
196,06021,716,45,63
197,06023,605,85,138
198,06025,13398,493,622
199,06027,252,17,25
200,06029,35063,967,1276
201,06031,9005,475,655
202,06033,751,61,90
203,06035,799,24,30
204,06037,319977,16736,21458
205,06039,5249,173,217
206,06041,7232,145,199
207,06043,89,13,10
208,06045,1216,74,89
209,06047,9982,428,535
210,06049,73,25,32
211,06051,352,190,215
212,06053,12136,619,873
213,06055,2260,245,311
214,06057,710,75,97
215,06059,62255,2812,3804
216,06061,4745,417,540
217,06063,99,18,22
218,06065,71153,3599,4842
219,06067,27773,2012,2786
220,06069,1509,66,94
221,06071,68721,4249,5274
222,06073,59682,3922,5063
223,06075,12980,649,824
224,06077,22635,754,971
225,06079,4668,402,519
226,06081,11810,605,759
227,06083,10157,291,392
228,06085,26490,1383,1694
229,06087,3130,289,379
230,06089,2547,542,642
231,06091,7,2,4
232,06093,292,57,62
233,06095,8132,669,830
234,06097,10248,640,808
235,06099,18386,634,857
236,06101,1992,156,228
237,06103,1043,107,127
238,06105,43,13,14
239,06107,18312,625,755
240,06109,329,55,89
241,06111,15364,1001,1259
242,06113,3486,274,373
243,06115,1434,138,182
244,08001,18226,3520,4728
245,08003,393,48,67
246,08005,16332,2848,3793
247,08007,73,9,16
248,08009,39,6,9
249,08011,24,9,13
250,08013,6863,1038,1292
251,08014,1269,,NaN
252,08015,466,42,52
253,08017,16,7,11
254,08019,108,14,17
255,08021,103,23,25
256,08023,48,7,9
257,08025,203,100,91
258,08027,32,8,11
259,08029,267,65,81
260,08031,23218,4152,5000
261,08033,3,3,7
262,08035,5532,1129,1421
263,08037,1675,216,273
264,08039,304,52,49
265,08041,14062,3843,4943
266,08043,1107,314,357
267,08045,1390,202,268
268,08047,45,21,30
269,08049,174,18,24
270,08051,347,55,82
271,08053,4,1,2
272,08055,50,14,16
273,08057,9,3,7
274,08059,11562,2028,2213
275,08061,8,7,12
276,08063,191,69,90
277,08065,163,47,86
278,08067,472,80,97
279,08069,5425,1049,1260
280,08071,96,17,24
281,08073,30,7,12
282,08075,1529,256,307
283,08077,2405,739,916
284,08079,21,1,2
285,08081,100,53,76
286,08083,295,70,66
287,08085,541,58,81
288,08087,1057,192,259
289,08089,225,50,57
290,08091,52,13,15
291,08093,125,22,25
292,08095,93,48,59
293,08097,324,30,41
294,08099,265,55,62
295,08101,3160,810,937
296,08103,38,8,12
297,08105,144,16,22
298,08107,286,89,116
299,08109,168,26,25
300,08111,12,13,20
301,08113,118,11,18
302,08115,60,18,25
303,08117,961,276,372
304,08119,317,68,87
305,08121,127,34,42
306,08123,7961,1546,1741
307,08125,248,29,41
308,09001,26435,2507,3095
309,09003,19769,1899,1986
310,09005,2559,302,371
311,09007,2231,281,315
312,09009,19154,2773,3752
313,09011,4220,491,606
314,09013,1940,219,251
315,09015,1610,162,187
316,10001,3778,232,330
317,10003,14204,1041,1305
318,10005,8528,376,401
319,11001,NaN,842,1002
320,12001,11123,556,631
321,12003,1852,72,87
322,12005,7139,322,428
323,12007,1267,23,26
324,12009,12680,1079,1351
325,12011,90997,5295,5988
326,12013,757,41,52
327,12015,4005,312,368
328,12017,3584,223,241
329,12019,6510,442,564
330,12021,15263,597,690
331,12023,4386,114,124
332,12027,1725,45,50
333,12029,921,19,21
334,12031,36716,1897,2728
335,12033,14334,697,823
336,12035,2286,203,281
337,12037,794,20,24
338,12039,3097,27,29
339,12041,628,23,32
340,12043,626,23,22
341,12045,992,52,55
342,12047,926,21,26
343,12049,1654,30,35
344,12051,2294,53,56
345,12053,4022,252,318
346,12055,2952,255,275
347,12057,50790,2941,3898
348,12059,987,51,55
349,12061,4159,308,357
350,12063,3341,175,170
351,12065,705,20,19
352,12067,1291,15,21
353,12069,9195,618,776
354,12071,24842,1284,1642
355,12073,12988,520,602
356,12075,1209,52,61
357,12077,549,17,20
358,12079,1121,18,19
359,12081,14114,613,805
360,12083,11313,399,458
361,12085,5566,209,293
362,12086,194356,7544,8751
363,12087,2568,304,376
364,12089,2609,114,163
365,12091,7062,591,705
366,12093,1806,77,101
367,12095,48729,3113,4160
368,12097,15106,921,1247
369,12099,55449,3005,3989
370,12101,11788,951,1115
371,12103,27675,2043,2885
372,12105,24129,981,1142
373,12107,2485,90,103
374,12109,7047,461,575
375,12111,9521,478,630
376,12113,6233,288,406
377,12115,10429,561,623
378,12117,10938,660,909
379,12119,3086,113,115
380,12121,3069,53,56
381,12123,1531,43,46
382,12125,1177,40,45
383,12127,13653,948,1133
384,12129,1386,67,89
385,12131,3027,381,358
386,12133,1300,50,50
387,13001,1285,18,22
388,13003,547,5,6
389,13005,725,11,16
390,13007,116,7,7
391,13009,2467,55,68
392,13011,610,24,31
393,13013,2942,153,271
394,13015,4256,218,291
395,13017,955,35,52
396,13019,605,10,16
397,13021,7002,153,186
398,13023,657,22,43
399,13025,701,13,17
400,13027,608,2,4
401,13029,1379,46,79
402,13031,3544,78,108
403,13033,1116,16,18
404,13035,916,36,42
405,13037,297,0,0
406,13039,1551,64,88
407,13043,590,28,37
408,13045,4548,170,226
409,13047,1639,169,227
410,13049,741,18,25
411,13051,9868,317,442
412,13053,1864,59,78
413,13055,1097,67,88
414,13057,8467,425,577
415,13059,7157,289,421
416,13061,132,0,0
417,13063,9268,389,467
418,13065,514,20,27
419,13067,25443,977,1273
420,13069,2619,65,68
421,13071,2507,29,36
422,13073,5290,196,257
423,13075,723,75,87
424,13077,4208,124,165
425,13079,224,4,7
426,13081,861,28,35
427,13083,421,46,58
428,13085,978,33,41
429,13087,1475,40,48
430,13089,23642,1178,1537
431,13091,987,27,33
432,13093,440,9,10
433,13095,3540,39,51
434,13097,4814,225,297
435,13099,610,13,17
436,13101,258,6,11
437,13103,1957,58,74
438,13105,936,51,56
439,13107,1367,51,56
440,13109,524,13,18
441,13111,889,13,15
442,13113,2635,125,169
443,13115,4637,267,325
444,13117,5538,292,407
445,13119,1051,59,63
446,13121,34833,1212,1563
447,13123,1132,31,40
448,13125,65,7,11
449,13127,3945,111,150
450,13129,2865,188,240
451,13131,941,20,25
452,13133,661,12,12
453,13135,34383,1306,1859
454,13137,1962,59,80
455,13139,11349,478,602
456,13141,431,7,8
457,13143,968,69,88
458,13145,926,17,19
459,13147,658,28,35
460,13149,310,17,21
461,13151,7343,330,397
462,13153,4219,213,281
463,13155,388,17,24
464,13157,2774,189,220
465,13159,382,10,15
466,13161,921,21,28
467,13163,904,13,14
468,13165,486,6,7
469,13167,500,3,6
470,13169,710,23,27
471,13171,563,30,39
472,13173,369,9,14
473,13175,2441,70,75
474,13177,850,27,44
475,13179,1375,90,125
476,13181,269,11,11
477,13183,307,20,28
478,13185,5509,142,174
479,13187,1104,30,35
480,13189,831,33,38
481,13191,340,10,10
