,County,207,213,220,227
0,01001,1218,66,54,40
1,01003,3877,284,185,133
2,01005,604,38,28,20
3,01007,469,34,23,16
4,01009,860,60,41,29
5,01011,496,37,24,17
6,01013,792,40,35,26
7,01015,1919,140,93,65
8,01017,854,28,35,28
9,01019,302,32,16,11
10,01021,859,62,42,30
11,01023,293,13,14,9
12,01025,833,,,NaN
13,01027,301,42,18,11
14,01029,133,7,7,7
15,01031,812,60,39,27
16,01033,1272,84,61,43
17,01035,403,19,18,14
18,01037,106,6,7,4
19,01039,773,48,37,26
20,01041,349,28,16,13
21,01043,1274,70,56,42
22,01045,879,58,41,30
23,01047,1363,57,60,45
24,01049,1896,97,86,65
25,01051,1826,126,83,61
26,01053,1113,48,49,36
27,01055,2263,140,100,75
28,01057,241,32,15,7
29,01059,1351,86,60,44
30,01061,283,24,14,9
31,01063,258,,,NaN
32,01065,495,24,22,17
33,01067,275,15,14,8
34,01069,1519,122,75,52
35,01071,1124,125,63,40
36,01073,13988,944,663,475
37,01075,240,13,12,7
38,01077,1238,71,57,42
39,01079,370,25,16,13
40,01081,2776,128,121,92
41,01083,1449,121,71,49
42,01085,578,,,NaN
43,01087,346,13,14,12
44,01089,5687,332,263,191
45,01091,585,31,28,19
46,01093,606,36,28,20
47,01095,3233,110,137,106
48,01097,11022,680,514,371
49,01099,432,18,21,14
50,01101,7152,435,322,238
51,01103,2502,134,113,84
52,01105,456,19,21,15
53,01107,436,38,23,15
54,01109,723,29,32,24
55,01111,409,15,19,14
56,01113,1407,48,60,46
57,01115,1412,82,64,47
58,01117,3495,239,165,119
59,01119,374,,,NaN
60,01121,1133,100,56,40
61,01123,887,37,40,30
62,01125,4449,289,207,150
63,01127,1618,106,74,54
64,01129,465,29,22,16
65,01131,449,25,21,15
66,01133,477,29,21,15
67,02013,2,0,0,0
68,02016,5,,,NaN
69,02020,2461,270,241,192
70,02050,31,,,NaN
71,02060,11,0,0,0
72,02068,1,0,0,0
73,02070,4,,,NaN
74,02090,491,52,48,38
75,02100,5,0,0,0
76,02105,0,0,0,0
77,02110,147,35,18,14
78,02122,364,40,34,27
79,02130,39,,,NaN
80,02150,11,,,NaN
81,02158,8,,,NaN
82,02164,0,0,0,0
83,02170,379,33,35,29
84,02180,24,6,2,0
85,02185,23,,,NaN
86,02188,45,7,7,4
87,02195,7,0,0,0
88,02198,15,8,1,0
89,02220,31,,,NaN
90,02230,0,0,0,0
91,02240,18,,,NaN
92,02261,62,9,7,7
93,02275,8,,,NaN
94,02282,9,0,0,0
95,02290,57,6,7,7
96,04001,3241,42,50,35
97,04003,1761,90,37,20
98,04005,3180,65,51,34
99,04007,1002,52,19,12
100,04009,604,36,11,7
101,04011,57,0,0,0
102,04012,490,10,7,7
103,04013,129385,2535,2043,1397
104,04015,3363,109,60,37
105,04017,5452,72,84,58
106,04019,19581,,,NaN
107,04021,8710,231,148,95
108,04023,2704,36,41,30
109,04025,2146,84,40,24
110,04027,11861,201,190,127
111,05001,247,,,NaN
112,05003,362,,,NaN
113,05005,86,,,NaN
114,05007,4917,,,NaN
115,05009,230,,,NaN
116,05011,221,,,NaN
117,05013,16,,,NaN
118,05015,392,,,NaN
119,05017,921,,,NaN
120,05019,189,,,NaN
121,05021,146,,,NaN
122,05023,225,,,NaN
123,05025,120,,,NaN
124,05027,242,,,NaN
125,05029,162,,,NaN
126,05031,1482,,,NaN
127,05033,736,,,NaN
128,05035,1482,,,NaN
129,05037,225,,,NaN
130,05039,68,,,NaN
131,05041,210,,,NaN
132,05043,260,,,NaN
133,05045,1397,,,NaN
134,05047,140,,,NaN
135,05049,48,,,NaN
136,05051,1182,,,NaN
137,05053,150,,,NaN
138,05055,534,,,NaN
139,05057,267,,,NaN
140,05059,1643,,,NaN
141,05061,374,,,NaN
142,05063,614,,,NaN
143,05065,61,,,NaN
144,05067,124,,,NaN
145,05069,1696,,,NaN
146,05071,691,,,NaN
147,05073,59,,,NaN
148,05075,230,,,NaN
149,05077,977,,,NaN
150,05079,1346,,,NaN
151,05081,218,,,NaN
152,05083,337,,,NaN
153,05085,573,,,NaN
154,05087,278,,,NaN
155,05089,33,,,NaN
156,05091,535,,,NaN
157,05093,1154,,,NaN
158,05095,76,,,NaN
159,05097,43,,,NaN
160,05099,147,,,NaN
161,05101,107,,,NaN
162,05103,118,,,NaN
163,05105,55,,,NaN
164,05107,349,,,NaN
165,05109,140,,,NaN
166,05111,340,,,NaN
167,05113,161,,,NaN
168,05115,1449,,,NaN
169,05117,109,,,NaN
170,05119,6085,,,NaN
171,05121,260,,,NaN
172,05123,1238,,,NaN
173,05125,1267,,,NaN
174,05127,78,,,NaN
175,05129,34,,,NaN
176,05131,2435,,,NaN
177,05133,1058,,,NaN
178,05135,128,,,NaN
179,05137,86,,,NaN
180,05139,556,,,NaN
181,05141,55,,,NaN
182,05143,6430,,,NaN
183,05145,394,,,NaN
184,05147,24,,,NaN
185,05149,1088,,,NaN
186,06001,14973,1583,1534,1569
187,06003,2,0,0,0
188,06005,208,28,24,21
189,06007,1370,150,157,154
190,06009,174,29,23,21
191,06011,409,27,41,42
192,06013,11228,1973,1414,1304
193,06015,106,6,13,14
194,06017,827,84,93,91
195,06019,19900,2361,2043,2076
196,06021,407,54,61,56
197,06023,309,29,35,35
198,06025,10058,574,995,1051
199,06027,127,,,NaN
200,06029,26570,2547,2806,2849
201,06031,5409,1035,707,642
202,06033,268,30,30,28
203,06035,703,37,66,70
204,06037,221971,15633,22376,23364
205,06039,2924,503,385,351
206,06041,5750,449,588,608
207,06043,64,,,NaN
208,06045,537,,,NaN
209,06047,6777,1137,887,811
210,06049,5,0,0,0
211,06051,160,,,NaN
212,06053,6461,1095,699,681
213,06055,1206,148,142,138
214,06057,373,,,NaN
215,06059,43709,3891,4591,4683
216,06061,2582,298,299,291
217,06063,39,6,7,7
218,06065,45662,4352,5008,5013
219,06067,13615,1750,1624,1556
