,County,313,318,325
0,01001,2780,98,135
1,01003,8890,335,456
2,01005,1178,27,40
3,01007,1196,42,55
4,01009,2997,119,153
5,01011,702,17,23
6,01013,1178,36,51
7,01015,6430,241,331
8,01017,1779,54,79
9,01019,1034,35,46
10,01021,2274,67,90
11,01023,427,10,15
12,01025,1598,41,57
13,01027,920,25,35
14,01029,778,27,36
15,01031,2483,90,119
16,01033,3296,141,182
17,01035,688,16,26
18,01037,354,18,23
19,01039,2204,55,74
20,01041,720,19,28
21,01043,4515,199,285
22,01045,2362,67,92
23,01047,2268,61,88
24,01049,4922,175,232
25,01051,4129,139,186
26,01053,1989,41,59
27,01055,6439,299,372
28,01057,925,44,60
29,01059,2564,86,114
30,01061,1243,44,56
31,01063,428,14,20
32,01065,978,31,45
33,01067,875,25,34
34,01069,5377,193,254
35,01071,3298,156,182
36,01073,33064,1456,1737
37,01075,689,28,36
38,01077,4223,223,268
39,01079,1316,58,72
40,01081,7814,195,287
41,01083,4333,175,253
42,01085,802,22,33
43,01087,745,24,35
44,01089,13596,698,811
45,01091,1231,36,47
46,01093,1436,50,68
47,01095,6353,265,324
48,01097,19951,492,663
49,01099,790,20,26
50,01101,12435,322,455
51,01103,6861,377,443
52,01105,690,16,21
53,01107,1257,52,64
54,01109,1599,43,63
55,01111,1049,34,48
56,01113,2238,52,75
57,01115,4325,171,217
58,01117,10616,464,571
59,01119,586,20,29
60,01121,3593,132,164
61,01123,1843,66,92
62,01125,13246,457,593
63,01127,3710,130,169
64,01129,922,23,34
65,01131,642,16,24
66,01133,1351,54,71
67,02013,38,3,3
68,02016,108,4,6
69,02020,16859,1107,1271
70,02050,1578,160,170
71,02060,0,1,3
72,02068,43,2,2
73,02070,101,5,7
74,02090,3480,183,226
75,02100,16,0,0
76,02105,0,,NaN
77,02110,860,38,47
78,02122,2599,197,226
79,02130,197,9,12
80,02150,284,27,30
81,02158,424,,NaN
82,02164,144,0,0
83,02170,3567,337,330
84,02180,229,15,18
85,02185,468,27,33
86,02188,359,16,21
87,02195,25,1,1
88,02198,52,2,3
89,02220,196,17,19
90,02230,10,0,0
91,02240,284,23,27
92,02261,257,10,13
93,02275,20,0,0
94,02282,49,,NaN
95,02290,171,7,10
96,04001,5392,260,340
97,04003,3639,231,267
98,04005,7520,363,499
99,04007,3003,172,218
100,04009,2215,139,183
101,04011,228,22,26
102,04012,867,44,57
103,04013,205658,8966,11415
104,04015,6199,263,331
105,04017,8163,391,560
106,04019,39859,2102,2784
107,04021,16699,870,1182
108,04023,3974,239,316
109,04025,5530,470,567
110,04027,17871,737,990
111,05001,960,41,56
112,05003,860,47,55
113,05005,1416,87,114
114,05007,12091,584,790
115,05009,1793,116,149
116,05011,504,28,32
117,05013,150,10,12
118,05015,1433,70,89
119,05017,1191,38,51
120,05019,838,45,56
121,05021,890,56,68
122,05023,734,42,50
123,05025,362,16,20
124,05027,1100,58,73
125,05029,682,41,51
126,05031,7172,365,468
127,05033,3081,136,182
128,05035,3271,129,170
129,05037,864,47,59
130,05039,302,17,21
131,05041,564,25,31
132,05043,743,50,57
133,05045,4832,229,290
134,05047,799,42,53
135,05049,549,28,38
136,05051,3872,209,265
137,05053,609,36,42
138,05055,2953,192,245
139,05057,866,38,46
140,05059,2948,135,174
141,05061,814,31,38
142,05063,2088,92,125
143,05065,998,42,61
144,05067,1807,119,146
145,05069,5207,187,261
146,05071,1274,45,57
147,05073,266,12,15
148,05075,1171,57,78
149,05077,1194,41,56
150,05079,2464,76,107
151,05081,645,27,36
152,05083,960,49,62
153,05085,2735,146,186
154,05087,629,32,40
155,05089,442,33,42
156,05091,2158,86,113
157,05093,3225,138,177
158,05095,309,13,17
159,05097,310,22,26
160,05099,464,23,28
161,05101,444,24,32
162,05103,776,67,75
163,05105,260,16,19
164,05107,957,42,52
165,05109,387,20,25
