,County,218,227,234,241,248,255,262,269
0,01001,1284,28,27,25,23,21,20,8
1,01003,4199,191,185,178,173,167,158,65
2,01005,614,4,3,2,2,1,1,0
3,01007,515,5,4,4,3,3,2,1
4,01009,979,25,24,23,21,20,18,7
5,01011,527,46,44,43,40,37,33,13
6,01013,813,1,1,0,0,0,0,0
7,01015,2225,106,94,82,71,61,51,19
8,01017,860,1,1,1,0,0,0,0
9,01019,336,5,4,4,3,3,2,1
10,01021,983,46,46,44,43,42,39,16
11,01023,314,4,3,3,2,2,1,0
12,01025,900,11,10,9,9,8,7,3
13,01027,329,5,4,3,2,2,1,0
14,01029,193,11,10,10,8,7,6,2
15,01031,914,27,25,23,22,20,18,7
16,01033,1381,29,25,21,18,15,13,4
17,01035,432,6,5,4,3,2,2,0
18,01037,108,0,0,0,0,0,0,0
19,01039,800,6,6,5,4,4,3,1
20,01041,376,5,4,4,3,2,2,0
21,01043,1387,24,16,10,6,4,2,0
22,01045,983,69,67,66,63,62,58,24
23,01047,1400,4,3,2,2,1,1,0
24,01049,2026,29,27,25,23,22,20,8
25,01051,1950,42,39,35,31,29,26,10
26,01053,1190,17,13,9,7,5,3,1
27,01055,2578,110,102,95,89,80,73,29
28,01057,276,6,6,6,6,6,6,2
29,01059,1475,31,27,23,20,17,13,5
30,01061,367,40,31,23,16,11,7,2
31,01063,274,0,0,0,0,0,0,0
32,01065,521,2,1,1,0,0,0,0
33,01067,312,19,15,11,7,5,3,1
34,01069,1766,144,128,111,94,80,66,25
35,01071,1237,31,28,25,22,19,17,6
36,01073,15175,586,556,512,470,437,398,160
37,01075,266,2,2,2,1,1,1,0
38,01077,1373,49,46,41,38,35,31,12
39,01079,432,37,41,44,46,49,51,22
40,01081,3031,83,79,75,70,66,61,25
41,01083,1591,46,43,39,36,33,30,12
42,01085,590,1,0,0,0,0,0,0
43,01087,381,2,1,0,0,0,0,0
44,01089,6048,154,145,138,129,122,114,47
45,01091,621,7,5,4,3,3,2,0
46,01093,691,45,47,48,50,51,51,22
47,01095,3441,44,39,36,32,29,26,10
48,01097,11778,300,282,266,252,236,220,89
49,01099,439,0,0,0,0,0,0,0
50,01101,7551,93,70,53,40,30,21,7
51,01103,2723,74,57,44,33,24,18,6
52,01105,473,3,3,3,3,2,2,1
53,01107,511,35,36,36,36,35,35,14
54,01109,809,20,12,7,4,2,1,0
55,01111,456,14,12,11,9,7,6,2
56,01113,1507,16,13,10,8,6,5,1
57,01115,1577,47,42,39,35,32,29,11
58,01117,3758,105,97,87,79,71,64,24
59,01119,393,1,0,0,0,0,0,0
60,01121,1224,14,11,9,7,6,5,1
61,01123,911,2,2,2,2,2,1,0
62,01125,4954,193,175,162,147,134,121,47
63,01127,1776,41,30,22,15,11,7,2
64,01129,492,3,2,1,0,0,0,0
65,01131,476,2,1,1,1,0,0,0
66,01133,522,7,7,6,6,5,5,2
67,02013,2,,,,,,,NaN
68,02016,6,,,,,,,NaN
69,02020,2819,152,123,96,75,57,43,15
70,02050,55,1,1,0,0,0,0,0
71,02060,11,0,0,0,0,0,0,0
72,02068,1,,,,,,,NaN
73,02070,5,0,0,0,0,0,0,0
74,02090,590,31,31,32,31,31,30,13
75,02100,5,,,,,,,NaN
76,02105,0,,,,,,,NaN
77,02110,168,2,1,1,0,0,0,0
78,02122,406,6,3,2,1,0,0,0
79,02130,43,0,0,0,0,0,0,0
80,02150,14,0,0,0,0,0,0,0
81,02158,8,,,,,,,NaN
