,County,228,234,241,248,255,262,269
0,01001,1377,35,30,26,22,19,16
1,01003,4569,263,244,221,201,183,164
2,01005,616,19,16,14,12,10,9
3,01007,555,28,25,22,19,16,14
4,01009,1065,87,80,74,67,61,54
5,01011,545,8,6,5,4,4,3
6,01013,857,8,6,5,5,4,3
7,01015,2558,242,220,199,177,157,138
8,01017,855,24,23,21,18,17,15
9,01019,365,36,34,31,28,25,23
10,01021,1157,65,58,52,45,39,34
11,01023,324,9,8,7,6,6,5
12,01025,927,33,28,23,20,17,15
13,01027,396,16,16,14,13,12,11
14,01029,233,13,12,11,10,9,8
15,01031,975,60,56,49,43,39,34
16,01033,1476,46,40,35,31,27,24
17,01035,434,11,9,8,6,6,5
18,01037,109,7,7,7,6,6,5
19,01039,815,51,45,40,35,31,27
20,01041,399,17,16,14,12,10,9
21,01043,1456,85,80,74,67,62,56
22,01045,1027,54,48,43,38,34,30
23,01047,1441,29,23,20,17,15,12
24,01049,2105,59,51,44,38,34,29
25,01051,2105,68,59,51,45,39,34
26,01053,1247,45,40,34,29,25,21
27,01055,2754,168,149,132,115,101,87
28,01057,314,25,23,21,19,17,16
29,01059,1593,26,22,18,16,13,11
30,01061,398,45,42,39,37,34,31
31,01063,282,6,5,4,4,3,3
32,01065,536,10,9,7,6,5,4
33,01067,345,19,18,16,15,13,11
34,01069,1912,160,146,132,117,105,91
35,01071,1318,76,70,62,56,49,43
36,01073,16590,773,701,628,559,495,434
37,01075,282,14,12,11,10,9,8
38,01077,1470,90,84,78,70,63,57
39,01079,502,43,40,37,34,30,28
40,01081,3488,189,170,153,138,122,109
41,01083,1703,64,54,47,40,34,29
42,01085,603,4,3,3,2,2,1
43,01087,409,18,16,15,13,11,10
44,01089,6575,421,397,371,343,315,287
45,01091,644,13,12,10,9,8,7
46,01093,733,37,34,31,27,24,22
47,01095,3497,66,55,47,40,34,29
48,01097,12272,450,405,363,322,287,254
49,01099,436,14,12,11,9,8,8
50,01101,7916,156,133,114,98,82,71
51,01103,2884,82,72,63,54,47,40
52,01105,483,7,6,5,4,3,2
53,01107,545,17,15,14,12,11,9
54,01109,849,30,27,23,20,17,14
55,01111,494,26,24,22,21,18,17
56,01113,1561,46,41,35,31,26,23
57,01115,1707,110,103,92,84,75,67
58,01117,4306,246,224,203,182,164,148
59,01119,403,4,3,3,2,2,2
60,01121,1303,125,114,102,93,83,73
61,01123,941,33,30,27,24,21,19
62,01125,5311,204,180,157,138,119,103
63,01127,1926,46,41,34,30,26,23
64,01129,499,17,15,14,12,11,10
65,01131,474,7,6,5,4,3,3
66,01133,569,24,21,18,16,14,12
67,02013,2,0,0,0,0,0,0
68,02016,6,0,0,0,0,0,0
69,02020,3284,477,477,469,450,427,397
70,02050,67,4,4,4,4,4,4
71,02060,10,0,0,0,0,0,0
72,02068,2,0,0,0,0,0,0
73,02070,5,1,1,0,1,1,1
74,02090,747,101,103,103,98,92,85
75,02100,4,0,0,0,0,0,0
76,02105,0,1,1,1,1,0,0
77,02110,193,24,24,24,23,22,21
78,02122,421,28,28,27,26,26,25
79,02130,47,1,1,1,1,1,1
80,02150,18,1,1,1,0,0,0
81,02158,8,,,,,,NaN
82,02164,0,0,0,0,0,0,0
83,02170,508,93,93,93,91,86,83
84,02180,45,3,3,3,2,2,2
85,02185,51,8,8,7,7,6,6
86,02188,70,5,5,5,4,4,3
87,02195,7,0,0,0,0,0,0
88,02198,27,3,3,2,2,2,2
89,02220,38,2,2,2,2,1,1
90,02230,0,0,0,0,0,0,0
91,02240,19,0,0,0,0,0,0
92,02261,75,2,1,1,0,0,0
93,02275,12,0,0,0,0,0,0
94,02282,21,0,0,0,0,0,0
95,02290,72,1,0,0,0,0,0
96,04001,3369,30,25,20,17,14,11
97,04003,1841,36,32,31,29,27,26
98,04005,3390,41,35,31,27,23,20
99,04007,1131,30,25,21,17,14,12
100,04009,763,34,30,28,25,22,20
101,04011,59,1,1,1,1,1,1
102,04012,517,6,6,6,6,5,5
103,04013,135964,1572,1449,1323,1203,1079,958
104,04015,3761,93,80,69,60,51,44
105,04017,5653,36,29,23,18,15,12
106,04019,21888,482,414,361,311,270,235
107,04021,9965,109,93,81,71,64,57
108,04023,2775,8,7,6,6,6,5
109,04025,2365,100,93,84,76,69,64
110,04027,12325,88,68,51,38,30,23
111,05001,298,25,24,24,22,20,18
112,05003,390,9,8,7,7,7,6
113,05005,149,22,24,24,25,26,26
114,05007,5632,87,76,68,61,55,49
115,05009,408,56,55,54,51,49,45
116,05011,311,17,14,13,11,10,8
117,05013,24,1,1,0,0,0,0
118,05015,501,16,15,13,11,10,9
119,05017,969,11,8,6,5,4,3
120,05019,263,21,20,19,18,16,14
121,05021,209,21,20,19,17,15,14
122,05023,267,9,9,9,9,8,8
123,05025,142,7,7,6,6,5,5
124,05027,317,31,30,28,26,24,22
125,05029,219,16,16,14,14,13,13
126,05031,2079,148,139,129,118,107,97
127,05033,992,51,55,54,53,51,48
128,05035,1713,52,47,42,37,33,29
129,05037,304,22,21,20,19,17,16
130,05039,135,12,11,10,9,8,7
131,05041,253,12,11,11,10,9,8
132,05043,319,15,14,13,12,11,10
133,05045,1790,132,126,117,107,95,86
134,05047,187,24,24,24,22,21,20
135,05049,84,16,16,16,15,14,13
136,05051,1518,134,131,123,116,107,99
137,05053,204,17,17,16,15,14,13
138,05055,669,51,49,48,46,43,41
139,05057,335,15,14,13,12,11,11
140,05059,1746,39,36,31,27,24,21
141,05061,435,14,12,10,9,8,7
142,05063,813,80,76,69,63,56,49
143,05065,111,16,16,16,16,15,15
144,05067,194,19,19,19,17,16,14
145,05069,2285,131,122,115,104,95,85
146,05071,785,17,15,13,11,10,9
147,05073,76,4,5,4,4,3,3
148,05075,268,17,16,16,15,15,14
149,05077,1013,4,3,3,2,2,2
150,05079,1759,34,31,29,24,21,18
151,05081,304,35,32,29,26,23,21
152,05083,369,15,14,14,13,13,12
153,05085,776,80,79,74,67,62,56
154,05087,308,10,9,9,8,7,6
155,05089,51,10,11,11,11,11,11
156,05091,656,35,33,32,31,30,28
157,05093,1433,87,77,66,57,48,40
158,05095,100,7,7,6,6,5,5
159,05097,118,19,19,17,16,14,12
160,05099,166,6,6,5,5,4,4
161,05101,144,9,9,9,8,8,7
162,05103,179,30,29,29,28,27,26
163,05105,63,5,5,5,5,4,4
164,05107,415,16,14,12,11,10,9
165,05109,186,17,16,15,14,13,12
166,05111,517,46,45,41,39,35,31
167,05113,238,14,14,13,13,12,12
168,05115,1871,79,67,58,50,43,39
169,05117,121,5,5,5,5,4,4
170,05119,7501,377,339,305,273,247,223
171,05121,322,21,20,18,17,15,13
172,05123,1372,27,24,22,19,17,15
173,05125,1687,133,124,113,104,94,83
174,05127,90,8,8,8,7,7,6
175,05129,115,7,6,5,5,4,3
176,05131,3021,123,110,99,88,78,67
177,05133,1173,10,8,7,6,5,4
178,05135,155,17,17,16,16,15,14
179,05137,241,18,17,15,14,13,11
180,05139,725,58,55,52,48,44,40
181,05141,141,10,10,11,11,10,9
182,05143,7639,101,89,78,67,55,45
183,05145,570,64,62,61,59,58,54
184,05147,28,1,1,1,1,1,1
185,05149,1189,13,11,10,8,7,7
186,06001,19131,1601,1600,1579,1534,1465,1376
187,06003,2,0,0,0,0,0,0
188,06005,280,17,18,18,18,19,19
189,06007,2406,382,405,418,417,398,370
190,06009,273,44,45,44,44,42,40
191,06011,472,20,21,21,20,19,17
192,06013,14527,947,917,885,844,804,752
193,06015,123,11,12,14,15,15,16
194,06017,1007,134,136,140,141,138,133
195,06019,26325,1409,1309,1209,1106,996,874
196,06021,474,23,22,21,19,18,16
197,06023,409,57,63,67,69,68,67
198,06025,11041,172,142,117,95,79,64
199,06027,183,16,16,15,14,13,13
200,06029,30040,935,850,772,700,626,558
201,06031,6737,153,142,133,123,112,101
202,06033,359,64,66,67,67,65,61
203,06035,720,14,17,19,21,23,24
204,06037,248334,6284,5811,5324,4781,4204,3661
205,06039,3953,258,233,207,181,156,132
206,06041,6310,160,152,144,138,129,120
207,06043,74,1,1,2,2,2,2
208,06045,754,110,112,110,111,107,101
209,06047,8297,338,301,266,234,206,177
210,06049,19,5,6,11,17,19,17
211,06051,162,2,2,2,2,2,2
212,06053,8439,418,386,356,326,298,271
213,06055,1484,106,101,96,92,87,83
214,06057,461,44,46,48,50,49,49
215,06059,49732,1786,1747,1672,1579,1476,1367
216,06061,3182,233,237,241,244,249,247
217,06063,45,5,6,7,7,6,7
218,06065,53987,1723,1548,1385,1238,1102,984
219,06067,18955,1830,1776,1701,1613,1515,1404
220,06069,1188,31,30,28,26,24,22
221,06071,49558,2093,1945,1788,1633,1482,1326
222,06073,40650,2072,2109,2144,2145,2099,1986
223,06075,9915,848,830,813,779,741,693
224,06077,18557,693,623,560,502,452,410
225,06079,3083,323,315,306,302,290,276
226,06081,8617,669,672,663,648,625,602
227,06083,8404,313,287,267,247,227,207
228,06085,18611,1628,1650,1665,1653,1625,1558
229,06087,1931,245,252,253,248,241,230
230,06089,581,97,103,107,108,106,104
231,06091,6,0,0,0,0,0,0
232,06093,137,20,21,24,25,26,25
233,06095,5671,419,400,385,371,350,325
234,06097,6303,669,655,639,616,588,556
235,06099,15382,624,572,522,476,430,382
236,06101,1445,103,98,94,90,85,80
237,06103,447,58,60,63,63,59,54
238,06105,13,1,2,2,2,2,2
239,06107,14677,554,500,446,394,345,300
240,06109,194,20,21,24,26,27,29
241,06111,11254,675,634,597,548,505,466
242,06113,2541,167,167,165,161,156,148
243,06115,994,79,78,77,74,70,65
244,08001,7790,313,317,315,310,302,289
245,08003,238,3,2,2,2,2,2
246,08005,8299,267,270,271,270,270,266
247,08007,48,4,5,5,5,6,6
248,08009,17,0,0,0,0,0,0
249,08011,12,0,0,0,0,0,0
250,08013,2459,143,143,141,138,135,129
251,08014,548,21,21,20,20,21,20
