,County,292,297,304
0,01001,2328,78,115
1,01003,7345,261,327
2,01005,1107,0,0
3,01007,948,44,64
4,01009,2378,178,307
5,01011,665,0,0
6,01013,1061,3,0
7,01015,5246,65,65
8,01017,1506,36,44
9,01019,857,85,138
10,01021,2027,28,7
11,01023,407,6,4
12,01025,1451,0,0
13,01027,819,16,17
14,01029,630,1,9
15,01031,2018,0,30
16,01033,2513,118,132
17,01035,616,22,37
18,01037,240,,35
19,01039,1967,361,493
20,01041,654,16,27
21,01043,3328,274,347
22,01045,2070,28,28
23,01047,2008,70,103
24,01049,3941,302,458
25,01051,3494,50,0
26,01053,1835,38,62
27,01055,4967,218,288
28,01057,684,20,12
29,01059,2261,34,39
30,01061,1038,15,15
31,01063,361,22,38
32,01065,833,19,19
33,01067,787,1,0
34,01069,4543,0,0
35,01071,2509,157,202
36,01073,26231,875,1198
37,01075,565,8,8
38,01077,3007,53,53
39,01079,1013,51,75
40,01081,6951,195,343
41,01083,3414,54,36
42,01085,749,8,3
43,01087,617,35,50
44,01089,10522,327,304
45,01091,1102,42,55
46,01093,1222,25,10
47,01095,4909,165,236
48,01097,17993,156,172
49,01099,701,24,35
50,01101,11224,15,0
51,01103,4972,230,241
52,01105,626,6,0
53,01107,1017,49,67
54,01109,1437,36,41
55,01111,896,38,61
56,01113,2028,8,0
57,01115,3537,,NaN
58,01117,8422,270,159
59,01119,510,12,12
60,01121,2989,95,106
61,01123,1505,90,113
62,01125,11298,337,462
63,01127,3155,178,264
64,01129,828,5,7
65,01131,592,3,0
66,01133,1049,54,86
67,02013,19,4,4
68,02016,103,8,10
69,02020,10445,952,671
70,02050,714,80,118
71,02060,0,1,1
72,02068,33,,NaN
73,02070,70,18,17
74,02090,2579,274,265
75,02100,15,3,3
76,02105,0,,NaN
77,02110,667,94,90
78,02122,1387,167,159
79,02130,143,,NaN
80,02150,143,29,37
81,02158,339,,NaN
82,02164,122,9,16
83,02170,2005,388,353
84,02180,154,33,32
85,02185,325,32,24
86,02188,287,27,27
87,02195,21,,NaN
88,02198,41,,NaN
89,02220,103,20,28
90,02230,7,,NaN
91,02240,109,22,23
92,02261,200,22,30
93,02275,19,,NaN
94,02282,38,,NaN
95,02290,130,,NaN
96,04001,4127,21,18
97,04003,2384,122,194
98,04005,5864,290,285
99,04007,2168,87,104
100,04009,1441,142,154
101,04011,116,4,2
102,04012,648,27,47
103,04013,167063,5326,7472
104,04015,4743,186,411
105,04017,6824,231,306
106,04019,30493,1113,2120
107,04021,12867,316,355
108,04023,3143,71,89
109,04025,3284,123,153
110,04027,14534,400,405
111,05001,782,48,49
112,05003,622,2,11
113,05005,940,151,184
114,05007,9561,311,173
115,05009,1218,3,21
116,05011,383,0,0
117,05013,81,18,29
118,05015,1097,67,84
119,05017,1065,0,0
120,05019,608,33,32
121,05021,582,25,15
122,05023,550,16,10
123,05025,281,36,53
124,05027,807,66,73
125,05029,412,45,51
126,05031,5538,868,1400
127,05033,2401,152,154
128,05035,2727,163,176
129,05037,641,43,45
130,05039,201,6,6
131,05041,458,0,1
132,05043,477,0,0
133,05045,3772,120,56
134,05047,625,58,69
135,05049,384,19,9
136,05051,2850,88,0
137,05053,411,15,7
138,05055,1932,111,38
139,05057,672,8,0
140,05059,2431,139,213
141,05061,690,44,40
142,05063,1688,62,79
143,05065,836,49,44
144,05067,1036,378,443
145,05069,4559,86,49
146,05071,1095,9,15
147,05073,220,8,0
148,05075,955,54,40
149,05077,1119,2,0
150,05079,2355,14,4
151,05081,519,7,7
152,05083,653,33,37
153,05085,2077,60,25
154,05087,480,38,54
155,05089,220,47,66
156,05091,1796,158,155
157,05093,2641,189,190
158,05095,251,24,35
159,05097,199,9,10
160,05099,368,51,70
161,05101,346,4,4
162,05103,435,0,0
163,05105,181,26,27
164,05107,809,19,0
165,05109,291,24,39
166,05111,1354,121,37
167,05113,445,12,5
168,05115,2991,17,37
169,05117,281,,13
170,05119,13342,473,337
171,05121,756,42,41
172,05123,1855,,NaN
173,05125,3416,278,272
174,05127,267,6,6
175,05129,227,19,23
176,05131,5618,305,385
177,05133,1505,51,50
178,05135,449,5,10
179,05137,418,13,12
180,05139,1261,53,51
181,05141,246,19,28
182,05143,12605,406,243
183,05145,1943,100,62
184,05147,154,1,1
185,05149,1418,48,61
186,06001,25001,706,881
187,06003,23,4,3
188,06005,376,0,23
189,06007,3285,72,53
190,06009,366,19,30
191,06011,583,17,26
192,06013,20031,463,487
193,06015,203,2,2
194,06017,1502,48,41
195,06019,32619,564,470
196,06021,716,11,7
197,06023,621,31,36
198,06025,13490,184,102
199,06027,252,8,3
200,06029,35394,486,574
201,06031,9026,599,1071
202,06033,754,50,89
203,06035,799,25,37
204,06037,323625,7711,6048
205,06039,5306,52,25
206,06041,7254,83,67
207,06043,88,5,5
208,06045,1231,56,94
209,06047,9982,277,412
210,06049,75,27,38
211,06051,352,,179
212,06053,12312,505,828
213,06055,2274,106,156
214,06057,715,51,49
215,06059,62563,290,1639
216,06061,4853,267,322
217,06063,105,18,33
218,06065,71620,1827,1673
219,06067,28059,760,653
220,06069,1517,32,25
221,06071,68865,1733,1824
222,06073,60570,2141,2492
223,06075,13081,458,479
224,06077,22635,308,261
225,06079,4698,217,295
226,06081,11937,245,0
227,06083,10180,47,158
228,06085,26747,834,854
229,06087,3134,116,127
230,06089,2630,155,151
231,06091,7,1,1
232,06093,292,152,223
233,06095,8366,264,253
234,06097,10424,453,618
235,06099,18549,271,293
236,06101,1992,123,227
237,06103,1054,39,26
238,06105,46,32,68
239,06107,18312,272,249
240,06109,341,7,31
241,06111,15504,337,262
242,06113,3527,103,93
243,06115,1434,80,125
244,08001,18690,,NaN
245,08003,397,87,183
246,08005,16769,1331,2152
247,08007,76,,2
248,08009,39,11,18
249,08011,25,7,6
250,08013,6999,,NaN
251,08014,1283,,NaN
252,08015,469,40,58
253,08017,16,1,1
254,08019,110,18,12
255,08021,103,36,44
256,08023,49,4,4
257,08025,208,3,3
258,08027,36,7,11
259,08029,277,23,35
260,08031,23816,2086,2448
261,08033,3,1,2
262,08035,5748,516,1085
263,08037,1699,93,168
264,08039,314,45,61
265,08041,14566,1064,1269
266,08043,1155,249,411
267,08045,1403,35,0
268,08047,46,3,4
269,08049,178,28,57
270,08051,369,33,62
271,08053,4,7,16
272,08055,51,3,4
273,08057,10,1,1
274,08059,11918,,NaN
275,08061,9,6,9
276,08063,191,4,4
277,08065,168,26,44
278,08067,499,39,30
279,08069,5571,556,1035
280,08071,97,11,6
281,08073,35,3,5
282,08075,1539,78,67
283,08077,2495,209,136
284,08079,21,0,1
285,08081,102,16,29
286,08083,306,28,24
287,08085,558,0,24
288,08087,1073,15,6
289,08089,227,55,77
290,08091,54,4,4
291,08093,132,25,21
292,08095,95,1,2
293,08097,327,27,24
294,08099,272,7,7
295,08101,3283,478,658
296,08103,39,10,10
297,08105,147,,34
298,08107,298,37,79
299,08109,171,13,15
300,08111,12,0,1
301,08113,125,24,42
302,08115,61,8,11
303,08117,978,160,139
304,08119,327,43,80
305,08121,129,3,3
306,08123,8095,,NaN
307,08125,252,4,3
308,09001,27652,1140,882
309,09003,20409,944,900
