,County,235,241,248,255,262,269,276,283,290
0,01001,1442,,,,,,,,NaN
1,01003,4781,,,,,,,,NaN
2,01005,622,,,,,,,,NaN
3,01007,578,,,,,,,,NaN
4,01009,1121,,,,,,,,NaN
5,01011,558,,,,,,,,NaN
6,01013,866,,,,,,,,NaN
7,01015,2773,,,,,,,,NaN
8,01017,863,,,,,,,,NaN
9,01019,407,,,,,,,,NaN
10,01021,1244,,,,,,,,NaN
11,01023,331,,,,,,,,NaN
12,01025,935,,,,,,,,NaN
13,01027,435,,,,,,,,NaN
14,01029,281,,,,,,,,NaN
15,01031,1044,,,,,,,,NaN
16,01033,1513,,,,,,,,NaN
17,01035,444,0,0,0,0,0,0,0,0
18,01037,117,2,2,1,1,1,0,0,0
19,01039,842,11,9,7,5,4,3,2,2
20,01041,421,0,0,0,0,0,0,0,0
21,01043,1524,37,32,27,23,19,16,13,11
22,01045,1091,35,31,28,24,21,18,15,12
23,01047,1475,0,0,0,0,0,0,0,0
24,01049,2155,23,17,13,9,7,5,4,2
25,01051,2213,42,35,28,23,18,15,11,9
26,01053,1300,0,0,0,0,0,0,0,0
27,01055,2886,75,61,49,39,31,24,19,14
28,01057,353,18,15,13,10,8,6,5,4
29,01059,1662,5,3,2,1,1,0,0,0
30,01061,418,26,23,21,18,15,13,11,9
31,01063,282,0,0,0,0,0,0,0,0
32,01065,556,0,0,0,0,0,0,0,0
33,01067,361,12,10,8,7,6,4,3,3
34,01069,2008,83,77,71,63,55,48,41,35
35,01071,1362,39,33,27,22,18,14,11,9
36,01073,17407,255,188,138,101,73,53,38,27
37,01075,292,8,6,5,3,3,2,1,1
38,01077,1527,49,44,39,34,29,25,21,18
39,01079,532,29,25,20,16,13,10,8,6
40,01081,3613,95,82,69,58,48,39,32,26
41,01083,1796,57,51,45,38,33,27,23,18
42,01085,604,0,0,0,0,0,0,0,0
43,01087,420,0,0,0,0,0,0,0,0
44,01089,6846,129,112,96,82,69,58,48,40
45,01091,660,0,0,0,0,0,0,0,0
46,01093,787,17,14,11,9,7,5,4,3
47,01095,3544,5,3,2,1,1,0,0,0
48,01097,12528,207,164,129,100,78,60,46,35
49,01099,445,4,3,2,2,1,1,1,0
50,01101,8149,27,19,14,10,7,5,3,2
51,01103,2962,47,39,31,25,20,16,13,10
52,01105,487,0,0,0,0,0,0,0,0
53,01107,564,0,0,0,0,0,0,0,0
54,01109,882,0,0,0,0,0,0,0,0
