,County,246,255,262,269,276,283,290
0,01001,1738,151,224,275,314,329,188
1,01003,5165,218,131,76,48,36,17
2,01005,857,22,34,46,56,58,35
3,01007,642,10,14,13,14,14,8
4,01009,1594,76,140,200,237,251,147
5,01011,598,0,0,0,0,0,0
6,01013,913,0,0,0,0,0,0
7,01015,3466,487,308,179,118,106,63
8,01017,1151,0,0,0,0,0,0
9,01019,591,70,104,132,147,152,89
10,01021,1535,261,351,430,455,464,252
11,01023,346,0,0,0,0,0,0
12,01025,1077,0,0,0,0,0,0
13,01027,570,30,39,47,51,50,30
14,01029,339,28,28,26,28,25,16
15,01031,1307,152,219,285,325,349,204
16,01033,1636,135,186,236,261,277,163
17,01035,531,7,7,7,7,7,4
18,01037,167,40,39,36,34,34,20
19,01039,1344,132,158,180,191,198,112
20,01041,531,4,4,3,1,3,1
21,01043,1885,7,13,20,24,27,16
22,01045,1354,200,222,250,267,271,155
23,01047,1774,80,84,82,87,87,50
24,01049,2391,15,26,35,39,45,24
25,01051,2632,355,361,373,373,383,215
26,01053,1584,0,0,0,0,4,4
27,01055,3420,213,249,279,303,303,184
28,01057,443,21,22,25,24,26,16
29,01059,1755,44,37,33,32,30,16
30,01061,599,99,128,154,172,178,100
31,01063,303,0,0,0,0,0,0
32,01065,628,7,7,7,7,7,4
33,01067,486,14,14,14,20,21,13
34,01069,2781,947,903,880,859,855,479
35,01071,1546,103,120,137,148,149,86
36,01073,19441,1406,762,350,162,74,24
37,01075,363,0,0,0,0,0,0
38,01077,1682,126,133,140,139,135,82
39,01079,609,11,22,27,31,33,19
40,01081,5829,3807,3306,2693,2027,1315,476
41,01083,2061,202,225,235,245,255,145
42,01085,653,0,0,0,0,0,0
43,01087,480,14,20,21,21,24,14
44,01089,7754,446,490,528,549,559,321
45,01091,708,0,0,0,0,0,0
46,01093,957,0,0,0,0,2,3
47,01095,3909,9,8,7,7,7,6
48,01097,13271,188,348,504,587,628,370
49,01099,581,0,0,0,0,0,0
50,01101,8778,447,458,460,460,486,275
51,01103,3254,235,264,290,303,314,184
52,01105,540,0,0,0,0,0,0
53,01107,651,30,30,34,35,35,20
54,01109,1187,93,108,118,122,125,70
55,01111,637,0,0,0,0,0,0
56,01113,1744,7,7,11,14,14,8
57,01115,2278,301,224,188,161,155,90
58,01117,5849,678,366,173,84,47,19
59,01119,434,,,,,,NaN
60,01121,2127,345,365,387,392,403,224
61,01123,1146,31,42,52,66,78,48
62,01125,7496,734,1193,1626,1893,2023,1155
63,01127,2284,229,258,288,302,319,175
64,01129,556,0,0,0,0,0,0
65,01131,531,0,0,0,0,0,0
66,01133,737,53,60,67,70,72,41
67,02013,2,0,0,0,0,0,0
68,02016,8,0,0,0,0,0,0
69,02020,3996,159,369,571,698,756,449
70,02050,102,0,0,0,0,0,0
71,02060,10,0,0,0,0,0,0
72,02068,3,0,0,0,0,0,0
73,02070,8,0,0,0,0,0,0
74,02090,1013,,,,,,NaN
75,02100,5,0,0,0,0,0,0
76,02105,0,0,0,0,0,0,0
77,02110,280,30,40,48,50,52,29
78,02122,442,7,7,7,6,7,4
79,02130,49,0,0,0,0,0,0
80,02150,21,0,0,0,0,0,0
81,02158,12,0,0,0,0,0,0
82,02164,0,0,0,0,0,0,0
83,02170,591,0,0,0,0,0,0
84,02180,61,0,0,0,0,0,0
85,02185,112,0,0,0,0,0,0
86,02188,102,6,3,1,0,0,0
87,02195,7,0,0,0,0,0,0
88,02198,31,0,0,0,0,0,0
89,02220,45,0,0,0,0,0,0
90,02230,0,0,0,0,0,0,0
91,02240,24,0,0,0,0,0,0
92,02261,76,0,0,0,0,0,0
93,02275,13,0,0,0,0,0,0
94,02282,23,0,0,0,0,0,0
95,02290,79,0,0,0,0,0,0
96,04001,3495,14,14,14,14,14,8
97,04003,1889,4,7,15,25,40,30
98,04005,3918,7,7,7,7,7,4
99,04007,1268,14,13,9,10,9,7
100,04009,811,14,15,17,19,21,12
101,04011,59,0,0,0,0,0,0
102,04012,538,0,1,1,4,3,2
103,04013,140584,3485,3253,3055,2977,2929,1631
104,04015,3947,12,10,9,11,14,8
105,04017,5770,20,16,14,14,14,8
106,04019,25140,2819,6497,10274,12527,13546,7882
107,04021,10462,144,94,82,91,118,79
108,04023,2830,1,0,0,0,0,0
109,04025,2506,41,62,90,102,107,65
110,04027,12632,36,33,29,28,28,15
111,05001,376,0,0,0,0,0,0
112,05003,429,0,0,0,0,0,0
113,05005,317,118,168,201,222,233,137
114,05007,6458,514,558,599,616,634,364
115,05009,688,194,202,214,223,219,123
116,05011,340,4,0,0,0,0,0
117,05013,34,0,0,0,0,0,0
118,05015,639,56,62,65,68,66,38
119,05017,1004,1,0,0,0,0,0
120,05019,329,7,7,7,9,8,5
121,05021,284,36,41,46,48,49,28
122,05023,320,18,22,25,28,29,16
123,05025,179,0,0,0,0,0,0
124,05027,412,21,26,29,29,30,19
125,05029,257,18,21,26,30,29,16
126,05031,2814,529,1021,1434,1649,1696,912
127,05033,1316,118,181,238,266,281,166
128,05035,1917,39,38,40,38,40,24
129,05037,428,38,43,44,45,47,28
130,05039,161,12,7,7,6,3,2
131,05041,288,3,4,0,1,0,0
132,05043,353,0,0,0,0,0,0
133,05045,2391,343,482,587,649,688,399
134,05047,267,6,8,14,14,13,8
135,05049,139,18,25,29,33,34,20
136,05051,1827,199,266,308,337,347,208
137,05053,255,16,24,28,35,37,21
138,05055,836,0,0,0,0,0,0
139,05057,362,0,0,0,0,0,0
140,05059,1875,21,25,24,24,22,14
141,05061,465,0,0,0,0,0,0
142,05063,1064,7,7,8,13,10,8
143,05065,223,29,38,43,49,49,32
144,05067,313,14,16,20,21,21,13
145,05069,3074,61,60,58,60,64,36
146,05071,834,5,4,7,7,7,4
147,05073,102,0,0,2,3,6,4
148,05075,410,1,7,7,7,7,4
149,05077,1053,,,,,,NaN
150,05079,1948,,,,,,NaN
151,05081,353,7,7,5,4,3,4
152,05083,401,0,0,0,0,0,0
153,05085,1121,166,261,345,382,403,235
154,05087,340,0,0,0,0,0,0
155,05089,85,10,11,18,20,21,14
156,05091,810,83,83,86,89,86,50
157,05093,1648,14,17,22,35,48,33
158,05095,124,11,12,12,10,13,6
159,05097,142,9,7,2,0,1,0
160,05099,216,0,0,0,1,0,1
161,05101,228,0,0,0,0,0,0
162,05103,254,43,43,43,41,43,25
163,05105,86,8,11,12,13,14,9
164,05107,472,7,4,1,1,3,1
165,05109,225,0,0,0,0,0,0
166,05111,637,14,17,26,44,61,38
167,05113,257,3,0,0,0,0,0
168,05115,2079,100,127,143,152,162,92
169,05117,146,0,0,0,0,0,0
170,05119,8981,731,542,409,325,292,156
171,05121,409,7,6,7,7,12,8
172,05123,1492,0,0,0,0,0,0
173,05125,2020,87,94,108,113,115,66
174,05127,97,0,0,0,0,0,0
175,05129,141,14,12,11,13,14,8
176,05131,3590,317,604,884,1052,1131,652
177,05133,1199,0,0,0,0,0,0
178,05135,214,17,26,31,38,41,23
179,05137,335,25,18,13,8,7,4
180,05139,874,41,39,35,36,37,20
181,05141,173,13,7,1,0,0,0
182,05143,9250,1120,697,461,338,273,133
183,05145,795,48,66,82,92,97,56
184,05147,49,0,0,0,0,0,0
185,05149,1247,5,5,3,0,0,0
186,06001,20951,1126,1995,2860,3384,3649,2127
187,06003,2,0,0,0,0,0,0
188,06005,296,0,0,0,0,0,0
189,06007,2790,125,56,22,9,5,0
190,06009,314,10,4,0,0,0,0
191,06011,524,7,7,7,7,7,4
192,06013,16238,734,583,462,399,368,206
193,06015,138,0,0,0,0,0,0
194,06017,1088,13,8,7,7,7,4
195,06019,28019,213,109,59,38,31,14
196,06021,571,7,9,10,14,14,8
197,06023,496,21,12,7,6,5,2
198,06025,11741,178,148,126,114,110,62
199,06027,187,0,0,0,0,0,0
200,06029,31712,1873,3402,4927,5836,6347,3678
201,06031,7569,527,733,892,985,1023,590
202,06033,530,92,157,217,249,262,153
203,06035,736,0,0,0,0,0,0
204,06037,264414,12381,18979,25332,29348,31154,18239
205,06039,4458,81,49,32,22,19,10
206,06041,6641,70,52,43,34,35,19
207,06043,75,0,0,0,0,0,0
208,06045,894,21,24,28,32,34,20
209,06047,8828,22,9,4,0,0,0
210,06049,25,0,0,0,0,0,0
211,06051,165,0,0,0,0,0,0
212,06053,9701,259,226,212,215,219,122
213,06055,1653,84,130,176,201,206,119
214,06057,528,21,26,30,34,37,21
215,06059,52622,1291,1757,2198,2431,2532,1487
216,06061,3535,99,84,79,73,80,43
217,06063,50,0,0,0,0,0,0
218,06065,57883,234,172,152,138,129,70
219,06067,21872,1443,2050,2514,2809,2927,1699
220,06069,1321,29,15,7,7,7,4
221,06071,53359,1343,2166,2931,3385,3624,2110
222,06073,45596,2618,2612,2676,2649,2606,1489
223,06075,10946,391,381,362,355,351,203
224,06077,20126,210,110,60,36,28,14
225,06079,3479,238,377,505,575,603,348
226,06081,9714,634,982,1328,1539,1633,946
227,06083,8973,234,228,220,213,218,125
228,06085,20756,879,792,754,722,711,400
229,06087,2294,270,444,613,690,738,423
230,06089,759,22,38,54,64,67,39
231,06091,6,0,0,0,0,0,0
232,06093,163,7,7,5,5,6,4
233,06095,6278,73,88,100,106,100,60
234,06097,7262,469,763,1022,1197,1243,728
235,06099,16436,210,95,40,19,7,0
236,06101,1689,79,84,90,88,91,50
237,06103,533,20,21,22,25,25,14
238,06105,15,0,0,0,0,0,0
239,06107,15829,271,331,378,416,431,252
240,06109,227,7,7,7,7,7,4
241,06111,12591,602,588,584,580,576,329
242,06113,2782,34,22,15,14,17,11
243,06115,1136,19,21,25,29,37,25
244,08001,8773,786,1400,2026,2388,2525,1501
245,08003,242,0,0,0,0,0,0
246,08005,9071,314,427,508,573,603,343
247,08007,55,,,,,,NaN
248,08009,18,0,0,0,0,0,0
249,08011,11,0,0,0,0,0,0
250,08013,4059,2500,5324,7766,8436,7381,3153
251,08014,619,48,105,160,199,222,127
252,08015,327,0,0,0,0,0,0
253,08017,14,0,0,0,0,0,0
254,08019,37,0,0,0,0,0,0
255,08021,33,0,0,0,0,0,0
256,08023,32,0,0,0,0,0,0
257,08025,73,0,0,0,0,0,0
258,08027,17,0,0,0,0,0,0
259,08029,187,7,6,5,4,5,4
260,08031,12785,1154,1525,1870,2098,2139,1258
261,08033,3,0,0,0,0,0,0
262,08035,2484,179,273,365,408,443,256
263,08037,1246,,,,,,NaN
264,08039,155,5,5,5,5,7,3
265,08041,6760,294,388,472,535,547,317
266,08043,171,0,0,0,0,0,0
267,08045,939,0,0,0,0,0,0
268,08047,18,0,0,0,0,0,0
269,08049,72,0,0,0,0,0,0
270,08051,296,0,0,0,0,0,0
271,08053,3,0,0,0,0,0,0
272,08055,19,0,0,0,0,0,0
273,08057,9,0,0,0,0,0,0
274,08059,5551,415,671,923,1085,1149,678
275,08061,1,0,0,0,0,0,0
276,08063,79,0,0,0,0,0,0
277,08065,92,0,0,0,0,0,0
278,08067,259,7,7,7,7,7,4
279,08069,2449,159,185,202,215,222,124
280,08071,23,0,0,0,0,0,0
281,08073,9,0,0,0,0,0,0
282,08075,853,38,41,43,48,46,26
283,08077,558,74,103,131,151,158,88
284,08079,20,0,0,0,0,0,0
285,08081,41,0,0,0,0,0,0
286,08083,132,0,0,0,0,0,0
287,08085,373,0,0,0,0,0,0
288,08087,739,0,0,0,0,0,0
289,08089,93,0,0,0,0,0,0
290,08091,25,0,0,0,0,0,0
291,08093,55,,,,,,NaN
292,08095,34,7,7,3,1,1,1
293,08097,221,9,12,12,13,14,7
294,08099,94,0,0,0,0,0,0
295,08101,1060,47,36,31,28,27,16
296,08103,25,0,0,0,0,0,0
297,08105,96,0,0,0,0,0,0
298,08107,151,0,0,0,0,0,0
299,08109,111,0,0,0,0,0,0
300,08111,6,0,0,0,0,0,0
301,08113,96,0,0,0,0,0,0
302,08115,14,0,0,0,0,0,0
303,08117,447,31,53,69,77,79,48
304,08119,174,0,0,0,0,0,0
305,08121,60,0,0,0,0,0,0
306,08123,4624,257,258,266,275,276,161
307,08125,103,,,,,,NaN
308,09001,19985,373,941,1559,1959,2124,1249
309,09003,14506,549,595,624,661,652,379
310,09005,1856,71,76,84,87,85,53
311,09007,1564,36,36,37,39,39,21
312,09009,14319,290,325,351,364,366,211
313,09011,1830,171,317,474,574,618,360
314,09013,1334,67,55,47,44,40,22
315,09015,948,99,109,124,130,137,76
316,10001,2903,59,35,24,18,15,8
317,10003,9865,403,200,89,39,19,6
318,10005,6691,72,109,145,159,168,99
319,11001,NaN,231,322,400,470,480,283
320,12001,7862,1992,2899,3693,4131,4341,2494
321,12003,1435,27,29,29,29,30,18
322,12005,5968,20,23,25,27,27,15
323,12007,1067,28,31,34,33,34,19
324,12009,8636,630,596,530,492,492,259
325,12011,76329,1025,856,730,658,622,351
326,12013,610,0,0,0,0,0,0
327,12015,3001,63,48,36,31,30,16
328,12017,2702,226,240,261,260,268,152
329,12019,4920,150,160,170,183,185,105
330,12021,12588,130,109,92,90,85,48
331,12023,3733,0,0,0,0,0,0
332,12027,1555,0,0,0,0,0,0
333,12029,831,2,0,0,0,0,0
334,12031,29845,1305,1151,998,904,883,492
335,12033,12142,12,7,5,1,4,3
336,12035,1704,135,112,98,92,87,50
337,12037,611,1,0,0,0,0,0
338,12039,2750,44,43,42,39,39,21
339,12041,506,7,5,3,0,1,0
340,12043,517,7,11,13,14,14,9
341,12045,873,0,0,0,0,0,0
342,12047,841,,,,,,NaN
343,12049,1322,28,26,21,20,21,12
344,12051,2056,5,1,0,0,0,0
345,12053,3084,149,204,262,287,304,169
346,12055,2121,94,142,186,216,226,134
347,12057,41351,1131,1293,1406,1501,1529,892
348,12059,741,14,8,7,7,7,4
349,12061,3145,231,478,717,868,929,552
350,12063,2773,15,7,3,0,0,0
351,12065,552,0,0,0,0,0,0
352,12067,1234,8,3,0,0,0,0
353,12069,7394,145,84,49,31,25,14
354,12071,20191,231,292,347,383,391,225
355,12073,10278,1206,831,605,466,414,220
356,12075,1017,3,1,0,0,0,0
357,12077,505,,,,,,NaN
358,12079,1010,9,7,3,1,1,0
359,12081,11352,705,1196,1666,1974,2086,1222
360,12083,9590,311,285,263,258,250,150
361,12085,4832,45,43,44,44,45,24
362,12086,168272,2956,2915,3008,3000,3004,1706
363,12087,1817,17,18,19,19,17,8
364,12089,2062,60,30,13,5,2,0
365,12091,4836,143,82,45,27,16,8
366,12093,1504,7,7,7,7,7,4
367,12095,39560,1218,894,647,535,461,255
368,12097,12288,497,1172,1925,2362,2579,1505
369,12099,45866,1526,1971,2410,2672,2815,1651
370,12101,9040,525,558,564,575,593,338
371,12103,21765,682,672,679,683,659,389
372,12105,19551,1072,1608,2133,2382,2557,1461
373,12107,2102,111,123,136,145,151,89
374,12109,5196,205,131,83,61,53,28
375,12111,7910,228,207,197,196,190,103
376,12113,5259,76,39,21,10,7,4
377,12115,8009,420,486,532,545,559,316
378,12117,8909,215,233,252,268,270,158
379,12119,2205,26,12,7,8,11,8
380,12121,2662,70,81,87,94,93,54
381,12123,1310,7,0,0,0,0,0
382,12125,914,21,16,14,9,11,5
383,12127,10689,399,295,227,183,168,91
384,12129,1106,0,0,0,0,0,0
385,12131,1921,27,48,65,71,74,46
386,12133,1068,0,0,0,0,0,0
387,13001,1016,11,7,7,7,7,4
388,13003,441,1,0,0,0,0,0
389,13005,594,7,7,6,6,5,4
390,13007,81,0,0,0,0,0,0
391,13009,2085,41,19,8,7,7,4
392,13011,472,28,26,24,22,25,13
393,13013,2139,84,72,61,55,50,29
394,13015,2859,59,55,49,48,47,29
395,13017,754,26,21,20,16,15,9
396,13019,446,8,7,7,7,7,4
397,13021,6005,64,26,10,5,0,0
398,13023,427,14,7,7,7,7,4
399,13025,343,7,7,7,7,7,4
400,13027,517,1,0,0,0,0,0
401,13029,1137,113,132,149,158,160,93
402,13031,2845,136,59,27,10,4,0
403,13033,786,20,21,21,21,22,12
404,13035,633,21,15,10,7,7,4
405,13037,237,0,0,0,0,0,0
406,13039,1264,62,66,74,75,76,44
407,13043,444,8,8,7,7,7,4
408,13045,2709,140,152,168,170,167,102
409,13047,1155,143,221,302,347,368,212
410,13049,624,0,0,0,0,0,0
411,13051,8326,508,669,823,911,960,549
412,13053,1629,0,0,0,0,0,0
413,13055,752,21,15,15,14,14,8
414,13057,5912,289,268,235,229,225,130
415,13059,4975,345,157,62,25,8,0
416,13061,120,0,0,0,0,0,0
417,13063,7049,110,133,151,163,166,96
418,13065,372,22,19,19,17,17,9
419,13067,19354,481,306,186,130,111,55
420,13069,2026,62,73,80,80,83,47
421,13071,1871,21,17,14,14,14,8
422,13073,3681,64,81,93,100,102,61
423,13075,546,0,0,0,0,0,0
424,13077,2568,17,14,12,10,12,5
