,County,312,318,325
0,01001,2751,176,178
1,01003,8820,490,458
2,01005,1175,18,18
3,01007,1188,97,83
4,01009,2946,131,113
5,01011,700,7,8
6,01013,1173,30,27
7,01015,6366,363,365
8,01017,1772,98,99
9,01019,1029,51,52
10,01021,2250,75,71
11,01023,426,5,4
12,01025,1589,36,32
13,01027,920,38,35
14,01029,774,29,32
15,01031,2465,207,210
16,01033,3146,228,218
17,01035,685,14,14
18,01037,346,34,33
19,01039,2203,80,76
20,01041,712,15,18
21,01043,4474,257,233
22,01045,2344,96,100
23,01047,2265,51,42
24,01049,4897,228,171
25,01051,4094,199,197
26,01053,1986,53,60
27,01055,6351,450,450
28,01057,922,79,69
29,01059,2542,86,83
30,01061,1237,63,55
31,01063,427,20,17
32,01065,977,29,24
33,01067,867,21,20
34,01069,5323,279,280
35,01071,3271,212,185
36,01073,32718,2075,1976
37,01075,683,50,42
38,01077,4133,269,219
39,01079,1296,58,55
40,01081,7785,299,301
41,01083,4302,268,246
42,01085,799,9,5
43,01087,745,40,37
44,01089,13425,1111,1099
45,01091,1225,47,41
46,01093,1413,50,44
47,01095,6309,522,453
48,01097,19904,612,594
49,01099,790,17,17
50,01101,12380,459,493
51,01103,6751,478,440
52,01105,689,16,12
53,01107,1242,55,45
54,01109,1592,77,79
55,01111,1038,39,37
56,01113,2231,83,93
57,01115,4257,215,196
58,01117,10465,596,555
59,01119,584,21,18
60,01121,3535,188,160
61,01123,1770,66,58
62,01125,13167,624,626
63,01127,3689,169,159
64,01129,916,13,11
65,01131,639,7,4
66,01133,1344,92,87
67,02013,38,,NaN
68,02016,108,4,5
69,02020,16666,1939,1917
70,02050,1529,146,108
71,02060,0,,NaN
72,02068,43,8,11
73,02070,100,8,10
74,02090,3465,206,200
75,02100,16,,NaN
76,02105,0,,NaN
77,02110,853,,NaN
78,02122,2569,302,240
79,02130,197,,NaN
80,02150,277,59,67
81,02158,421,,NaN
82,02164,144,6,9
83,02170,3389,474,392
84,02180,228,50,54
85,02185,453,39,40
86,02188,359,34,40
87,02195,25,,NaN
88,02198,51,,NaN
89,02220,189,,NaN
90,02230,9,,NaN
91,02240,284,65,55
92,02261,256,16,21
93,02275,20,,NaN
94,02282,49,,NaN
95,02290,171,22,24
96,04001,5391,296,167
97,04003,3639,367,324
98,04005,7474,494,463
99,04007,2970,237,224
100,04009,2194,242,228
101,04011,224,63,70
102,04012,867,116,81
103,04013,205332,14812,14616
104,04015,6197,545,526
105,04017,8118,354,311
106,04019,39813,3334,3144
107,04021,16643,1078,933
108,04023,3933,295,229
109,04025,5329,541,480
110,04027,17871,984,866
111,05001,959,68,73
112,05003,855,104,99
113,05005,1406,102,91
114,05007,12001,819,863
115,05009,1768,187,185
116,05011,495,57,55
117,05013,147,17,18
118,05015,1417,89,82
119,05017,1186,51,49
120,05019,808,68,70
121,05021,874,94,91
122,05023,728,74,68
123,05025,362,34,31
124,05027,1093,87,82
125,05029,674,65,61
126,05031,7066,437,418
127,05033,3066,198,198
128,05035,3254,161,169
129,05037,852,91,89
130,05039,300,33,32
131,05041,559,35,36
132,05043,732,119,102
133,05045,4775,368,368
134,05047,795,70,62
135,05049,548,36,36
136,05051,3809,267,261
137,05053,602,68,72
138,05055,2908,401,384
139,05057,848,48,54
140,05059,2925,137,118
141,05061,801,37,39
142,05063,2076,125,124
143,05065,996,54,44
144,05067,1788,261,204
145,05069,5197,145,126
146,05071,1269,67,70
147,05073,265,11,10
148,05075,1164,79,80
149,05077,1189,13,9
150,05079,2458,58,54
151,05081,641,41,42
152,05083,956,99,99
153,05085,2699,212,212
154,05087,618,46,43
155,05089,438,39,41
156,05091,2147,93,101
157,05093,3187,187,178
158,05095,307,18,17
159,05097,296,46,43
160,05099,454,25,24
161,05101,442,34,34
162,05103,748,105,91
163,05105,254,28,29
164,05107,946,42,37
165,05109,370,21,20
166,05111,1659,65,72
167,05113,789,94,92
168,05115,3713,219,217
169,05117,359,19,22
170,05119,16733,928,884
171,05121,976,104,108
172,05123,2050,48,39
173,05125,4825,402,374
174,05127,374,58,63
175,05129,295,16,20
176,05131,7015,456,468
177,05133,1707,69,62
178,05135,693,55,51
179,05137,476,34,39
180,05139,1540,87,82
181,05141,378,48,45
182,05143,15440,1026,987
183,05145,3018,268,241
184,05147,201,15,15
185,05149,1654,58,66
186,06001,29476,1785,1898
187,06003,50,6,7
188,06005,563,96,99
189,06007,3894,404,475
190,06009,478,46,50
191,06011,711,75,85
192,06013,23895,1535,1609
193,06015,328,194,204
194,06017,2415,349,371
195,06019,38288,2414,2460
196,06021,925,65,71
197,06023,850,248,313
198,06025,16019,987,988
199,06027,290,42,54
200,06029,41328,2331,2297
201,06031,11093,967,1059
202,06033,920,117,135
203,06035,1773,356,314
204,06037,395843,29556,30705
205,06039,6119,324,335
206,06041,7755,266,291
207,06043,131,18,17
208,06045,1458,104,101
209,06047,11688,636,648
210,06049,131,29,32
211,06051,548,56,65
212,06053,15328,1095,1119
213,06055,3033,288,315
214,06057,1272,195,209
215,06059,77819,7460,7381
216,06061,6497,766,848
217,06063,215,33,36
218,06065,86854,5475,5204
219,06067,36905,3900,3991
220,06069,1880,170,174
221,06071,93019,6220,5671
222,06073,81084,8719,8140
223,06075,15450,1279,1445
224,06077,25742,1267,1358
225,06079,6129,604,647
226,06081,14148,1095,1122
227,06083,11481,763,906
228,06085,34292,2892,2768
229,06087,4426,626,636
230,06089,4882,670,628
231,06091,19,5,6
232,06093,624,101,99
233,06095,10252,810,897
234,06097,12198,728,780
235,06099,21714,1418,1450
236,06101,3332,592,638
237,06103,1678,237,219
238,06105,158,37,34
239,06107,20701,1097,1121
240,06109,981,250,248
241,06111,19510,1914,2046
242,06113,4827,688,712
243,06115,2036,315,328
244,08001,29130,2692,2583
245,08003,610,63,75
246,08005,26753,3106,3055
247,08007,236,68,63
248,08009,105,40,43
249,08011,180,73,71
250,08013,10926,961,968
251,08014,2002,,NaN
252,08015,656,97,95
253,08017,60,13,15
254,08019,189,15,20
255,08021,171,21,21
256,08023,84,14,12
257,08025,1237,141,96
258,08027,67,8,10
259,08029,627,109,106
260,08031,36243,3290,2814
261,08033,19,12,15
262,08035,10560,1268,1191
263,08037,2364,300,302
264,08039,596,77,61
265,08041,26639,3396,2996
266,08043,2785,494,451
267,08045,2191,296,294
268,08047,87,13,15
269,08049,393,93,83
270,08051,471,37,46
271,08053,9,5,9
272,08055,158,29,27
273,08057,21,12,15
274,08059,20358,2478,2533
275,08061,23,7,9
276,08063,301,53,56
277,08065,273,61,66
278,08067,1338,341,277
279,08069,10115,1403,1302
280,08071,233,56,60
281,08073,141,18,18
282,08075,2225,218,203
283,08077,5787,1051,1067
284,08079,36,15,17
285,08081,289,131,142
286,08083,709,112,97
287,08085,1094,208,201
288,08087,1639,190,203
289,08089,631,173,160
290,08091,117,18,16
291,08093,234,26,23
292,08095,186,24,23
293,08097,494,64,68
294,08099,605,99,86
295,08101,8269,1115,805
296,08103,145,40,37
297,08105,232,46,39
298,08107,657,146,141
299,08109,216,11,12
300,08111,20,11,17
301,08113,211,18,21
302,08115,108,23,25
303,08117,1488,206,221
304,08119,642,101,90
305,08121,222,27,24
306,08123,13813,1410,1201
307,08125,325,40,43
308,09001,37071,2901,2640
309,09003,27844,2535,2493
310,09005,4231,520,514
311,09007,3567,402,394
312,09009,27925,2735,2725
313,09011,5867,604,642
314,09013,2977,259,232
315,09015,2468,261,252
316,10001,4975,483,479
317,10003,19788,2150,2149
318,10005,10377,557,517
319,11001,NaN,1052,1040
320,12001,12813,504,519
321,12003,2020,65,71
322,12005,8455,476,499
323,12007,1409,35,35
324,12009,15494,1225,1378
325,12011,106698,5171,5111
326,12013,868,33,35
327,12015,5052,377,386
328,12017,4731,336,296
329,12019,7958,713,795
330,12021,17693,846,804
331,12023,4781,117,101
332,12027,2395,129,106
333,12029,962,16,19
334,12031,43599,2838,2799
335,12033,16675,722,747
336,12035,2729,439,533
337,12037,830,9,13
338,12039,3311,58,49
339,12041,763,38,37
340,12043,666,12,12
341,12045,1060,20,20
342,12047,978,21,22
343,12049,1763,34,36
344,12051,2488,89,76
345,12053,4969,372,390
346,12055,3737,210,211
347,12057,58092,2906,2903
348,12059,1163,62,57
349,12061,4985,334,359
350,12063,3878,124,103
351,12065,773,25,25
352,12067,1322,16,18
353,12069,10623,615,636
354,12071,29868,1745,1770
355,12073,14975,630,600
356,12075,1405,56,48
357,12077,595,19,19
358,12079,1267,28,27
359,12081,16703,1076,1085
360,12083,12981,534,503
361,12085,6231,403,455
362,12086,227656,10787,9444
363,12087,3353,281,283
364,12089,3162,211,207
365,12091,8865,617,656
366,12093,2033,71,71
367,12095,57805,3396,3384
368,12097,18248,1206,1235
369,12099,65011,2923,2875
370,12101,14783,1193,1238
371,12103,32808,2145,2234
372,12105,27481,1125,1173
373,12107,2744,98,101
374,12109,8727,658,705
375,12111,10740,595,641
376,12113,7451,506,537
377,12115,13647,975,904
378,12117,12871,859,950
379,12119,3442,109,94
380,12121,3278,60,53
381,12123,1644,27,29
382,12125,1227,23,27
383,12127,16358,1434,1516
384,12129,1618,61,70
385,12131,3676,160,147
386,12133,1518,41,40
387,13001,1329,21,25
388,13003,596,12,13
389,13005,750,22,29
390,13007,125,4,3
391,13009,2668,86,96
392,13011,787,58,55
393,13013,3469,259,291
394,13015,5169,321,344
395,13017,1009,54,66
396,13019,726,57,67
397,13021,7626,283,302
398,13023,711,40,51
399,13025,790,32,34
400,13027,675,49,42
401,13029,1506,73,85
402,13031,3758,118,141
403,13033,1237,41,38
404,13035,1083,46,42
405,13037,294,0,0
406,13039,1853,130,152
407,13043,616,12,17
408,13045,5612,313,325
409,13047,2107,261,304
410,13049,799,33,40
411,13051,10906,538,631
412,13053,2004,60,65
413,13055,1249,95,114
414,13057,10616,705,732
415,13059,7941,392,476
