,County,348,353,360,367,374,381,388,395,402
0,01001,4336,215,144,92,58,37,24,15,10
1,01003,14187,1233,1172,1017,868,730,608,501,409
2,01005,1533,175,243,289,325,344,340,315,275
3,01007,1885,116,84,58,40,27,19,13,9
4,01009,4771,179,127,79,49,30,19,12,7
5,01011,910,180,279,353,362,302,212,133,78
6,01013,1554,95,82,73,63,54,46,39,32
7,01015,9752,313,200,113,64,36,20,11,6
8,01017,2415,219,255,273,281,278,265,244,217
9,01019,1441,51,40,27,18,12,8,5,3
10,01021,3054,204,213,199,184,167,149,132,115
11,01023,494,3,1,0,0,0,0,0,0
12,01025,2461,156,124,97,75,57,43,32,24
13,01027,1163,40,35,25,18,12,9,6,4
14,01029,1049,32,26,17,11,7,5,3,2
15,01031,3742,265,210,165,128,99,76,58,44
16,01033,4776,304,244,183,136,100,73,53,38
17,01035,866,23,21,17,14,11,9,7,6
18,01037,528,53,68,76,83,85,85,81,74
19,01039,2962,116,101,77,58,44,33,25,19
20,01041,979,57,48,36,27,20,15,11,8
21,01043,7291,360,288,194,130,87,58,38,25
22,01045,3453,198,172,136,106,83,64,50,38
23,01047,2844,130,127,113,99,87,75,64,55
24,01049,7030,159,96,50,26,13,7,3,2
25,01051,6710,628,582,484,394,315,249,195,151
26,01053,2720,177,182,161,141,121,103,87,73
27,01055,10364,427,266,150,84,47,26,15,8
28,01057,1470,50,34,20,11,7,4,2,1
29,01059,3340,178,152,122,96,75,58,45,34
30,01061,1746,141,144,136,125,113,101,88,76
31,01063,696,65,61,53,45,37,30,24,19
32,01065,1513,79,54,33,20,12,7,4,3
33,01067,1307,119,110,94,79,65,52,42,33
34,01069,7584,599,573,522,467,410,355,304,258
35,01071,5265,294,234,177,132,97,72,52,38
36,01073,54349,3893,3294,2540,1938,1468,1106,828,618
37,01075,1077,38,25,15,9,5,3,2,1
38,01077,6702,527,431,332,253,191,143,107,79
39,01079,2128,134,107,75,53,37,26,18,12
40,01081,10656,682,664,588,515,447,385,329,280
41,01083,7085,371,269,176,114,74,48,31,20
42,01085,968,36,29,23,18,14,11,9,7
43,01087,1027,55,44,34,27,21,17,13,10
44,01089,23563,1690,1304,952,691,499,359,258,185
45,01091,1831,60,37,20,11,6,3,2,1
46,01093,2164,112,79,53,36,24,16,11,7
47,01095,9340,310,225,140,87,54,33,20,13
48,01097,26854,2947,3617,4099,4244,3997,3448,2763,2094
49,01099,1238,123,132,119,106,92,79,67,56
50,01101,16615,850,704,555,434,338,262,203,157
51,01103,11017,590,430,281,183,118,76,49,32
52,01105,887,55,49,40,32,26,20,16,12
53,01107,1783,82,57,37,23,15,10,6,4
54,01109,2042,165,208,226,237,242,239,229,212
55,01111,1280,58,52,47,42,37,33,29,25
56,01113,2880,217,253,284,313,338,356,365,365
57,01115,6799,395,316,230,166,120,86,61,44
58,01117,16323,1087,872,667,506,381,285,213,158
59,01119,865,26,17,9,5,2,1,1,0
60,01121,5300,307,286,236,193,156,126,101,81
61,01123,2418,111,91,71,56,43,34,26,20
62,01125,19161,1038,841,621,455,332,241,174,126
63,01127,5377,277,235,174,128,94,68,50,36
64,01129,1234,50,32,22,17,13,11,9,7
65,01131,897,32,27,19,14,10,7,5,3
66,01133,2044,130,112,87,67,50,38,28,21
67,02013,39,0,11,336,716,73,0,0,0
68,02016,209,40,65,98,133,158,162,145,114
69,02020,23378,707,653,534,436,355,287,231,186
70,02050,2726,982,1307,1125,576,224,79,28,9
71,02060,0,0,0,0,0,0,1,1,1
72,02068,60,0,0,0,0,0,0,0,0
73,02070,126,42,163,426,525,270,82,22,6
74,02090,5066,270,321,334,344,350,351,348,339
75,02100,23,0,0,0,0,0,0,0,0
76,02105,0,0,0,0,0,0,0,0,0
77,02110,1059,28,31,28,26,23,21,19,17
78,02122,3675,43,31,18,10,6,4,2,1
79,02130,245,25,65,152,325,586,782,733,494
80,02150,932,33,23,14,8,5,3,1,1
81,02158,897,602,1122,525,92,15,2,0,0
82,02164,160,2,3,5,7,9,11,12,12
83,02170,6572,408,439,440,434,421,402,379,353
84,02180,282,14,22,32,46,63,84,109,133
85,02185,826,23,14,8,5,3,2,1,0
86,02188,405,8,9,10,11,11,12,12,13
87,02195,32,6,20,55,129,180,133,79,40
88,02198,72,0,0,0,0,0,0,0,0
89,02220,270,2,1,0,0,0,0,0,0
90,02230,17,1,1,2,2,2,3,3,3
91,02240,407,5,4,2,1,1,0,0,0
92,02261,361,38,62,88,120,151,174,181,171
93,02275,25,0,0,1,1,1,2,3,3
94,02282,54,156,27,0,0,0,0,0,0
95,02290,216,1,2,2,1,1,1,1,0
96,04001,7785,539,490,454,411,365,317,271,229
97,04003,7951,795,557,417,309,228,167,123,90
98,04005,11753,968,744,641,545,458,381,314,257
99,04007,4696,393,321,277,237,200,167,139,115
100,04009,3472,315,298,270,239,207,175,146,120
101,04011,417,48,59,71,81,90,95,96,93
102,04012,1621,321,288,269,232,187,145,110,82
103,04013,346183,44334,39530,40208,39576,37574,34540,30777,26656
104,04015,13858,2375,2072,1899,1664,1400,1140,904,701
105,04017,11922,970,731,647,561,477,399,330,268
106,04019,74963,8291,6290,5336,4449,3656,2970,2393,1915
107,04021,29354,3043,2643,2364,2082,1810,1558,1328,1121
108,04023,6279,448,345,269,206,156,116,86,64
109,04025,12160,1551,1158,974,808,663,541,437,351
110,04027,29109,2202,1541,1185,894,665,490,359,263
111,05001,1340,88,89,82,74,66,58,51,45
112,05003,1312,65,49,38,29,22,17,13,10
113,05005,2205,251,232,236,236,231,221,209,193
114,05007,18907,2222,2654,2979,3196,3263,3168,2927,2592
115,05009,2663,166,147,128,111,96,82,70,60
116,05011,977,55,43,29,19,12,8,5,3
117,05013,244,22,23,21,19,16,14,13,11
118,05015,2133,93,85,68,55,44,36,30,24
119,05017,1433,38,23,17,13,10,7,6,4
120,05019,1419,102,94,78,65,54,44,36,29
121,05021,1350,64,57,46,37,30,24,19,15
122,05023,1332,219,274,305,326,331,321,296,262
123,05025,583,47,51,50,49,46,43,40,36
124,05027,1599,107,123,120,116,111,105,98,90
125,05029,1434,185,179,162,144,126,109,92,78
126,05031,10350,608,548,456,376,308,250,202,163
127,05033,4681,393,403,395,381,362,338,312,283
128,05035,4434,224,190,156,127,103,83,66,53
129,05037,1474,136,116,98,83,68,56,46,37
130,05039,496,24,17,12,8,5,4,2,2
131,05041,979,54,43,31,22,15,11,8,5
132,05043,1510,73,30,17,10,6,3,2,1
133,05045,8076,995,1182,1281,1350,1379,1365,1306,1212
134,05047,1137,78,90,92,92,91,89,85,81
135,05049,914,66,53,39,29,21,15,11,8
136,05051,6004,635,712,727,725,707,674,629,576
137,05053,1124,138,145,133,120,107,94,82,70
138,05055,4543,213,153,113,83,61,45,33,24
139,05057,1276,73,51,39,30,24,18,14,11
140,05059,3719,202,205,184,162,142,122,105,89
141,05061,1129,41,32,23,16,12,9,6,5
142,05063,2861,211,207,200,190,178,165,151,137
143,05065,1354,176,234,265,276,265,236,196,155
144,05067,2840,41,24,11,6,3,2,1,1
145,05069,6865,207,163,106,69,46,31,21,15
146,05071,1938,184,201,199,192,182,170,156,140
147,05073,351,28,32,34,35,36,37,36,35
148,05075,1626,131,121,111,100,89,78,67,57
149,05077,1464,40,33,25,19,14,10,8,6
150,05079,2848,42,29,19,12,7,5,3,2
151,05081,843,78,101,115,126,134,137,136,129
152,05083,1507,152,162,167,169,167,161,151,139
153,05085,4371,430,431,417,398,376,350,322,294
154,05087,1062,70,70,61,53,46,40,35,30
155,05089,671,83,109,133,157,178,192,199,196
156,05091,2822,175,193,184,173,162,150,138,126
157,05093,4482,203,162,127,98,76,58,45,34
158,05095,511,55,54,50,45,40,35,30,26
159,05097,517,47,54,55,54,53,50,46,42
160,05099,611,12,6,3,1,1,0,0,0
161,05101,564,15,10,7,5,3,2,2,1
162,05103,1438,129,123,110,98,86,75,64,55
163,05105,473,57,65,64,62,60,56,52,48
164,05107,1296,39,18,10,5,3,1,1,0
165,05109,714,60,52,40,31,24,18,14,10
