,County,201,206,213,220,227,234,241,248
0,01001,1174,227,180,191,199,207,208,212
1,01003,3651,355,375,385,388,391,391,391
2,01005,576,6,4,3,2,2,1,1
3,01007,442,61,62,65,68,68,67,66
4,01009,812,61,58,59,60,59,58,57
5,01011,466,11,11,10,9,8,7,6
6,01013,767,10,3,2,2,1,1,0
7,01015,1807,224,231,219,207,190,172,152
8,01017,844,6,5,5,4,4,3,3
9,01019,275,19,18,17,16,14,13,11
10,01021,809,67,76,78,80,81,82,81
11,01023,287,4,2,1,1,1,0,0
12,01025,826,277,440,524,524,450,372,307
13,01027,263,27,24,21,18,16,13,11
14,01029,127,2,1,1,0,0,0,0
15,01031,764,40,39,39,36,35,33,31
16,01033,1207,71,67,60,54,48,42,36
17,01035,393,15,10,8,7,6,4,3
18,01037,103,5,7,7,7,7,7,6
19,01039,737,10,10,9,8,7,6,5
20,01041,326,13,10,8,7,6,5,4
21,01043,1227,56,44,31,20,13,8,5
22,01045,835,39,37,35,33,31,30,27
23,01047,1331,20,15,12,10,8,6,5
24,01049,1830,109,101,99,95,94,89,85
25,01051,1731,91,95,91,86,82,77,71
26,01053,1087,78,71,57,46,36,28,21
27,01055,2162,179,185,181,173,165,156,147
28,01057,212,27,33,40,47,52,58,63
29,01059,1288,53,52,47,41,36,31,26
30,01061,263,13,8,5,3,2,1,1
31,01063,252,2,1,1,1,1,1,0
32,01065,478,9,5,4,2,2,1,0
33,01067,264,11,6,4,3,2,1,0
34,01069,1419,68,57,48,40,33,27,22
35,01071,1014,143,147,152,153,151,148,141
36,01073,13258,1378,1439,1435,1401,1358,1305,1238
37,01075,229,13,13,13,13,13,13,12
38,01077,1189,73,71,69,65,62,57,52
39,01079,351,15,17,18,18,19,18,19
40,01081,2700,179,188,188,186,182,177,173
41,01083,1349,138,146,146,145,143,139,133
42,01085,573,5,3,2,1,1,0,0
43,01087,339,12,8,4,2,1,0,0
44,01089,5447,385,371,372,363,357,351,342
45,01091,565,18,19,16,14,12,9,8
46,01093,580,21,20,20,20,20,20,19
47,01095,3189,206,192,186,179,170,159,149
48,01097,10517,939,978,990,983,985,978,959
49,01099,421,13,8,4,2,1,0,0
50,01101,6835,768,545,452,370,298,241,191
51,01103,2411,163,138,113,90,70,55,43
52,01105,445,6,4,4,4,4,3,3
53,01107,404,27,23,23,23,23,22,22
54,01109,708,32,21,14,8,5,3,1
55,01111,403,8,3,3,2,2,1,1
56,01113,1387,120,120,110,96,84,73,62
57,01115,1354,106,111,109,105,100,96,87
58,01117,3309,245,253,245,234,225,211,199
59,01119,364,0,0,0,0,0,0,0
60,01121,1048,113,107,102,94,86,76,68
61,01123,865,20,21,21,20,19,18,17
62,01125,4230,242,242,231,213,199,183,167
63,01127,1539,40,30,21,15,10,7,5
64,01129,443,58,47,32,20,12,7,4
65,01131,432,13,10,7,6,4,3,2
66,01133,457,15,13,13,12,11,11,11
67,02013,2,,,,,,,NaN
68,02016,4,,,,,,,NaN
69,02020,2198,254,198,165,134,106,82,65
70,02050,23,0,0,0,0,0,0,0
71,02060,10,1,0,0,0,0,0,0
72,02068,1,,,,,,,NaN
