,County,228,234,241,248
0,01001,1377,56,49,49
1,01003,4569,230,170,138
2,01005,616,,,NaN
3,01007,555,,,NaN
4,01009,1065,57,42,33
5,01011,545,,,NaN
6,01013,857,35,38,47
7,01015,2558,255,273,277
8,01017,855,,,NaN
9,01019,365,,,NaN
10,01021,1157,152,169,204
11,01023,324,,,NaN
12,01025,927,,,NaN
13,01027,396,60,80,98
14,01029,233,36,34,25
15,01031,975,23,13,8
16,01033,1476,61,47,38
17,01035,434,,,NaN
18,01037,109,30,35,42
19,01039,815,,,NaN
20,01041,399,,,NaN
21,01043,1456,28,12,9
22,01045,1027,22,11,7
23,01047,1441,,,NaN
24,01049,2105,51,41,34
25,01051,2105,103,104,105
26,01053,1247,24,17,11
27,01055,2754,89,61,42
28,01057,314,,,NaN
29,01059,1593,82,70,65
30,01061,398,15,8,7
31,01063,282,,,NaN
32,01065,536,,,NaN
33,01067,345,,,NaN
34,01069,1912,71,52,33
35,01071,1318,40,31,22
36,01073,16590,1058,1009,1058
37,01075,282,,,NaN
38,01077,1470,66,59,50
39,01079,502,73,88,106
40,01081,3488,416,474,632
41,01083,1703,80,66,57
42,01085,603,,,NaN
43,01087,409,,,NaN
44,01089,6575,492,668,877
45,01091,644,,,NaN
46,01093,733,29,21,15
47,01095,3497,19,8,7
48,01097,12272,267,182,119
49,01099,436,,,NaN
50,01101,7916,204,152,120
51,01103,2884,109,78,65
52,01105,483,,,NaN
53,01107,545,,,NaN
54,01109,849,29,22,19
55,01111,494,35,29,27
56,01113,1561,21,11,7
57,01115,1707,70,55,43
58,01117,4306,455,487,607
59,01119,403,,,NaN
60,01121,1303,,,NaN
61,01123,941,,,NaN
62,01125,5311,222,171,144
63,01127,1926,110,119,128
64,01129,499,,,NaN
65,01131,474,,,NaN
66,01133,569,32,26,24
67,02013,2,0,0,0
68,02016,6,0,0,0
69,02020,3284,345,374,381
70,02050,67,0,0,0
71,02060,10,0,0,0
72,02068,2,0,0,0
73,02070,5,0,0,0
74,02090,747,149,207,279
75,02100,4,0,0,0
76,02105,0,0,0,0
77,02110,193,11,7,7
78,02122,421,11,13,9
79,02130,47,0,0,0
