,County,368,374,381,388,395,402,409,416,423
0,01001,5376,200,195,192,186,180,173,165,158
1,01003,17256,771,488,342,263,218,190,171,157
2,01005,1827,,,,,,,,NaN
3,01007,2223,87,101,105,105,101,97,92,87
4,01009,5473,139,89,61,43,30,22,16,11
5,01011,1035,,,,,,,,NaN
6,01013,1744,,,,,,,,NaN
7,01015,11521,378,319,286,262,243,227,213,199
8,01017,3042,202,176,159,149,142,136,131,125
9,01019,1657,,,,,,,,NaN
10,01021,3454,77,59,50,44,40,36,34,31
11,01023,519,,,,,,,,NaN
12,01025,3002,153,101,74,59,50,45,42,39
13,01027,1305,,,,,,,,NaN
14,01029,1218,,,,,,,,NaN
15,01031,4624,189,136,109,93,83,75,69,64
16,01033,5499,155,107,83,68,59,53,48,44
17,01035,979,,,,,,,,NaN
18,01037,636,,,,,,,,NaN
19,01039,3396,121,132,137,138,137,134,131,127
20,01041,1240,,,,,,,,NaN
21,01043,8274,276,303,311,307,296,283,269,254
22,01045,4107,139,118,107,98,92,86,81,76
23,01047,3132,97,92,89,85,81,77,73,69
24,01049,7894,191,178,168,159,149,141,132,124
25,01051,8214,314,188,125,92,73,61,53,47
26,01053,3354,159,124,106,96,89,84,79,75
27,01055,12107,385,364,324,283,244,210,180,155
28,01057,1786,,,,,,,,NaN
29,01059,3749,75,54,43,37,32,29,27,25
30,01061,2115,,,,,,,,NaN
31,01063,779,,,,,,,,NaN
32,01065,1852,,,,,,,,NaN
33,01067,1599,,,,,,,,NaN
34,01069,9009,357,238,171,130,103,84,70,59
35,01071,6015,185,159,144,132,123,115,108,101
36,01073,64681,2242,1587,1255,1060,935,845,775,715
37,01075,1202,,,,,,,,NaN
38,01077,7871,260,173,129,104,89,79,71,65
39,01079,2541,90,62,47,39,34,30,28,26
40,01081,13205,660,522,443,396,365,342,324,306
41,01083,8349,359,364,363,356,345,333,319,305
42,01085,1155,,,,,,,,NaN
43,01087,1223,,,,,,,,NaN
44,01089,28310,1157,938,824,749,693,647,607,569
45,01091,2093,,,,,,,,NaN
46,01093,2537,64,33,18,9,5,2,1,0
47,01095,10471,248,227,213,200,188,177,167,157
48,01097,31620,1260,1090,996,927,870,820,773,729
49,01099,1524,,,,,,,,NaN
50,01101,19954,980,943,914,891,869,846,822,798
51,01103,12639,353,259,216,193,178,168,159,151
52,01105,1000,,,,,,,,NaN
53,01107,1996,,,,,,,,NaN
54,01109,2625,130,103,89,81,76,72,69,67
55,01111,1464,,,,,,,,NaN
56,01113,3575,258,221,196,183,176,170,166,163
57,01115,7854,250,167,125,102,87,77,70,63
58,01117,19335,709,535,446,391,353,325,301,280
59,01119,905,,,,,,,,NaN
60,01121,6481,284,262,248,236,224,212,201,190
61,01123,3149,453,299,208,161,136,122,114,109
62,01125,21525,829,766,704,661,627,599,574,550
63,01127,6036,159,180,191,195,193,189,184,177
64,01129,1423,,,,,,,,NaN
65,01131,1079,,,,,,,,NaN
66,01133,2336,60,32,19,11,7,4,3,2
67,02013,71,,,,,,,,NaN
68,02016,293,,,,,,,,NaN
