,State,228,234,241,248,255,262
0,Washington,77235,2680,2376,2107,1867,1654
1,Illinois,251515,19232,21408,23780,26352,29126
2,California,738856,32673,29569,26739,24163,21821
3,Arizona,205767,1589,1087,743,508,348
4,Massachusetts,122562,2916,3039,3166,3296,3430
5,Wisconsin,81193,4811,4666,4521,4377,4234
6,Texas,658202,30985,27844,24998,22423,20097
7,Nebraska,35886,2506,2673,2846,3025,3209
8,Utah,54660,3403,3927,4517,5188,5945
9,Oregon,28044,1554,1469,1388,1311,1238
10,Florida,646431,18245,14962,12262,10045,8225
11,New York,439501,4621,4615,4608,4600,4591
12,Rhode Island,22243,876,941,1011,1084,1161
13,Georgia,283199,13859,12569,11385,10300,9310
14,New Hampshire,7447,51,31,19,13,10
15,North Carolina,181517,8424,7918,7438,6981,6547
16,New Jersey,194058,2959,3081,3205,3334,3466
17,Colorado,59251,1456,1260,1089,942,814
18,Maryland,112119,3051,2722,2427,2164,1928
19,Nevada,71610,2982,2599,2263,1969,1712
20,Tennessee,164126,7391,6531,5767,5087,4484
21,Hawaii,9855,1804,1876,1948,2019,2090
22,Indiana,99804,7131,7376,7620,7861,8099
23,Kentucky,52774,4704,4822,4938,5050,5158
24,Minnesota,80587,5452,5619,5784,5947,6108
25,Oklahoma,63607,4601,4429,4258,4089,3922
26,Pennsylvania,143824,4815,4686,4559,4434,4310
27,South Carolina,124952,4185,3620,3128,2702,2333
28,District of Columbia,14279,312,287,263,242,222
29,Kansas,45830,4025,4185,4343,4501,4655
30,Missouri,94492,7646,7427,7204,6979,6752
31,Vermont,1648,66,71,76,81,87
32,Virginia,126877,6458,6319,6178,6036,5892
33,Connecticut,53365,955,1007,1060,1116,1175
34,Iowa,70215,9533,11901,14777,18224,22288
35,Louisiana,152868,2643,2020,1543,1178,899
36,Ohio,130558,6860,6631,6407,6186,5969
37,Michigan,117191,5629,5756,5881,6005,6127
38,South Dakota,15109,2473,2758,3015,3290,3573
39,Arkansas,65377,3040,2757,2498,2261,2045
40,Delaware,18043,477,446,416,389,363
41,Mississippi,86888,3627,3169,2767,2413,2103
42,New Mexico,26107,610,513,431,362,305
43,North Dakota,13631,2302,2770,3317,3948,4665
44,Wyoming,4032,244,238,232,226,221
45,Alaska,5760,394,363,335,309,284
46,Maine,4683,175,186,198,210,223
47,Alabama,132314,5493,4826,4236,3715,3255
48,Idaho,33664,1932,1764,1609,1467,1336
49,Montana,8264,854,867,878,889,900
50,Puerto Rico,34533,2124,1798,1522,1288,1090
51,Virgin Islands,1181,NaN,NaN,NaN,NaN,NaN
52,Guam,1619,NaN,NaN,NaN,NaN,NaN
53,West Virginia,11418,950,969,988,1007,1026
54,Northern Mariana Islands,58,NaN,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN
