,State,326,332,339,346,353,360
0,Washington,202063,21118,22290,23435,24547,25611
1,Illinois,848904,56037,50987,46180,41654,37431
2,California,1585378,271793,366577,486993,634059,804075
3,Arizona,408442,58181,73271,90835,110424,131066
4,Massachusetts,290578,42498,52086,63136,75507,88855
5,Wisconsin,468956,24591,21224,18244,15628,13348
6,Texas,1481899,97882,103400,108739,113808,118519
7,Nebraska,148861,8651,7307,6147,5153,4308
8,Utah,233904,19792,19328,18733,18025,17222
9,Oregon,93853,10731,11124,11490,11831,12141
10,Florida,1125931,84056,95935,108816,122558,136941
11,New York,774767,95030,120450,151240,187663,229449
12,Rhode Island,70818,11949,13935,15935,17814,19413
13,Georgia,542838,48446,59681,72907,88154,105270
14,New Hampshire,30956,8483,11643,15762,20943,27141
15,North Carolina,436595,47652,57007,67669,79584,92578
16,New Jersey,400650,38058,41279,44505,47668,50700
17,Colorado,288193,27298,25408,23536,21701,19923
18,Maryland,234647,22297,24779,27386,30088,32839
19,Nevada,186833,24559,28481,32589,36720,40659
20,Tennessee,454305,44886,49636,54339,58835,62942
21,Hawaii,19588,737,751,766,780,795
22,Indiana,425434,48076,49157,49795,49966,49662
23,Kentucky,223103,29402,32785,36193,39514,42618
24,Minnesota,378823,25832,21300,17485,14309,11679
25,Oklahoma,237668,21368,21438,21364,21147,20793
26,Pennsylvania,495099,95583,118190,144154,172894,203213
27,South Carolina,252206,24930,31769,40097,49999,61410
28,District of Columbia,24874,2287,2745,3276,3884,4569
29,Kansas,188460,18443,18456,18322,18046,17637
30,Missouri,353178,23114,21503,19925,18395,16924
31,Vermont,5753,1495,1993,2644,3485,4555
32,Virginia,281909,29889,35681,42346,49906,58333
33,Connecticut,146761,26592,32650,39547,47114,55029
34,Iowa,256249,9265,7149,5504,4230,3247
35,Louisiana,268613,23338,27387,31873,36738,41877
36,Ohio,562727,82000,88155,93829,98821,102925
37,Michigan,465159,38719,34935,31399,28125,25117
38,South Dakota,91038,4597,3922,3329,2814,2370
39,Arkansas,185702,12931,13051,13101,13080,12989
40,Delaware,45460,7443,9410,11720,14326,17115
41,Mississippi,179447,15306,17331,19464,21661,23860
42,New Mexico,119800,10662,9573,8550,7602,6732
43,North Dakota,87871,3542,2834,2258,1794,1421
44,Wyoming,39360,2172,1656,1258,954,723
45,Alaska,41143,4760,4836,4872,4868,4824
46,Maine,15923,2580,3079,3663,4341,5123
47,Alabama,295631,33390,41722,51451,62416,74219
48,Idaho,121179,11232,11636,11952,12170,12282
49,Montana,73303,4721,4109,3562,3077,2649
50,Puerto Rico,62431,6910,7784,8762,9855,11073
51,Virgin Islands,1791,NaN,NaN,NaN,NaN,NaN
52,Guam,7079,NaN,NaN,NaN,NaN,NaN
53,West Virginia,63217,11737,13912,16310,18876,21521
54,Northern Mariana Islands,113,NaN,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN
