,State,312,318,325,332,339,346
0,Washington,162700,24840,32224,41537,53104,67182
1,Illinois,720114,55331,44435,35773,28676,22944
2,California,1215455,129467,168924,218963,281415,357730
3,Arizona,325995,35715,46067,58836,74201,92098
4,Massachusetts,224964,21605,23820,26163,28594,31084
5,Wisconsin,409054,24042,16934,11922,8372,5872
6,Texas,1225118,74125,71523,68715,65850,62940
7,Nebraska,126466,10858,8993,7432,6112,5011
8,Utah,193809,16783,14413,12368,10558,8983
9,Oregon,74119,12946,16776,21612,27629,34977
10,Florida,992660,74155,89345,106997,127212,149946
11,New York,641161,62047,81773,107066,138983,178411
12,Rhode Island,53954,9616,11860,14380,17075,19776
13,Georgia,469516,22108,21598,21057,20477,19871
14,New Hampshire,20516,3222,3527,3855,4198,4554
15,North Carolina,361778,30692,35521,40921,46892,53405
16,New Jersey,334114,26438,25239,23854,22506,21169
17,Colorado,228772,28717,25544,22680,20034,17635
18,Maryland,196447,13112,11719,10389,9203,8138
19,Nevada,150527,19776,24069,28955,34348,40070
20,Tennessee,366518,35966,40421,45060,49777,54437
21,Hawaii,18138,695,704,714,723,731
22,Indiana,333312,28737,21798,16170,12027,8920
23,Kentucky,176925,20690,21432,22054,22556,22926
24,Minnesota,312969,36970,32600,28646,25012,21738
25,Oklahoma,195545,32240,40666,50482,61432,72959
26,Pennsylvania,360944,73172,97011,127101,163949,207261
27,South Carolina,216129,13507,15619,17985,20610,23487
28,District of Columbia,21448,1642,2019,2473,3013,3649
29,Kansas,155500,15967,13791,11736,9966,8429
30,Missouri,302409,22299,17459,13435,10353,7959
31,Vermont,4100,397,303,230,174,132
32,Virginia,235942,20251,24000,28332,33294,38914
33,Connecticut,112581,20651,26670,34050,42838,52905
34,Iowa,228690,13319,9353,6598,4637,3257
35,Louisiana,232245,21512,29075,38903,51353,66585
36,Ohio,414432,94034,122086,155938,195053,237643
37,Michigan,378152,41564,36142,31294,27004,23240
38,South Dakota,79900,6533,5736,4996,4324,3721
39,Arkansas,156247,16400,19039,21906,24946,28074
40,Delaware,35251,4594,5943,7616,9642,12022
41,Mississippi,151785,10652,11943,13318,14762,16251
42,New Mexico,95417,15726,15818,15648,15365,14947
43,North Dakota,78658,5491,4313,3372,2623,2033
44,Wyoming,32489,3536,2732,2095,1602,1222
45,Alaska,32065,4541,4766,4960,5118,5234
46,Maine,11508,921,708,546,420,323
47,Alabama,247229,16062,17338,18630,19919,21185
48,Idaho,100484,8729,8314,7888,7443,6989
49,Montana,61801,8262,8450,8555,8574,8505
50,Puerto Rico,51702,6179,7145,8257,9533,10997
51,Virgin Islands,1544,NaN,NaN,NaN,NaN,NaN
52,Guam,6768,NaN,NaN,NaN,NaN,NaN
53,West Virginia,46997,9691,12160,15107,18536,22398
54,Northern Mariana Islands,105,NaN,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN
