,State,361,367,374,381,388,395
0,Washington,289939,17200,16572,15922,15255,14577
1,Illinois,1068829,30947,27379,24153,21252,18657
2,California,2991731,264200,250783,235473,218817,201385
3,Arizona,673882,63854,65919,67088,67290,66507
4,Massachusetts,470140,40761,41665,42258,42522,42445
5,Wisconsin,568166,14551,12709,11072,9625,8351
6,Texas,2127111,153900,159326,163114,165087,165147
7,Nebraska,181978,3990,3352,2806,2343,1951
8,Utah,323837,15602,14660,13684,12692,11704
9,Oregon,133205,7408,7082,6753,6424,6096
10,Florida,1571279,116939,125297,133023,139850,145517
11,New York,1242561,118215,125967,132534,137583,140838
12,Rhode Island,104443,5650,5255,4858,4465,4083
13,Georgia,815995,71646,76269,79781,81930,82548
14,New Hampshire,56864,4922,4783,4630,4463,4287
15,North Carolina,674637,63233,67946,72277,76059,79132
16,New Jersey,627221,40913,40636,40056,39189,38060
17,Colorado,374981,11667,10100,8724,7522,6474
18,Maryland,326445,19703,19839,19877,19817,19659
19,Nevada,261573,12543,11577,10617,9681,8781
20,Tennessee,685321,36615,33137,29739,26489,23435
21,Hawaii,24595,1151,1216,1284,1353,1425
22,Indiana,590211,27207,24963,22803,20745,18804
23,Kentucky,326674,20739,20234,19584,18809,17930
24,Minnesota,446380,9659,7845,6360,5149,4164
25,Oklahoma,354979,23683,23262,22625,21795,20802
26,Pennsylvania,770985,42968,38689,34596,30744,27170
27,South Carolina,388184,38418,42187,45581,48390,50416
28,District of Columbia,33851,2074,2150,2219,2280,2331
29,Kansas,258354,11239,10381,9548,8748,7985
30,Missouri,449379,14593,13181,11864,10647,9528
31,Vermont,10057,1602,1861,2153,2480,2841
32,Virginia,439305,43470,47757,52010,56106,59903
33,Connecticut,223422,14509,14085,13608,13087,12529
34,Iowa,305151,8563,8032,7491,6948,6412
35,Louisiana,368980,23439,24094,24530,24728,24681
36,Ohio,826754,44904,41564,38322,35207,32238
37,Michigan,581785,14016,11824,9962,8385,7051
38,South Dakota,105544,1893,1579,1314,1092,907
39,Arkansas,271154,17906,17097,16211,15247,14234
40,Delaware,70294,4918,4813,4676,4510,4321
41,Mississippi,252475,18190,18883,19399,19717,19822
42,New Mexico,163637,7017,6286,5608,4986,4419
43,North Dakota,95864,846,643,489,371,282
44,Wyoming,49363,1391,1168,978,818,683
45,Alaska,51938,1411,1198,1015,860,728
46,Maine,33559,5376,6154,7003,7913,8872
47,Alabama,422598,35768,37213,38137,38481,38220
48,Idaho,155554,4929,4368,3858,3398,2986
49,Montana,89393,2434,2106,1818,1567,1348
50,Puerto Rico,87381,6060,6171,6253,6306,6327
51,Virgin Islands,2260,NaN,NaN,NaN,NaN,NaN
52,Guam,7474,NaN,NaN,NaN,NaN,NaN
53,West Virginia,108821,9269,9099,8855,8546,8181
54,Northern Mariana Islands,128,NaN,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN
