,State,410,416,423,430,437,444
0,Washington,344532,4559,4359,4313,4384,4532
1,Illinois,1198257,11368,10654,9888,9083,8243
2,California,3599250,23726,18952,15297,12397,10026
3,Arizona,826454,8418,7735,7018,6304,5603
4,Massachusetts,591356,9293,8483,7817,7208,6596
5,Wisconsin,621654,3553,2959,2453,2018,1642
6,Texas,2695558,35498,28232,22555,18124,14654
7,Nebraska,203026,1632,1407,1214,1048,902
8,Utah,374850,3161,2698,2296,1940,1621
9,Oregon,157285,1940,1815,1754,1743,1766
10,Florida,1944995,33245,30702,28725,27119,25705
11,New York,1694651,49431,47345,44765,41695,38205
12,Rhode Island,128121,2595,2678,2700,2641,2489
13,Georgia,1023487,14506,12576,11029,9765,8707
14,New Hampshire,76861,1751,1727,1709,1678,1622
15,North Carolina,872176,12883,10748,9105,7861,6929
16,New Jersey,812609,21807,20257,18563,16778,14956
17,Colorado,436612,7249,7232,7308,7434,7566
18,Maryland,387319,4880,4533,4239,3955,3659
19,Nevada,296190,1790,1415,1131,913,744
20,Tennessee,783484,7426,6589,5892,5280,4720
21,Hawaii,28107,264,254,254,263,277
22,Indiana,667262,4615,3973,3461,3033,2661
23,Kentucky,410709,5372,4348,3522,2862,2337
24,Minnesota,490011,5430,5362,5296,5237,5181
25,Oklahoma,428997,3585,2764,2150,1686,1331
26,Pennsylvania,950773,15709,14532,13595,12789,12023
27,South Carolina,525865,6132,4054,2710,1861,1316
28,District of Columbia,41419,704,662,628,600,572
29,Kansas,298188,2088,1786,1554,1367,1207
30,Missouri,498008,2401,1948,1575,1263,1002
31,Vermont,16083,799,864,967,1109,1289
32,Virginia,585700,9008,7646,6660,5967,5487
33,Connecticut,285330,4411,3946,3550,3186,2829
34,Iowa,339672,2873,2547,2251,1975,1713
35,Louisiana,433785,3661,3092,2701,2434,2252
36,Ohio,978471,9231,7323,5802,4601,3660
37,Michigan,656072,11860,13809,16050,18637,21588
38,South Dakota,113589,1217,1257,1276,1272,1243
39,Arkansas,324818,3195,2593,2128,1765,1479
40,Delaware,88354,1433,1320,1233,1162,1097
41,Mississippi,297581,2582,2089,1706,1403,1158
42,New Mexico,186922,1569,1290,1048,839,659
43,North Dakota,100391,563,551,533,509,478
44,Wyoming,54764,436,378,328,284,245
45,Alaska,59285,1025,1023,1013,996,972
46,Maine,45794,909,883,881,890,899
47,Alabama,499819,6697,6878,7052,7223,7379
48,Idaho,172931,1685,1593,1523,1462,1401
49,Montana,100914,816,689,585,502,435
50,Puerto Rico,101327,1114,1116,1161,1240,1344
51,Virgin Islands,2714,NaN,NaN,NaN,NaN,NaN
52,Guam,7749,NaN,NaN,NaN,NaN,NaN
53,West Virginia,133445,1498,1316,1175,1058,954
54,Northern Mariana Islands,145,NaN,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN
