,State,207,213,220,227,234,241
0,Washington,67461,4568,4347,4135,3930,3734
1,Illinois,207412,15619,17851,20365,23185,26333
2,California,623873,47014,43534,40265,37202,34338
3,Arizona,193537,8883,7477,6288,5283,4436
4,Massachusetts,116179,3252,3609,4003,4436,4912
5,Wisconsin,65741,5320,5112,4907,4707,4510
6,Texas,555394,47997,44812,41771,38877,36133
7,Nebraska,30372,2500,2763,3047,3354,3685
8,Utah,46652,2484,2227,1994,1785,1597
9,Oregon,23262,2274,2287,2299,2309,2318
10,Florida,573416,40894,35609,30957,26875,23304
11,New York,425508,4931,4976,5021,5065,5107
12,Rhode Island,20335,838,934,1040,1156,1284
13,Georgia,237030,21559,20580,19603,18635,17681
14,New Hampshire,6988,79,46,32,26,21
15,North Carolina,148906,9404,8670,7986,7351,6761
16,New Jersey,187455,2834,2973,3118,3269,3425
17,Colorado,53157,2337,2042,1784,1558,1360
18,Maryland,100212,4578,4175,3805,3465,3153
19,Nevada,61305,5238,4784,4363,3972,3612
20,Tennessee,133708,11021,9975,9017,8139,7338
21,Hawaii,5042,2919,5026,8593,14518,24038
22,Indiana,80415,7014,7481,7968,8474,9000
23,Kentucky,38930,3676,3498,3324,3157,2996
24,Minnesota,65152,4767,4773,4775,4773,4766
25,Oklahoma,48342,4609,4169,3765,3397,3062
26,Pennsylvania,129070,5384,5205,5030,4859,4692
27,South Carolina,106497,6915,6080,5339,4683,4105
28,District of Columbia,13220,670,749,837,933,1039
29,Kansas,33885,3060,3091,3119,3144,3165
30,Missouri,68196,8222,8094,7954,7805,7648
31,Vermont,1515,62,67,72,78,84
32,Virginia,106687,7702,7808,7907,8000,8085
33,Connecticut,50897,1055,1165,1285,1416,1561
34,Iowa,52447,3142,3054,2965,2876,2787
35,Louisiana,137918,9055,8093,7221,6434,5725
36,Ohio,108287,7435,7057,6693,6345,6012
37,Michigan,102259,5808,6099,6401,6712,7033
38,South Dakota,10274,710,778,851,931,1016
39,Arkansas,52665,5802,6000,6189,6369,6538
40,Delaware,16451,860,916,974,1035,1098
41,Mississippi,72136,5641,5016,4450,3942,3488
42,New Mexico,23408,1032,866,726,609,511
43,North Dakota,8587,911,934,956,977,997
44,Wyoming,3286,486,557,639,731,834
45,Alaska,4259,416,360,311,269,232
46,Maine,4168,92,83,75,68,62
47,Alabama,108433,6823,5652,4675,3864,3191
48,Idaho,27656,3323,3292,3254,3210,3160
49,Montana,5750,892,926,960,995,1030
50,Puerto Rico,26006,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,741,NaN,NaN,NaN,NaN,NaN
52,Guam,502,NaN,NaN,NaN,NaN,NaN
53,West Virginia,8567,1025,1083,1143,1206,1271
54,Northern Mariana Islands,50,NaN,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN
