,State,263,269,276,283,290,297
0,Washington,93035,3235,2854,2544,2261,2010
1,Illinois,322178,12597,12262,11924,11583,11240
2,California,855190,23805,24308,24809,25301,25784
3,Arizona,225575,4480,4911,5379,5886,6434
4,Massachusetts,138903,4822,5537,6352,7277,8326
5,Wisconsin,150236,19084,20533,21968,23399,24795
6,Texas,818426,34087,36509,39043,41684,44424
7,Nebraska,52382,4440,5044,5710,6439,7229
8,Utah,85844,9109,10101,11150,12254,13400
9,Oregon,37255,2310,2153,2004,1865,1735
10,Florida,734491,14120,13246,12419,11635,10895
11,New York,474286,13466,17339,22295,28619,36657
12,Rhode Island,26294,893,930,969,1007,1047
13,Georgia,331409,7104,6318,5616,4989,4430
14,New Hampshire,9143,558,683,836,1021,1247
15,North Carolina,231471,12225,13325,14502,15755,17085
16,New Jersey,213628,6004,7104,8397,9911,11681
17,Colorado,78437,5069,5480,5917,6380,6871
18,Maryland,131357,3741,3707,3670,3632,3592
19,Nevada,85779,5115,6471,8160,10251,12814
20,Tennessee,214717,6902,6073,5342,4694,4122
21,Hawaii,13472,635,612,589,567,545
22,Indiana,134981,9090,10144,11301,12561,13929
23,Kentucky,80292,8189,9441,10855,12441,14205
24,Minnesota,112268,8521,9401,10350,11369,12456
25,Oklahoma,99387,8611,9152,9700,10250,10797
26,Pennsylvania,176781,11128,13788,17061,21071,25963
27,South Carolina,157406,7293,7454,7607,7748,7879
28,District of Columbia,15984,240,224,209,195,182
29,Kansas,65303,4362,4458,4548,4632,4708
30,Missouri,145938,9729,9753,9759,9747,9717
31,Vermont,1868,31,30,29,28,27
32,Virginia,158716,5852,5711,5569,5427,5285
33,Connecticut,60038,1457,1555,1659,1769,1885
34,Iowa,99943,7524,8068,8624,9186,9750
35,Louisiana,172059,2899,2660,2440,2237,2050
36,Ohio,168749,10824,12588,14623,16957,19628
37,Michigan,149453,7967,8618,9312,10051,10835
38,South Dakota,28564,3920,4227,4469,4707,4923
39,Arkansas,92833,6728,7136,7548,7958,8363
40,Delaware,22130,1032,1119,1213,1312,1417
41,Mississippi,104932,4018,4164,4309,4450,4588
42,New Mexico,32983,2118,1943,1673,1460,1269
43,North Dakota,27264,4067,4604,5169,5751,6334
44,Wyoming,7611,987,981,981,977,972
45,Alaska,10697,1468,1873,2382,3015,3793
46,Maine,5720,258,276,295,315,336
47,Alabama,165342,4371,3976,3614,3283,2979
48,Idaho,48066,3476,3120,2820,2538,2282
49,Montana,18702,3726,3974,4092,4219,4325
50,Puerto Rico,53671,3115,2686,2309,1986,1708
51,Virgin Islands,1325,NaN,NaN,NaN,NaN,NaN
52,Guam,2989,NaN,NaN,NaN,NaN,NaN
53,West Virginia,18132,1480,1552,1625,1699,1775
54,Northern Mariana Islands,77,NaN,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN
