,State,389,395,402,409,416
0,Washington,328047,10378,11069,10471,12141
1,Illinois,1162154,14455,15977,18793,28375
2,California,3485841,29127,2491,0,0
3,Arizona,797270,6458,914,0,0
4,Massachusetts,557777,11967,8507,6689,8058
5,Wisconsin,607213,6394,8455,11799,17548
6,Texas,2565258,60185,56941,50110,50085
7,Nebraska,197236,2962,4201,5795,7817
8,Utah,361294,5658,4993,5021,7006
9,Oregon,150281,5089,5559,5356,6316
10,Florida,1827373,44393,40547,41837,51501
11,New York,1539870,51798,38234,33269,36261
12,Rhode Island,120821,2408,1827,1543,1897
13,Georgia,964737,18533,14214,12178,16966
14,New Hampshire,70785,2094,1710,1978,2581
15,North Carolina,821894,23241,19291,16473,16807
16,New Jersey,745987,23321,15000,10446,12067
17,Colorado,413836,8515,9743,11394,13835
18,Maryland,370983,7558,4690,2833,5255
19,Nevada,288348,2527,1025,443,1540
20,Tennessee,757418,13254,13221,14185,18550
21,Hawaii,27058,758,998,1166,1594
22,Indiana,648875,7871,8506,10259,14441
23,Kentucky,388798,10647,10277,9432,10188
24,Minnesota,473567,5842,8171,11410,15642
25,Oklahoma,413542,10913,13548,13545,12914
26,Pennsylvania,896996,22768,16117,13784,19100
27,South Carolina,487293,16714,13856,12129,12550
28,District of Columbia,38918,684,190,0,0
29,Kansas,288475,4351,6636,8088,9875
30,Missouri,487338,5828,11333,16073,21051
31,Vermont,13677,803,913,1134,1423
32,Virginia,549999,19097,14628,11202,11825
33,Connecticut,267337,6752,4592,3974,4831
34,Iowa,329258,4609,6971,8860,12475
35,Louisiana,419891,7859,8718,9889,12606
36,Ohio,939350,17955,18566,21683,28003
37,Michigan,628956,6924,9454,13605,20267
38,South Dakota,110315,1446,2075,2785,3928
39,Arkansas,313028,6754,7927,8138,8671
40,Delaware,83003,2411,1778,1581,2076
41,Mississippi,287436,5339,5900,6948,9224
42,New Mexico,180571,2150,1915,1962,2769
43,North Dakota,98597,715,1273,2098,3217
44,Wyoming,53136,771,1143,1482,1914
45,Alaska,56405,1120,1473,1936,2365
46,Maine,42529,1271,1225,1548,2403
47,Alabama,480931,5986,5452,6424,9007
48,Idaho,167483,2920,3889,4706,6174
49,Montana,97401,1929,2601,3366,4090
50,Puerto Rico,97609,NaN,NaN,NaN,NaN
51,Virgin Islands,2524,NaN,NaN,NaN,NaN
52,Guam,7689,NaN,NaN,NaN,NaN
53,West Virginia,127588,3289,3100,3153,3958
54,Northern Mariana Islands,134,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN
