,State,355,360,367,374,381
0,Washington,3699,235,198,205,178
1,Illinois,19363,863,850,1087,964
2,California,30260,2609,2619,2405,2085
3,Arizona,10147,880,914,1042,913
4,Massachusetts,13151,524,538,531,501
5,Wisconsin,5575,227,219,249,221
6,Texas,30585,1927,1995,2166,1944
7,Nebraska,1772,61,68,63,55
8,Utah,1396,101,74,89,78
9,Oregon,1613,81,87,86,75
10,Florida,23071,912,913,971,914
11,New York,39834,1556,1556,1556,1489
12,Rhode Island,1947,86,85,86,76
13,Georgia,11475,439,444,462,452
14,New Hampshire,869,72,71,69,60
15,North Carolina,7578,471,468,541,482
16,New Jersey,19854,555,555,556,543
17,Colorado,5213,240,240,278,241
18,Maryland,6301,313,347,375,337
19,Nevada,3500,219,217,200,175
20,Tennessee,7865,559,564,560,485
21,Hawaii,308,12,10,14,14
22,Indiana,9016,482,486,590,514
23,Kentucky,2922,194,178,224,197
24,Minnesota,5779,200,186,197,173
25,Oklahoma,2775,190,182,187,164
26,Pennsylvania,17802,1120,1187,1213,1046
27,South Carolina,5826,384,370,428,389
28,District of Columbia,821,27,26,26,24
29,Kansas,3248,266,267,294,250
30,Missouri,6137,316,316,366,324
31,Vermont,156,24,29,26,22
32,Virginia,5393,285,314,296,266
33,Connecticut,6416,246,246,246,224
34,Iowa,4139,172,171,163,144
35,Louisiana,7918,310,300,323,308
36,Ohio,9702,442,437,495,438
37,Michigan,14192,439,439,704,628
38,South Dakota,1585,54,53,49,44
39,Arkansas,4081,295,286,306,265
40,Delaware,986,38,33,42,39
41,Mississippi,5186,279,278,286,258
42,New Mexico,2764,167,171,169,145
43,North Dakota,1352,33,29,30,28
44,Wyoming,489,31,28,36,31
45,Alaska,224,11,3,8,7
46,Maine,438,54,53,66,57
47,Alabama,5347,313,307,308,278
48,Idaho,1544,64,70,69,60
49,Montana,1057,49,73,30,27
50,Puerto Rico,1642,NaN,NaN,NaN,NaN
51,Virgin Islands,24,NaN,NaN,NaN,NaN
52,Guam,124,NaN,NaN,NaN,NaN
53,West Virginia,1594,169,183,179,153
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN
