,Region,592,598,605,612,619
0,Belgium,,31,26,22,17
1,Bulgaria,,440,578,697,816
2,Czechia,,10,10,10,11
3,Denmark,,8,7,6,6
4,Germany,,225,268,294,321
5,Estonia,,10,12,14,16
6,Ireland,,15,14,11,10
7,Greece,,342,412,476,531
8,Spain,,440,360,302,250
9,France,,686,626,544,474
10,Croatia,,55,83,124,182
11,Italy,,418,452,480,520
12,Cyprus,,11,10,8,7
13,Latvia,,11,16,22,33
14,Lithuania,,78,94,110,126
15,Luxembourg,,1,1,1,1
16,Hungary,,8,8,8,9
17,Malta,,3,3,2,2
18,Netherlands,,60,54,45,37
19,Austria,,21,28,34,41
20,Poland,,35,43,53,68
21,Portugal,,69,64,58,53
22,Romania,,248,396,624,964
23,Slovenia,,13,17,23,31
24,Slovakia,,4,5,6,7
25,Finland,,10,10,9,9
26,Sweden,,13,15,18,22
27,United Kingdom,,743,678,552,432
28,Iceland,,1,1,1,0
29,Liechtenstein,,0,0,0,0
30,Norway,,10,13,17,25
31,Switzerland,,47,64,85,112
