,Region,606,612,619,626,633
0,Belgium,,34,28,23,19
1,Bulgaria,,451,434,385,346
2,Czechia,,16,20,24,31
3,Denmark,,14,13,12,11
4,Germany,,305,310,292,277
5,Estonia,,15,16,17,17
6,Ireland,,19,18,16,14
7,Greece,,283,258,230,200
8,Spain,,241,160,118,82
9,France,,429,334,246,185
10,Croatia,,84,101,114,126
11,Italy,,332,303,270,246
12,Cyprus,,6,4,3,2
13,Latvia,,40,54,70,83
14,Lithuania,,116,133,148,156
15,Luxembourg,,1,1,1,1
16,Hungary,,42,62,87,126
17,Malta,,3,2,2,2
18,Netherlands,,44,36,29,23
19,Austria,,62,68,67,61
20,Poland,,73,99,132,180
21,Portugal,,39,29,22,16
22,Romania,,662,836,948,983
23,Slovenia,,32,47,66,87
24,Slovakia,,16,26,39,56
25,Finland,,8,7,6,6
26,Sweden,,39,56,77,98
27,United Kingdom,,858,742,586,443
28,Iceland,,0,0,0,0
29,Liechtenstein,,0,0,0,0
30,Norway,,9,9,10,10
31,Switzerland,,31,26,22,18
