,Region,725,731,738,745,752
0,Belgium,,150,136,117,98
1,Bulgaria,,586,696,786,913
2,Czechia,,278,244,204,178
3,Denmark,,119,108,92,74
4,Germany,,1524,1463,1391,1362
5,Estonia,,32,36,40,42
6,Ireland,,153,146,130,101
7,Greece,,650,659,605,534
8,Spain,,1552,2112,2909,3812
9,France,,2568,3090,3304,3435
10,Croatia,,272,282,280,285
11,Italy,,4341,6411,8666,10846
12,Cyprus,,37,52,67,82
13,Latvia,,84,102,118,138
14,Lithuania,,133,138,138,137
15,Luxembourg,,12,13,13,13
16,Hungary,,322,250,191,150
17,Malta,,13,11,8,6
18,Netherlands,,209,208,191,163
19,Austria,,131,167,197,220
20,Poland,,2005,1860,1694,1589
21,Portugal,,303,322,280,215
22,Romania,,281,298,304,306
23,Slovenia,,77,96,115,130
24,Slovakia,,225,187,153,124
25,Finland,,104,128,149,176
26,Sweden,,168,232,341,450
27,United Kingdom,,1809,1534,1164,838
28,Iceland,,5,7,9,11
29,Liechtenstein,,1,1,1,1
30,Norway,,65,77,88,98
31,Switzerland,,92,75,60,47
