,Region,746,752,759,766,773
0,Belgium,,258,220,162,118
1,Bulgaria,,554,497,400,331
2,Czechia,,400,418,376,307
3,Denmark,,163,139,106,75
4,Germany,,1548,1573,1444,1267
5,Estonia,,51,51,45,37
6,Ireland,,63,47,34,24
7,Greece,,618,524,420,326
8,Spain,,1357,1280,1258,1190
9,France,,2425,2192,1760,1398
10,Croatia,,355,319,270,216
11,Italy,,2732,2466,2157,1845
12,Cyprus,,20,18,15,12
13,Latvia,,128,138,132,117
14,Lithuania,,180,187,173,148
15,Luxembourg,,12,10,8,7
16,Hungary,,478,448,372,306
17,Malta,,14,11,8,6
18,Netherlands,,NaN,NaN,NaN,NaN
19,Austria,,220,208,170,128
20,Poland,,2544,3278,3970,4875
21,Portugal,,404,322,226,150
22,Romania,,761,744,612,449
23,Slovenia,,154,143,115,86
24,Slovakia,,NaN,NaN,NaN,NaN
25,Finland,,68,66,61,58
26,Sweden,,308,298,274,246
27,United Kingdom,,2092,1794,1414,1078
28,Iceland,,3,3,3,2
29,Liechtenstein,,2,2,2,1
30,Norway,,95,108,117,116
31,Switzerland,,89,77,63,51
