,Region,508,514,521,528,535
0,Belgium,,41,28,19,12
1,Bulgaria,,65,46,31,23
2,Czechia,,33,23,16,11
3,Denmark,,5,4,3,3
4,Germany,,394,280,193,136
5,Estonia,,4,3,2,1
6,Ireland,,4,4,3,3
7,Greece,,126,93,66,48
8,Spain,,234,211,190,175
9,France,,349,405,522,789
10,Croatia,,36,24,16,11
11,Italy,,297,213,155,109
12,Cyprus,,4,3,2,2
13,Latvia,,32,27,21,18
14,Lithuania,,28,20,14,10
15,Luxembourg,,1,1,1,0
16,Hungary,,41,23,12,7
17,Malta,,0,0,0,0
18,Netherlands,,31,22,14,10
19,Austria,,18,13,9,7
20,Poland,,255,172,115,78
21,Portugal,,15,18,21,24
22,Romania,,905,912,874,845
23,Slovenia,,11,9,7,5
24,Slovakia,,25,18,13,10
25,Finland,,4,3,2,2
26,Sweden,,42,32,24,19
27,United Kingdom,,115,172,250,387
28,Iceland,,0,0,0,0
29,Liechtenstein,,0,0,0,0
30,Norway,,4,3,2,2
31,Switzerland,,15,11,7,5
