,Region,543,549,556,563,570
0,Belgium,,14,14,13,13
1,Bulgaria,,24,20,16,14
2,Czechia,,11,11,12,14
3,Denmark,,6,9,14,21
4,Germany,,105,95,91,94
5,Estonia,,1,1,2,2
6,Ireland,,16,25,37,62
7,Greece,,90,135,211,344
8,Spain,,318,452,692,988
9,France,,186,262,395,598
10,Croatia,,9,9,9,11
11,Italy,,147,246,436,811
12,Cyprus,,10,14,20,27
13,Latvia,,7,6,4,4
14,Lithuania,,5,6,8,12
15,Luxembourg,,2,3,4,6
16,Hungary,,5,3,2,2
17,Malta,,3,11,26,40
18,Netherlands,,66,137,220,285
19,Austria,,10,16,29,55
20,Poland,,36,27,20,17
21,Portugal,,63,73,81,92
22,Romania,,40,17,7,3
23,Slovenia,,2,2,2,2
24,Slovakia,,4,3,3,2
25,Finland,,6,8,9,12
26,Sweden,,6,5,4,3
27,United Kingdom,,450,568,604,594
28,Iceland,,0,0,0,0
29,Liechtenstein,,0,0,0,0
30,Norway,,2,1,1,1
31,Switzerland,,5,5,5,6
