,Region,536,542,549,556,563
0,Belgium,,14,13,11,11
1,Bulgaria,,24,18,13,10
2,Czechia,,14,15,16,18
3,Denmark,,4,5,6,9
4,Germany,,118,90,67,52
5,Estonia,,1,1,1,1
6,Ireland,,11,13,14,17
7,Greece,,85,138,240,448
8,Spain,,592,874,1306,2038
9,France,,168,179,197,220
10,Croatia,,9,7,6,6
11,Italy,,126,124,114,111
12,Cyprus,,11,23,44,86
13,Latvia,,10,7,5,4
14,Lithuania,,5,4,3,2
15,Luxembourg,,3,5,9,17
16,Hungary,,4,3,2,1
17,Malta,,2,8,31,70
18,Netherlands,,87,340,1144,2822
19,Austria,,9,10,10,12
20,Poland,,38,25,16,11
21,Portugal,,62,88,121,168
22,Romania,,200,116,65,37
23,Slovenia,,2,2,2,2
24,Slovakia,,5,3,3,2
25,Finland,,5,7,9,13
26,Sweden,,16,13,9,7
27,United Kingdom,,382,543,700,835
28,Iceland,,0,0,0,0
29,Liechtenstein,,0,0,0,0
30,Norway,,2,2,2,2
31,Switzerland,,7,7,6,7
