,Region,620,626,633,640,647
0,Belgium,,42,36,31,26
1,Bulgaria,,466,436,395,352
2,Czechia,,29,37,46,57
3,Denmark,,15,14,12,11
4,Germany,,332,311,273,245
5,Estonia,,20,21,22,21
6,Ireland,,25,24,22,22
7,Greece,,198,167,139,115
8,Spain,,139,94,64,46
9,France,,287,222,166,125
10,Croatia,,93,96,97,98
11,Italy,,263,223,186,158
12,Cyprus,,4,3,2,1
13,Latvia,,65,77,86,92
14,Lithuania,,165,185,195,203
15,Luxembourg,,1,1,1,1
16,Hungary,,36,35,34,32
17,Malta,,2,1,1,1
18,Netherlands,,35,29,22,18
19,Austria,,62,58,53,47
20,Poland,,138,184,242,317
21,Portugal,,29,24,19,15
22,Romania,,1653,2243,2782,3152
23,Slovenia,,40,42,42,42
24,Slovakia,,87,143,194,230
25,Finland,,7,7,6,5
26,Sweden,,32,30,31,29
27,United Kingdom,,794,693,562,453
28,Iceland,,0,0,0,0
29,Liechtenstein,,0,0,0,0
30,Norway,,6,5,4,3
31,Switzerland,,33,30,26,23
