,Region,459,465,472,479,486
0,Belgium,,241,206,174,141
1,Bulgaria,,574,472,373,302
2,Czechia,,364,270,193,140
3,Denmark,,17,17,16,16
4,Germany,,1433,1317,1200,1085
5,Estonia,,41,31,24,18
6,Ireland,,38,36,34,34
7,Greece,,501,449,394,338
8,Spain,,1038,1126,1249,1403
9,France,,1896,1720,1505,1330
10,Croatia,,296,294,276,258
11,Italy,,1956,1670,1406,1197
12,Cyprus,,14,16,17,19
13,Latvia,,50,48,45,43
14,Lithuania,,89,92,94,95
15,Luxembourg,,12,10,8,7
16,Hungary,,1181,946,732,576
17,Malta,,4,3,2,2
18,Netherlands,,162,170,175,186
19,Austria,,159,133,106,85
20,Poland,,2588,2070,1570,1193
21,Portugal,,28,28,29,29
22,Romania,,864,700,549,420
23,Slovenia,,41,37,33,29
24,Slovakia,,332,262,200,153
25,Finland,,10,8,6,5
26,Sweden,,322,322,306,293
27,United Kingdom,,134,121,116,110
28,Iceland,,0,0,0,0
29,Liechtenstein,,0,1,1,1
30,Norway,,13,11,9,8
31,Switzerland,,81,76,69,67
