,Region,529,535,542,549,556
0,Belgium,,17,12,9,7
1,Bulgaria,,30,23,17,13
2,Czechia,,13,11,9,9
3,Denmark,,3,3,3,3
4,Germany,,171,121,84,60
5,Estonia,,1,1,1,1
6,Ireland,,12,12,13,16
7,Greece,,69,68,74,86
8,Spain,,164,162,175,181
9,France,,170,150,129,115
10,Croatia,,14,11,9,9
11,Italy,,120,96,79,67
12,Cyprus,,8,21,55,134
13,Latvia,,16,12,9,8
14,Lithuania,,8,5,3,2
15,Luxembourg,,1,1,1,1
16,Hungary,,8,5,3,2
17,Malta,,0,0,0,1
18,Netherlands,,13,13,15,18
19,Austria,,8,6,4,3
20,Poland,,74,50,33,23
21,Portugal,,40,57,79,110
22,Romania,,492,352,244,166
23,Slovenia,,3,1,1,0
24,Slovakia,,9,6,4,3
25,Finland,,5,7,10,15
26,Sweden,,14,10,7,5
27,United Kingdom,,266,406,600,818
28,Iceland,,0,0,0,0
29,Liechtenstein,,0,0,0,0
30,Norway,,2,2,2,2
31,Switzerland,,6,4,2,2
