,Region,634,640,647,654,661
0,Belgium,,54,50,43,39
1,Bulgaria,,574,569,544,525
2,Czechia,,50,67,88,113
3,Denmark,,14,14,14,14
4,Germany,,356,340,311,296
5,Estonia,,36,40,43,46
6,Ireland,,26,27,28,30
7,Greece,,218,216,211,208
8,Spain,,114,80,62,46
9,France,,208,168,132,110
10,Croatia,,122,136,141,152
11,Italy,,192,160,133,111
12,Cyprus,,3,3,3,3
13,Latvia,,106,132,155,181
14,Lithuania,,226,243,249,245
15,Luxembourg,,2,2,2,2
16,Hungary,,66,67,67,67
17,Malta,,1,1,0,0
18,Netherlands,,45,47,48,47
19,Austria,,65,60,54,47
20,Poland,,301,422,586,843
21,Portugal,,55,61,65,70
22,Romania,,2752,3038,3116,3091
23,Slovenia,,28,25,21,18
24,Slovakia,,118,128,122,114
25,Finland,,12,12,12,12
26,Sweden,,25,20,16,13
27,United Kingdom,,823,773,692,592
28,Iceland,,0,0,0,0
29,Liechtenstein,,0,0,0,0
30,Norway,,5,4,4,3
31,Switzerland,,20,15,11,8
