,Region,599,605,612,619,626
0,Belgium,,39,37,33,30
1,Bulgaria,,428,480,510,552
2,Czechia,,10,11,12,13
3,Denmark,,15,15,15,16
4,Germany,,283,340,392,446
5,Estonia,,10,12,14,16
6,Ireland,,21,20,18,17
7,Greece,,298,307,299,296
8,Spain,,301,220,164,121
9,France,,550,446,348,274
10,Croatia,,92,143,216,326
11,Italy,,382,372,360,352
12,Cyprus,,9,7,6,4
13,Latvia,,25,39,60,92
14,Lithuania,,91,108,127,146
15,Luxembourg,,2,2,2,2
16,Hungary,,21,29,41,57
17,Malta,,3,3,3,3
18,Netherlands,,43,36,30,24
19,Austria,,40,53,72,94
20,Poland,,47,60,77,102
21,Portugal,,53,45,38,32
22,Romania,,416,610,826,1076
23,Slovenia,,18,24,32,42
24,Slovakia,,8,13,21,35
25,Finland,,10,8,7,7
26,Sweden,,12,13,14,14
27,United Kingdom,,849,830,763,704
28,Iceland,,0,0,0,0
29,Liechtenstein,,0,0,0,0
30,Norway,,10,12,14,18
31,Switzerland,,30,25,21,18
