,Region,571,577,584,591,598
0,Belgium,,22,20,16,13
1,Bulgaria,,110,196,326,566
2,Czechia,,7,6,6,6
3,Denmark,,7,7,8,9
4,Germany,,114,123,131,142
5,Estonia,,5,7,10,16
6,Ireland,,18,20,21,23
7,Greece,,150,184,226,275
8,Spain,,510,595,690,793
9,France,,666,946,1290,1765
10,Croatia,,15,17,21,25
11,Italy,,340,456,600,790
12,Cyprus,,13,12,9,9
13,Latvia,,4,4,4,5
14,Lithuania,,31,53,89,148
15,Luxembourg,,2,2,2,2
16,Hungary,,5,5,5,5
17,Malta,,2,2,2,1
18,Netherlands,,32,26,20,15
19,Austria,,13,17,20,25
20,Poland,,19,22,24,29
21,Portugal,,81,68,54,42
22,Romania,,42,57,71,79
23,Slovenia,,4,5,7,9
24,Slovakia,,4,4,4,4
25,Finland,,12,16,21,29
26,Sweden,,5,6,7,8
27,United Kingdom,,495,429,346,268
28,Iceland,,1,3,5,9
29,Liechtenstein,,0,0,0,0
30,Norway,,4,6,7,10
31,Switzerland,,17,25,40,62
