,Region,732,738,745,752,759
0,Belgium,,209,216,195,170
1,Bulgaria,,689,816,892,982
2,Czechia,,319,346,365,389
3,Denmark,,139,131,112,87
4,Germany,,1642,1746,1795,1842
5,Estonia,,40,47,50,48
6,Ireland,,104,79,57,40
7,Greece,,636,570,473,375
8,Spain,,1697,2135,2483,3030
9,France,,2646,2820,2694,2425
10,Croatia,,330,359,384,400
11,Italy,,4304,5298,6157,6838
12,Cyprus,,37,42,46,50
13,Latvia,,102,132,161,183
14,Lithuania,,147,165,175,179
15,Luxembourg,,16,18,21,23
16,Hungary,,470,462,432,423
17,Malta,,17,14,11,8
18,Netherlands,,242,250,224,185
19,Austria,,168,213,230,222
20,Poland,,2628,3094,3576,4240
21,Portugal,,374,358,294,216
22,Romania,,487,744,917,993
23,Slovenia,,118,148,161,150
24,Slovakia,,312,318,302,279
25,Finland,,41,33,26,21
26,Sweden,,252,351,470,566
27,United Kingdom,,1714,1376,998,719
28,Iceland,,4,4,5,5
29,Liechtenstein,,1,2,2,2
30,Norway,,103,135,176,222
31,Switzerland,,98,85,72,60
