,Region,704,710,717,724,731
0,Belgium,,173,118,76,48
1,Bulgaria,,375,306,242,190
2,Czechia,,510,399,292,215
3,Denmark,,35,25,18,12
4,Germany,,1652,1287,959,712
5,Estonia,,23,21,19,18
6,Ireland,,86,96,104,109
7,Greece,,513,449,387,328
8,Spain,,516,692,914,1184
9,France,,1349,1470,1570,1692
10,Croatia,,292,251,210,177
11,Italy,,1518,2044,2706,3612
12,Cyprus,,12,12,13,14
13,Latvia,,54,43,34,27
14,Lithuania,,142,143,139,132
15,Luxembourg,,7,5,4,4
16,Hungary,,489,332,215,140
17,Malta,,6,10,15,21
18,Netherlands,,234,172,120,83
19,Austria,,131,85,54,34
20,Poland,,2498,2232,1904,1648
21,Portugal,,121,116,106,95
22,Romania,,274,200,144,103
23,Slovenia,,49,38,28,22
24,Slovakia,,350,267,192,139
25,Finland,,42,40,37,34
26,Sweden,,41,47,54,60
27,United Kingdom,,960,892,760,624
28,Iceland,,1,1,1,1
29,Liechtenstein,,1,1,1,1
30,Norway,,55,54,53,52
31,Switzerland,,121,102,83,68
