,Region,452,458,465,472,479
0,Belgium,,228,174,121,85
1,Bulgaria,,668,557,453,369
2,Czechia,,462,336,238,170
3,Denmark,,14,14,14,15
4,Germany,,1358,1313,1210,1095
5,Estonia,,52,42,32,25
6,Ireland,,41,34,28,23
7,Greece,,542,515,479,437
8,Spain,,1013,1062,1160,1247
9,France,,1975,1866,1696,1643
10,Croatia,,302,322,336,345
11,Italy,,2265,1906,1546,1268
12,Cyprus,,18,22,26,30
13,Latvia,,54,55,54,54
14,Lithuania,,84,90,95,101
15,Luxembourg,,18,16,13,12
16,Hungary,,1470,1260,1042,863
17,Malta,,5,4,4,3
18,Netherlands,,176,187,197,210
19,Austria,,192,167,138,117
20,Poland,,3146,2738,2306,1950
21,Portugal,,35,36,36,38
22,Romania,,880,732,584,462
23,Slovenia,,41,36,31,27
24,Slovakia,,413,355,290,229
25,Finland,,12,10,7,6
26,Sweden,,375,402,408,436
27,United Kingdom,,142,118,100,90
28,Iceland,,0,0,0,0
29,Liechtenstein,,0,0,1,1
30,Norway,,14,12,10,8
31,Switzerland,,92,84,76,72
