,Region,515,521,528,535,542
0,Belgium,,32,21,14,10
1,Bulgaria,,52,38,27,20
2,Czechia,,30,22,15,11
3,Denmark,,4,3,2,1
4,Germany,,305,217,147,102
5,Estonia,,3,2,1,1
6,Ireland,,17,20,23,28
7,Greece,,94,68,48,35
8,Spain,,165,128,105,90
9,France,,304,309,330,376
10,Croatia,,25,17,11,8
11,Italy,,194,132,88,60
12,Cyprus,,3,2,2,2
13,Latvia,,28,23,18,15
14,Lithuania,,20,14,9,7
15,Luxembourg,,1,0,0,0
16,Hungary,,25,14,8,4
17,Malta,,0,0,0,0
18,Netherlands,,18,12,8,6
19,Austria,,13,9,6,4
20,Poland,,170,114,74,50
21,Portugal,,25,34,48,68
22,Romania,,448,300,192,120
23,Slovenia,,7,5,3,2
24,Slovakia,,20,14,9,6
25,Finland,,3,2,2,2
26,Sweden,,20,13,9,6
27,United Kingdom,,132,178,240,330
28,Iceland,,0,0,0,0
29,Liechtenstein,,0,0,0,0
30,Norway,,3,2,2,2
31,Switzerland,,9,6,4,3
