,Region,578,584,591,598,605
0,Belgium,,28,30,31,33
1,Bulgaria,,212,384,677,1210
2,Czechia,,8,8,8,8
3,Denmark,,6,7,7,7
4,Germany,,123,134,143,160
5,Estonia,,4,6,7,10
6,Ireland,,19,20,20,22
7,Greece,,181,220,260,305
8,Spain,,396,317,280,218
9,France,,702,866,1024,1222
10,Croatia,,20,24,30,37
11,Italy,,398,503,626,786
12,Cyprus,,14,12,10,9
13,Latvia,,5,6,8,10
14,Lithuania,,48,76,119,182
15,Luxembourg,,2,1,1,1
16,Hungary,,6,6,6,6
17,Malta,,3,2,2,2
18,Netherlands,,36,31,26,22
19,Austria,,13,15,18,23
20,Poland,,19,22,25,29
21,Portugal,,74,66,59,53
22,Romania,,82,117,140,153
23,Slovenia,,7,10,15,22
24,Slovakia,,3,4,4,4
25,Finland,,13,15,19,22
26,Sweden,,9,12,18,27
27,United Kingdom,,565,530,472,424
28,Iceland,,1,1,2,2
29,Liechtenstein,,0,0,0,1
30,Norway,,5,6,8,10
31,Switzerland,,25,39,58,89
