,State,348,353,360,367,374,381,388,395,402
0,Washington,3482,277,277,277,277,277,277,277,277
1,Illinois,18412,990,990,990,990,990,990,990,990
2,California,26880,2324,2324,2324,2324,2324,2324,2324,2324
3,Arizona,9064,637,637,637,637,637,637,637,637
4,Massachusetts,12671,492,492,492,492,492,492,492,492
5,Wisconsin,5269,227,227,227,227,227,227,227,227
6,Texas,28551,1422,1422,1422,1422,1422,1422,1422,1422
7,Nebraska,1682,110,110,110,110,110,110,110,110
8,Utah,1305,82,82,82,82,82,82,82,82
9,Oregon,1506,70,70,70,70,70,70,70,70
10,Florida,22090,755,755,755,755,755,755,755,755
11,New York,38599,987,987,987,987,987,987,987,987
12,Rhode Island,1855,73,73,73,73,73,73,73,73
13,Georgia,10971,275,275,275,275,275,275,275,275
14,New Hampshire,781,68,68,68,68,68,68,68,68
15,North Carolina,6941,366,366,366,366,366,366,366,366
16,New Jersey,19225,574,574,574,574,574,574,574,574
17,Colorado,4944,320,320,320,320,320,320,320,320
18,Maryland,6027,287,287,287,287,287,287,287,287
19,Nevada,3206,206,206,206,206,206,206,206,206
20,Tennessee,7168,527,527,527,527,527,527,527,527
21,Hawaii,289,4,4,4,4,4,4,4,4
22,Indiana,8514,609,609,609,609,609,609,609,609
23,Kentucky,2749,164,164,164,164,164,164,164,164
24,Minnesota,5502,270,270,270,270,270,270,270,270
25,Oklahoma,2552,170,170,170,170,170,170,170,170
26,Pennsylvania,16335,1321,1321,1321,1321,1321,1321,1321,1321
27,South Carolina,5484,261,261,261,261,261,261,261,261
28,District of Columbia,797,30,30,30,30,30,30,30,30
29,Kansas,2890,369,369,369,369,369,369,369,369
30,Missouri,5736,247,247,247,247,247,247,247,247
31,Vermont,144,18,18,18,18,18,18,18,18
32,Virginia,5132,277,277,277,277,277,277,277,277
33,Connecticut,6168,308,308,308,308,308,308,308,308
34,Iowa,3992,203,203,203,203,203,203,203,203
35,Louisiana,7585,216,216,216,216,216,216,216,216
36,Ohio,9143,541,541,541,541,541,541,541,541
37,Michigan,13391,616,616,616,616,616,616,616,616
38,South Dakota,1513,55,55,55,55,55,55,55,55
39,Arkansas,3800,288,288,288,288,288,288,288,288
40,Delaware,937,35,35,35,35,35,35,35,35
41,Mississippi,4884,275,275,275,275,275,275,275,275
42,New Mexico,2574,218,218,218,218,218,218,218,218
43,North Dakota,1312,46,46,46,46,46,46,46,46
44,Wyoming,438,65,65,65,65,65,65,65,65
45,Alaska,218,15,15,15,15,15,15,15,15
46,Maine,361,39,39,39,39,39,39,39,39
47,Alabama,4878,187,187,187,187,187,187,187,187
48,Idaho,1459,94,94,94,94,94,94,94,94
49,Montana,975,52,52,52,52,52,52,52,52
50,Puerto Rico,1555,94,94,94,94,94,94,94,94
51,Virgin Islands,24,0,0,0,0,0,0,0,0
52,Guam,122,1,1,1,1,1,1,1,1
53,West Virginia,1396,120,120,120,120,120,120,120,120
54,Northern Mariana Islands,2,0,0,0,0,0,0,0,0
55,American Samoa,0,0,0,0,0,0,0,0,0
