,State,166,171,178,185,192
0,Washington,1369,44,44,44,44
1,Illinois,7026,141,141,141,141
2,California,6441,435,435,435,435
3,Arizona,1829,237,237,237,237
4,Massachusetts,8198,131,131,131,131
5,Wisconsin,796,19,19,19,19
6,Texas,3062,219,219,219,219
7,Nebraska,283,17,17,17,17
8,Utah,190,14,14,14,14
9,Oregon,215,11,11,11,11
10,Florida,3778,312,312,312,312
11,New York,32261,219,219,219,219
12,Rhode Island,960,33,33,33,33
13,Georgia,2878,81,81,81,81
14,New Hampshire,382,12,12,12,12
15,North Carolina,1432,69,69,69,69
16,New Jersey,15229,241,241,241,241
17,Colorado,1691,27,27,27,27
18,Maryland,3246,79,79,79,79
19,Nevada,537,30,30,30,30
20,Tennessee,652,53,53,53,53
21,Hawaii,19,1,1,1,1
22,Indiana,2698,71,71,71,71
23,Kentucky,593,31,31,31,31
24,Minnesota,1511,51,51,51,51
25,Oklahoma,399,14,14,14,14
26,Pennsylvania,6754,146,146,146,146
27,South Carolina,827,102,102,102,102
28,District of Columbia,561,9,9,9,9
29,Kansas,285,15,15,15,15
30,Missouri,1051,36,36,36,36
31,Vermont,56,0,0,0,0
32,Virginia,1853,125,125,125,125
33,Connecticut,4338,24,24,24,24
34,Iowa,723,17,17,17,17
35,Louisiana,3296,88,88,88,88
36,Ohio,2927,103,103,103,103
37,Michigan,6221,65,65,65,65
38,South Dakota,97,6,6,6,6
39,Arkansas,292,27,27,27,27
40,Delaware,512,5,5,5,5
41,Mississippi,1114,72,72,72,72
42,New Mexico,515,22,22,22,22
43,North Dakota,80,2,2,2,2
44,Wyoming,20,0,0,0,0
45,Alaska,16,2,2,2,2
46,Maine,109,3,3,3,3
47,Alabama,1007,88,88,88,88
48,Idaho,94,2,2,2,2
49,Montana,23,1,1,1,1
50,Puerto Rico,155,3,3,3,3
51,Virgin Islands,6,0,0,0,0
52,Guam,5,0,0,0,0
53,West Virginia,95,1,1,1,1
54,Northern Mariana Islands,2,0,0,0,0
55,American Samoa,0,0,0,0,0
