,County,572,577,584,591,598,605,612,619,626
0,01001,NaN,186,186,186,186,186,186,186,186
1,01003,NaN,1531,1531,1531,1531,1531,1531,1531,1531
2,01005,NaN,122,122,122,122,122,122,122,122
3,01007,NaN,105,105,105,105,105,105,105,105
4,01009,NaN,191,191,191,191,191,191,191,191
5,01011,NaN,29,29,29,29,29,29,29,29
6,01013,NaN,80,80,80,80,80,80,80,80
7,01015,NaN,422,422,422,422,422,422,422,422
8,01017,NaN,137,137,137,137,137,137,137,137
9,01019,NaN,66,66,66,66,66,66,66,66
10,01021,NaN,111,111,111,111,111,111,111,111
11,01023,NaN,5,5,5,5,5,5,5,5
12,01025,NaN,90,90,90,90,90,90,90,90
13,01027,NaN,31,31,31,31,31,31,31,31
14,01029,NaN,39,39,39,39,39,39,39,39
15,01031,NaN,382,382,382,382,382,382,382,382
16,01033,NaN,229,229,229,229,229,229,229,229
17,01035,NaN,61,61,61,61,61,61,61,61
18,01037,NaN,27,27,27,27,27,27,27,27
19,01039,NaN,191,191,191,191,191,191,191,191
20,01041,NaN,62,62,62,62,62,62,62,62
21,01043,NaN,335,335,335,335,335,335,335,335
22,01045,NaN,416,416,416,416,416,416,416,416
23,01047,NaN,86,86,86,86,86,86,86,86
24,01049,NaN,246,246,246,246,246,246,246,246
25,01051,NaN,302,302,302,302,302,302,302,302
26,01053,NaN,282,282,282,282,282,282,282,282
27,01055,NaN,458,458,458,458,458,458,458,458
28,01057,NaN,54,54,54,54,54,54,54,54
29,01059,NaN,125,125,125,125,125,125,125,125
30,01061,NaN,168,168,168,168,168,168,168,168
31,01063,NaN,18,18,18,18,18,18,18,18
32,01065,NaN,53,53,53,53,53,53,53,53
33,01067,NaN,114,114,114,114,114,114,114,114
34,01069,NaN,575,575,575,575,575,575,575,575
35,01071,NaN,122,122,122,122,122,122,122,122
36,01073,NaN,2716,2716,2716,2716,2716,2716,2716,2716
37,01075,NaN,31,31,31,31,31,31,31,31
38,01077,NaN,294,294,294,294,294,294,294,294
39,01079,NaN,72,72,72,72,72,72,72,72
40,01081,NaN,571,571,571,571,571,571,571,571
41,01083,NaN,341,341,341,341,341,341,341,341
42,01085,NaN,26,26,26,26,26,26,26,26
43,01087,NaN,36,36,36,36,36,36,36,36
44,01089,NaN,965,965,965,965,965,965,965,965
45,01091,NaN,53,53,53,53,53,53,53,53
46,01093,NaN,117,117,117,117,117,117,117,117
47,01095,NaN,446,446,446,446,446,446,446,446
48,01097,NaN,3304,3304,3304,3304,3304,3304,3304,3304
49,01099,NaN,135,135,135,135,135,135,135,135
50,01101,NaN,766,766,766,766,766,766,766,766
51,01103,NaN,331,331,331,331,331,331,331,331
52,01105,NaN,24,24,24,24,24,24,24,24
53,01107,NaN,73,73,73,73,73,73,73,73
54,01109,NaN,113,113,113,113,113,113,113,113
55,01111,NaN,62,62,62,62,62,62,62,62
56,01113,NaN,158,158,158,158,158,158,158,158
57,01115,NaN,363,363,363,363,363,363,363,363
58,01117,NaN,776,776,776,776,776,776,776,776
59,01119,NaN,22,22,22,22,22,22,22,22
60,01121,NaN,279,279,279,279,279,279,279,279
61,01123,NaN,169,169,169,169,169,169,169,169
62,01125,NaN,547,547,547,547,547,547,547,547
63,01127,NaN,254,254,254,254,254,254,254,254
64,01129,NaN,96,96,96,96,96,96,96,96
65,01131,NaN,14,14,14,14,14,14,14,14
66,01133,NaN,91,91,91,91,91,91,91,91
67,02013,NaN,12,12,12,12,12,12,12,12
68,02016,NaN,4,4,4,4,4,4,4,4
69,02020,NaN,954,954,954,954,954,954,954,954
70,02050,NaN,24,24,24,24,24,24,24,24
71,02060,NaN,0,0,0,0,0,0,0,0
72,02068,NaN,9,9,9,9,9,9,9,9
73,02070,NaN,27,27,27,27,27,27,27,27
74,02090,NaN,123,123,123,123,123,123,123,123
75,02100,NaN,26,26,26,26,26,26,26,26
76,02105,NaN,0,0,0,0,0,0,0,0
77,02110,NaN,102,102,102,102,102,102,102,102
78,02122,NaN,266,266,266,266,266,266,266,266
79,02130,NaN,98,98,98,98,98,98,98,98
80,02150,NaN,77,77,77,77,77,77,77,77
81,02158,NaN,17,17,17,17,17,17,17,17
82,02164,NaN,16,16,16,16,16,16,16,16
83,02170,NaN,244,244,244,244,244,244,244,244
84,02180,NaN,40,40,40,40,40,40,40,40
85,02185,NaN,35,35,35,35,35,35,35,35
86,02188,NaN,14,14,14,14,14,14,14,14
87,02195,NaN,9,9,9,9,9,9,9,9
88,02198,NaN,27,27,27,27,27,27,27,27
89,02220,NaN,47,47,47,47,47,47,47,47
90,02230,NaN,2,2,2,2,2,2,2,2
91,02240,NaN,10,10,10,10,10,10,10,10
92,02261,NaN,0,0,0,0,0,0,0,0
93,02275,NaN,5,5,5,5,5,5,5,5
94,02282,NaN,0,0,0,0,0,0,0,0
95,02290,NaN,7,7,7,7,7,7,7,7
96,04001,NaN,172,172,172,172,172,172,172,172
97,04003,NaN,131,131,131,131,131,131,131,131
98,04005,NaN,302,302,302,302,302,302,302,302
99,04007,NaN,149,149,149,149,149,149,149,149
100,04009,NaN,81,81,81,81,81,81,81,81
101,04011,NaN,18,18,18,18,18,18,18,18
102,04012,NaN,25,25,25,25,25,25,25,25
103,04013,NaN,13125,13125,13125,13125,13125,13125,13125,13125
104,04015,NaN,687,687,687,687,687,687,687,687
105,04017,NaN,254,254,254,254,254,254,254,254
106,04019,NaN,1523,1523,1523,1523,1523,1523,1523,1523
107,04021,NaN,1507,1507,1507,1507,1507,1507,1507,1507
108,04023,NaN,63,63,63,63,63,63,63,63
109,04025,NaN,580,580,580,580,580,580,580,580
110,04027,NaN,377,377,377,377,377,377,377,377
111,05001,NaN,127,127,127,127,127,127,127,127
112,05003,NaN,96,96,96,96,96,96,96,96
113,05005,NaN,202,202,202,202,202,202,202,202
114,05007,NaN,1156,1156,1156,1156,1156,1156,1156,1156
115,05009,NaN,201,201,201,201,201,201,201,201
116,05011,NaN,30,30,30,30,30,30,30,30
117,05013,NaN,9,9,9,9,9,9,9,9
118,05015,NaN,149,149,149,149,149,149,149,149
119,05017,NaN,31,31,31,31,31,31,31,31
120,05019,NaN,80,80,80,80,80,80,80,80
121,05021,NaN,67,67,67,67,67,67,67,67
122,05023,NaN,140,140,140,140,140,140,140,140
123,05025,NaN,36,36,36,36,36,36,36,36
124,05027,NaN,79,79,79,79,79,79,79,79
125,05029,NaN,94,94,94,94,94,94,94,94
126,05031,NaN,733,733,733,733,733,733,733,733
127,05033,NaN,258,258,258,258,258,258,258,258
128,05035,NaN,298,298,298,298,298,298,298,298
129,05037,NaN,84,84,84,84,84,84,84,84
130,05039,NaN,22,22,22,22,22,22,22,22
131,05041,NaN,47,47,47,47,47,47,47,47
132,05043,NaN,58,58,58,58,58,58,58,58
133,05045,NaN,592,592,592,592,592,592,592,592
134,05047,NaN,117,117,117,117,117,117,117,117
135,05049,NaN,62,62,62,62,62,62,62,62
136,05051,NaN,601,601,601,601,601,601,601,601
137,05053,NaN,112,112,112,112,112,112,112,112
138,05055,NaN,354,354,354,354,354,354,354,354
139,05057,NaN,94,94,94,94,94,94,94,94
140,05059,NaN,232,232,232,232,232,232,232,232
141,05061,NaN,58,58,58,58,58,58,58,58
142,05063,NaN,189,189,189,189,189,189,189,189
143,05065,NaN,62,62,62,62,62,62,62,62
144,05067,NaN,90,90,90,90,90,90,90,90
145,05069,NaN,301,301,301,301,301,301,301,301
146,05071,NaN,114,114,114,114,114,114,114,114
147,05073,NaN,36,36,36,36,36,36,36,36
148,05075,NaN,83,83,83,83,83,83,83,83
149,05077,NaN,44,44,44,44,44,44,44,44
150,05079,NaN,51,51,51,51,51,51,51,51
151,05081,NaN,82,82,82,82,82,82,82,82
152,05083,NaN,89,89,89,89,89,89,89,89
153,05085,NaN,356,356,356,356,356,356,356,356
154,05087,NaN,104,104,104,104,104,104,104,104
155,05089,NaN,78,78,78,78,78,78,78,78
156,05091,NaN,186,186,186,186,186,186,186,186
157,05093,NaN,170,170,170,170,170,170,170,170
158,05095,NaN,35,35,35,35,35,35,35,35
159,05097,NaN,29,29,29,29,29,29,29,29
160,05099,NaN,33,33,33,33,33,33,33,33
161,05101,NaN,26,26,26,26,26,26,26,26
162,05103,NaN,96,96,96,96,96,96,96,96
163,05105,NaN,54,54,54,54,54,54,54,54
164,05107,NaN,125,125,125,125,125,125,125,125
165,05109,NaN,44,44,44,44,44,44,44,44
166,05111,NaN,186,186,186,186,186,186,186,186
167,05113,NaN,82,82,82,82,82,82,82,82
168,05115,NaN,471,471,471,471,471,471,471,471
169,05117,NaN,45,45,45,45,45,45,45,45
170,05119,NaN,1752,1752,1752,1752,1752,1752,1752,1752
171,05121,NaN,74,74,74,74,74,74,74,74
172,05123,NaN,77,77,77,77,77,77,77,77
173,05125,NaN,551,551,551,551,551,551,551,551
174,05127,NaN,27,27,27,27,27,27,27,27
175,05129,NaN,39,39,39,39,39,39,39,39
176,05131,NaN,601,601,601,601,601,601,601,601
177,05133,NaN,115,115,115,115,115,115,115,115
178,05135,NaN,112,112,112,112,112,112,112,112
179,05137,NaN,50,50,50,50,50,50,50,50
180,05139,NaN,106,106,106,106,106,106,106,106
181,05141,NaN,63,63,63,63,63,63,63,63
182,05143,NaN,1374,1374,1374,1374,1374,1374,1374,1374
183,05145,NaN,602,602,602,602,602,602,602,602
184,05147,NaN,66,66,66,66,66,66,66,66
185,05149,NaN,100,100,100,100,100,100,100,100
186,06001,NaN,2255,2255,2255,2255,2255,2255,2255,2255
187,06003,NaN,0,0,0,0,0,0,0,0
188,06005,NaN,167,167,167,167,167,167,167,167
189,06007,NaN,487,487,487,487,487,487,487,487
190,06009,NaN,145,145,145,145,145,145,145,145
191,06011,NaN,78,78,78,78,78,78,78,78
192,06013,NaN,2293,2293,2293,2293,2293,2293,2293,2293
193,06015,NaN,222,222,222,222,222,222,222,222
194,06017,NaN,435,435,435,435,435,435,435,435
195,06019,NaN,2096,2096,2096,2096,2096,2096,2096,2096
196,06021,NaN,70,70,70,70,70,70,70,70
197,06023,NaN,469,469,469,469,469,469,469,469
198,06025,NaN,250,250,250,250,250,250,250,250
199,06027,NaN,11,11,11,11,11,11,11,11
200,06029,NaN,2094,2094,2094,2094,2094,2094,2094,2094
201,06031,NaN,602,602,602,602,602,602,602,602
202,06033,NaN,254,254,254,254,254,254,254,254
203,06035,NaN,80,80,80,80,80,80,80,80
204,06037,NaN,23678,23678,23678,23678,23678,23678,23678,23678
205,06039,NaN,290,290,290,290,290,290,290,290
206,06041,NaN,350,350,350,350,350,350,350,350
207,06043,NaN,77,77,77,77,77,77,77,77
208,06045,NaN,375,375,375,375,375,375,375,375
209,06047,NaN,797,797,797,797,797,797,797,797
210,06049,NaN,4,4,4,4,4,4,4,4
211,06051,NaN,38,38,38,38,38,38,38,38
212,06053,NaN,456,456,456,456,456,456,456,456
213,06055,NaN,202,202,202,202,202,202,202,202
214,06057,NaN,482,482,482,482,482,482,482,482
215,06059,NaN,5172,5172,5172,5172,5172,5172,5172,5172
216,06061,NaN,901,901,901,901,901,901,901,901
217,06063,NaN,37,37,37,37,37,37,37,37
218,06065,NaN,5802,5802,5802,5802,5802,5802,5802,5802
219,06067,NaN,3699,3699,3699,3699,3699,3699,3699,3699
220,06069,NaN,105,105,105,105,105,105,105,105
221,06071,NaN,5753,5753,5753,5753,5753,5753,5753,5753
222,06073,NaN,8615,8615,8615,8615,8615,8615,8615,8615
223,06075,NaN,1537,1537,1537,1537,1537,1537,1537,1537
224,06077,NaN,1827,1827,1827,1827,1827,1827,1827,1827
225,06079,NaN,887,887,887,887,887,887,887,887
226,06081,NaN,995,995,995,995,995,995,995,995
227,06083,NaN,825,825,825,825,825,825,825,825
228,06085,NaN,2211,2211,2211,2211,2211,2211,2211,2211
229,06087,NaN,408,408,408,408,408,408,408,408
230,06089,NaN,409,409,409,409,409,409,409,409
231,06091,NaN,12,12,12,12,12,12,12,12
232,06093,NaN,152,152,152,152,152,152,152,152
233,06095,NaN,816,816,816,816,816,816,816,816
234,06097,NaN,933,933,933,933,933,933,933,933
235,06099,NaN,1616,1616,1616,1616,1616,1616,1616,1616
236,06101,NaN,364,364,364,364,364,364,364,364
237,06103,NaN,198,198,198,198,198,198,198,198
238,06105,NaN,31,31,31,31,31,31,31,31
239,06107,NaN,752,752,752,752,752,752,752,752
240,06109,NaN,236,236,236,236,236,236,236,236
241,06111,NaN,1366,1366,1366,1366,1366,1366,1366,1366
242,06113,NaN,462,462,462,462,462,462,462,462
243,06115,NaN,294,294,294,294,294,294,294,294
244,08001,NaN,754,754,754,754,754,754,754,754
245,08003,NaN,26,26,26,26,26,26,26,26
246,08005,NaN,877,877,877,877,877,877,877,877
247,08007,NaN,38,38,38,38,38,38,38,38
248,08009,NaN,8,8,8,8,8,8,8,8
249,08011,NaN,4,4,4,4,4,4,4,4
250,08013,NaN,341,341,341,341,341,341,341,341
251,08014,NaN,101,101,101,101,101,101,101,101
252,08015,NaN,16,16,16,16,16,16,16,16
253,08017,NaN,7,7,7,7,7,7,7,7
