,State,474,479,486,493,500
0,Washington,NaN,10217,5627,6660,7957
1,Illinois,NaN,16260,9218,8651,8180
2,California,NaN,14617,6229,6095,5866
3,Arizona,NaN,4597,3269,2949,2644
4,Massachusetts,NaN,5700,6465,12697,38698
5,Wisconsin,NaN,4811,3165,3423,3746
6,Texas,NaN,13547,8223,8387,8526
7,Nebraska,NaN,1194,1036,1275,1617
8,Utah,NaN,2222,1553,1497,1556
9,Oregon,NaN,4619,3216,3733,4364
10,Florida,NaN,21362,18972,18840,18931
11,New York,NaN,14459,12081,10809,10139
12,Rhode Island,NaN,990,967,2199,7704
13,Georgia,NaN,5322,5876,6372,6757
14,New Hampshire,NaN,785,553,659,1172
15,North Carolina,NaN,8996,7716,9621,11533
16,New Jersey,NaN,3065,2306,2077,2988
17,Colorado,NaN,8213,7982,8463,9150
18,Maryland,NaN,3044,2254,1957,1794
19,Nevada,NaN,2427,1542,1783,1979
20,Tennessee,NaN,4461,3212,4198,6272
21,Hawaii,NaN,663,423,355,333
22,Indiana,NaN,7169,4983,5872,7029
23,Kentucky,NaN,3158,3206,3835,4383
24,Minnesota,NaN,9455,5986,6856,7854
25,Oklahoma,NaN,94,312,491,9889
26,Pennsylvania,NaN,11906,6743,5538,4544
27,South Carolina,NaN,3502,3629,3845,4077
28,District of Columbia,NaN,NaN,NaN,NaN,NaN
29,Kansas,NaN,1131,972,1237,1542
30,Missouri,NaN,4695,5094,5508,7033
31,Vermont,NaN,418,164,135,142
32,Virginia,NaN,3994,2774,2251,1859
33,Connecticut,NaN,3117,2213,2954,4127
34,Iowa,NaN,1585,771,519,539
35,Louisiana,NaN,3371,2253,2907,3525
36,Ohio,NaN,9082,5223,5074,4913
37,Michigan,NaN,26575,17619,22900,32803
38,South Dakota,NaN,373,225,281,353
39,Arkansas,NaN,1350,816,860,860
40,Delaware,NaN,1023,965,935,946
41,Mississippi,NaN,1088,1198,1731,2177
42,New Mexico,NaN,1756,1105,1170,1669
43,North Dakota,NaN,488,696,786,876
44,Wyoming,NaN,492,425,591,789
45,Alaska,NaN,757,536,817,1164
46,Maine,NaN,2326,1417,1595,1794
47,Alabama,NaN,2306,1506,1090,791
48,Idaho,NaN,991,633,717,812
49,Montana,NaN,900,430,406,378
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,2218,1032,711,537
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN
