,County,558,563,570,577,584
0,01001,NaN,164,157,160,199
1,01003,NaN,1536,1315,1299,976
2,01005,NaN,67,74,65,78
3,01007,NaN,93,83,74,94
4,01009,NaN,175,186,183,240
5,01011,NaN,9,14,18,12
6,01013,NaN,57,67,58,101
7,01015,NaN,285,327,335,326
8,01017,NaN,110,119,99,82
9,01019,NaN,54,55,69,65
10,01021,NaN,113,130,109,141
11,01023,NaN,6,7,9,15
12,01025,NaN,81,62,53,56
13,01027,NaN,36,37,37,44
14,01029,NaN,25,26,28,39
15,01031,NaN,270,340,211,184
16,01033,NaN,132,142,117,129
17,01035,NaN,32,36,35,47
18,01037,NaN,26,24,28,27
19,01039,NaN,158,184,124,134
20,01041,NaN,41,54,42,42
21,01043,NaN,294,312,271,253
22,01045,NaN,314,302,192,183
23,01047,NaN,54,65,59,55
24,01049,NaN,215,252,194,187
25,01051,NaN,278,322,134,233
26,01053,NaN,191,203,199,155
27,01055,NaN,323,364,240,445
28,01057,NaN,27,33,37,39
29,01059,NaN,132,125,134,171
30,01061,NaN,109,113,103,70
31,01063,NaN,14,21,15,18
32,01065,NaN,37,56,37,66
33,01067,NaN,87,92,61,56
34,01069,NaN,544,509,380,252
35,01071,NaN,155,165,175,145
36,01073,NaN,2157,2434,1744,1865
37,01075,NaN,17,21,24,24
38,01077,NaN,266,284,217,262
39,01079,NaN,64,76,59,73
40,01081,NaN,457,501,448,426
41,01083,NaN,261,272,204,245
42,01085,NaN,11,13,21,32
43,01087,NaN,37,40,27,41
44,01089,NaN,899,939,905,783
45,01091,NaN,43,50,31,41
46,01093,NaN,77,91,96,92
47,01095,NaN,325,372,287,317
48,01097,NaN,3063,2705,1698,2572
49,01099,NaN,85,94,102,70
50,01101,NaN,492,539,418,518
51,01103,NaN,240,292,250,344
52,01105,NaN,9,11,8,16
53,01107,NaN,32,36,57,68
54,01109,NaN,73,96,57,65
55,01111,NaN,61,68,78,59
56,01113,NaN,117,151,127,142
57,01115,NaN,260,269,228,331
58,01117,NaN,730,877,641,602
59,01119,NaN,20,20,22,34
