,State,299,304,311,318,325
0,Washington,131532,11870,11861,11336,11182
1,Illinois,585248,84591,88299,86586,87358
2,California,1041690,53735,52747,52725,53512
3,Arizona,276912,15614,15455,15939,15945
4,Massachusetts,190439,16601,16711,16533,16811
5,Wisconsin,334562,47427,44682,47243,46465
6,Texas,1082600,67289,67329,67019,67225
7,Nebraska,101601,14304,14386,13898,14050
8,Utah,155779,21092,21130,21906,21802
9,Oregon,57646,6457,6589,6365,6302
10,Florida,889864,38004,37947,37589,37516
11,New York,563690,31229,31045,31219,31092
12,Rhode Island,43923,5146,5092,5216,5294
13,Georgia,426236,20375,20628,21534,24790
14,New Hampshire,15040,2043,2079,2045,1969
15,North Carolina,314207,17806,17793,17755,17878
16,New Jersey,281493,22335,21741,21923,22460
17,Colorado,167713,31852,32231,32528,31403
18,Maryland,167656,11149,11506,11428,11990
19,Nevada,122099,10148,10209,9940,10120
20,Tennessee,318888,26932,27902,29311,29625
21,Hawaii,16853,672,679,658,685
22,Indiana,256744,38551,39190,38779,39696
23,Kentucky,139097,16663,16349,15820,15889
24,Minnesota,231018,42223,40253,42474,43688
25,Oklahoma,156857,18811,18412,17483,17824
26,Pennsylvania,275235,32224,31993,31676,32226
27,South Carolina,196617,9171,9328,9316,9379
28,District of Columbia,19064,954,976,961,937
29,Kansas,124687,18072,18143,17794,17284
30,Missouri,248715,35165,34734,36367,35249
31,Vermont,3008,498,532,541,513
32,Virginia,204637,9888,9782,9694,9668
33,Connecticut,93284,10397,10216,10594,10575
34,Iowa,189597,33116,31766,30680,32752
35,Louisiana,205057,9918,9652,9209,9101
36,Ohio,305364,44861,43673,42349,40993
37,Michigan,288954,47090,45965,46112,44746
38,South Dakota,66278,10334,10257,10409,10354
39,Arkansas,134348,11382,11385,11214,10997
40,Delaware,29200,2214,2191,2110,2039
41,Mississippi,134898,7528,7572,7768,7415
42,New Mexico,65454,9526,9410,9470,9452
43,North Dakota,64885,9656,9546,9501,9564
44,Wyoming,23193,5300,5340,5422,5106
45,Alaska,24399,3792,3809,3878,3932
46,Maine,9117,1184,1183,1182,1228
47,Alabama,219232,12889,12481,12292,11988
48,Idaho,83344,9122,9165,9156,9129
49,Montana,48027,6949,6961,6958,6957
50,Puerto Rico,43016,4209,4228,4243,4056
51,Virgin Islands,1434,44,48,52,50
52,Guam,5924,814,828,795,775
53,West Virginia,34460,5148,5270,5181,5057
54,Northern Mariana Islands,103,1,2,2,2
55,American Samoa,0,0,0,0,0
