,State,242,248,255,262,269
0,Washington,82548,2901,2767,2745,2787
1,Illinois,276443,15230,16232,17590,19294
2,California,786168,28927,28895,29826,32409
3,Arizona,214021,3734,3602,3628,3840
4,Massachusetts,127540,2842,3104,3423,3817
5,Wisconsin,101227,8012,7708,7604,7663
6,Texas,713007,26804,25867,25961,27423
7,Nebraska,41083,2798,2896,2994,3081
8,Utah,63772,3622,3422,3305,3268
9,Oregon,30801,1233,1158,1099,1064
10,Florida,683754,18638,17591,17301,18035
11,New York,449900,5345,5884,6601,7623
12,Rhode Island,23620,1892,2097,2548,2496
13,Georgia,306155,12130,11765,11897,12295
14,New Hampshire,7947,254,264,279,292
15,North Carolina,199085,9011,8798,8908,9285
16,New Jersey,199762,3010,3293,3645,4065
17,Colorado,64837,2721,2762,2834,2905
18,Maryland,120156,5027,5226,5528,5973
19,Nevada,75804,2443,2220,2114,2078
20,Tennessee,183514,10633,10046,9755,9777
21,Hawaii,11403,617,506,430,381
22,Indiana,111505,6745,6687,6777,6983
23,Kentucky,61542,8021,7517,7064,6827
24,Minnesota,90017,5728,5875,6145,6442
25,Oklahoma,76807,5844,5262,4825,4514
26,Pennsylvania,154867,6080,6235,6481,6901
27,South Carolina,137708,6072,5535,5318,5226
28,District of Columbia,14955,418,439,459,479
29,Kansas,52700,4121,3972,3824,3716
30,Missouri,114170,9618,8755,8268,7973
31,Vermont,1715,35,32,30,29
32,Virginia,140395,8168,8337,8676,9211
33,Connecticut,55527,2072,2031,2231,2527
34,Iowa,80410,6296,6252,6283,6390
35,Louisiana,161219,11399,10021,9444,9466
36,Ohio,144309,7778,7710,7745,7923
37,Michigan,128087,6133,6120,6268,6500
38,South Dakota,18696,1835,1806,1762,1735
39,Arkansas,75723,4855,4446,4247,4153
40,Delaware,19566,876,893,920,935
41,Mississippi,93364,3840,3724,3677,3725
42,New Mexico,27579,929,925,926,941
43,North Dakota,17958,2269,2167,2090,2005
44,Wyoming,4872,354,324,303,286
45,Alaska,6822,456,373,317,284
46,Maine,5077,215,214,217,219
47,Alabama,144962,6873,6605,6480,6568
48,Idaho,37491,2541,2132,1854,1617
49,Montana,10299,727,564,456,390
50,Puerto Rico,41838,NaN,NaN,NaN,NaN
51,Virgin Islands,1269,NaN,NaN,NaN,NaN
52,Guam,2074,NaN,NaN,NaN,NaN
53,West Virginia,14062,1363,1215,1109,1024
54,Northern Mariana Islands,68,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN
