,State,445,451,458,465,472,479,486,493,500
0,Washington,376230,8174,7728,7384,7104,6841,6660,6511,6408
1,Illinois,1279663,20635,20036,19687,19401,19161,18996,18874,18741
2,California,3700471,18718,18258,18058,17884,17737,17578,17461,17347
3,Arizona,849561,5982,5864,5818,5793,5757,5734,5706,5690
4,Massachusetts,659569,15204,14909,14747,14613,14491,14411,14318,14249
5,Wisconsin,645514,8030,7674,7434,7258,7106,6980,6893,6824
6,Texas,2826977,19038,18214,17601,17034,16500,16031,15623,15270
7,Nebraska,214207,3073,2960,2866,2792,2739,2688,2666,2636
8,Utah,390104,2682,2533,2439,2370,2304,2242,2202,2175
9,Oregon,170568,3392,3275,3199,3150,3105,3065,3041,3020
10,Florida,2124233,39172,37422,36292,35308,34506,33938,33404,32991
11,New York,1956594,51172,49330,48153,47235,46515,45934,45450,45077
12,Rhode Island,141097,2455,2409,2375,2350,2326,2310,2294,2281
13,Georgia,1073792,7762,7353,6982,6650,6362,6123,5896,5751
14,New Hampshire,88854,2838,2801,2792,2783,2773,2765,2755,2754
15,North Carolina,929406,10916,10299,9783,9326,8935,8608,8320,8079
16,New Jersey,953490,29665,29141,28702,28337,28077,27840,27635,27487
17,Colorado,478678,10190,9942,9749,9604,9500,9426,9346,9280
18,Maryland,426730,9738,9474,9286,9134,9004,8914,8830,8762
19,Nevada,308024,1861,1785,1743,1695,1661,1621,1591,1569
20,Tennessee,822085,5948,5570,5256,4984,4744,4543,4372,4228
21,Hawaii,32067,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
22,Indiana,698692,7629,7358,7159,6978,6827,6692,6598,6512
23,Kentucky,433085,4328,4180,4052,3950,3836,3760,3687,3636
24,Minnesota,542053,15415,15204,15064,14942,14811,14703,14613,14556
25,Oklahoma,442805,2784,2663,2566,2484,2413,2346,2281,2219
26,Pennsylvania,1073924,29385,28262,27352,26679,26071,25600,25256,24921
27,South Carolina,562691,6292,5825,5446,5110,4816,4566,4371,4179
28,District of Columbia,45830,1043,1027,1014,1005,996,987,985,983
29,Kansas,305773,1941,1817,1721,1639,1567,1520,1478,1435
30,Missouri,588626,3816,3688,3601,3510,3439,3370,3315,3264
31,Vermont,21202,1153,1139,1133,1125,1122,1119,1117,1114
32,Virginia,635552,9523,9253,9046,8839,8680,8539,8433,8337
33,Connecticut,321586,7594,7444,7316,7224,7142,7092,7049,7010
34,Iowa,357019,3651,3480,3340,3217,3104,3014,2928,2864
35,Louisiana,448838,3194,3123,3085,3033,2990,2961,2942,2912
36,Ohio,1039455,14499,13966,13620,13332,13071,12898,12726,12621
37,Michigan,820404,55117,54086,53656,53142,52739,52351,51942,51568
38,South Dakota,119705,1434,1398,1376,1356,1338,1333,1323,1315
39,Arkansas,332153,1312,1260,1218,1178,1138,1102,1074,1049
40,Delaware,98570,1969,1913,1873,1838,1810,1786,1771,1756
41,Mississippi,307449,1069,1026,992,960,930,902,878,858
42,New Mexico,193368,1650,1612,1586,1569,1550,1542,1533,1522
43,North Dakota,104745,1024,1003,990,981,972,969,963,960
44,Wyoming,56873,514,484,460,444,430,416,407,402
45,Alaska,64782,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
46,Maine,53960,2071,2007,1967,1929,1904,1881,1863,1847
47,Alabama,518899,2387,2290,2221,2150,2097,2042,1991,1948
48,Idaho,183153,1880,1828,1792,1762,1737,1715,1694,1690
49,Montana,106183,1804,1573,1399,1255,1144,1050,972,906
50,Puerto Rico,115299,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,2971,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,7837,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,146169,2190,2101,2029,1966,1911,1869,1825,1800
54,Northern Mariana Islands,160,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
