,Region,487,493,500,507,514
0,Belgium,,16431,15894,14846,14348
1,Bulgaria,,2730,2512,2268,2160
2,Czechia,,5334,4792,4132,3826
3,Denmark,,5297,5475,5790,6089
4,Germany,,56014,50888,46220,42604
5,Estonia,,1544,1432,1288,1186
6,Ireland,,67,32,17,8
7,Greece,,12069,11822,11302,10670
8,Spain,,31308,29526,28836,27650
9,France,,30820,23774,18096,14154
10,Croatia,,4182,3722,3278,2902
11,Italy,,29175,22878,17862,13694
12,Cyprus,,1104,959,840,728
13,Latvia,,3426,3276,3018,2920
14,Lithuania,,5844,5524,5324,5036
15,Luxembourg,,686,674,646,626
16,Hungary,,4584,4030,3607,3207
17,Malta,,29,25,21,18
18,Netherlands,,23066,18504,15006,11961
19,Austria,,4085,3412,2900,2394
20,Poland,,13274,11797,10440,9234
21,Portugal,,2811,3000,3182,3399
22,Romania,,3982,3552,3260,2916
23,Slovenia,,2686,2476,2236,2053
24,Slovakia,,1499,1406,1356,1296
25,Finland,,1378,1353,1402,1440
26,Sweden,,35889,34832,32993,30268
27,United Kingdom,,11142,10616,10224,9620
28,Iceland,,20,18,17,15
29,Liechtenstein,,17,16,15,14
30,Norway,,2970,3038,3145,3214
31,Switzerland,,7476,7786,8089,8799
