,Region,494,500,507,514,521
0,Belgium,,12846,12759,13028,13134
1,Bulgaria,,1474,1460,1438,1455
2,Czechia,,3224,3198,3199,3238
3,Denmark,,6761,6580,6682,6914
4,Germany,,32567,31044,30751,29510
5,Estonia,,884,876,868,844
6,Ireland,,1,1,1,1
7,Greece,,10342,10356,10092,9979
8,Spain,,31082,28858,27602,28230
9,France,,792,807,871,840
10,Croatia,,2265,2245,2220,2232
11,Italy,,23756,23620,23793,23684
12,Cyprus,,490,478,484,481
13,Latvia,,2208,2178,2138,2180
14,Lithuania,,3548,3532,3508,3468
15,Luxembourg,,642,622,623,597
16,Hungary,,2692,2682,2649,2658
17,Malta,,30,30,29,29
18,Netherlands,,21548,21398,20790,20794
19,Austria,,3429,3320,3290,3178
20,Poland,,6464,6368,6227,6219
21,Portugal,,3204,3205,3263,3244
22,Romania,,2194,2181,2157,2142
23,Slovenia,,2012,2007,1946,1922
24,Slovakia,,979,966,974,974
25,Finland,,923,924,930,952
26,Sweden,,13533,13142,13012,13212
27,United Kingdom,,22094,21876,21618,21661
28,Iceland,,3,2,2,2
29,Liechtenstein,,9,9,9,9
30,Norway,,2098,2088,2084,2088
31,Switzerland,,6386,6338,6518,6654
