,Region,445,451,458,465,472
0,Belgium,,26280,23732,22431,20448
1,Bulgaria,,17160,15015,13674,11942
2,Czechia,,26845,24134,21325,19528
3,Denmark,,4678,4884,5024,5339
4,Germany,,107847,107108,107022,108252
5,Estonia,,4422,3940,3394,3001
6,Ireland,,2590,2258,1949,1718
7,Greece,,18457,17327,16993,16431
8,Spain,,70926,72516,73768,78247
9,France,,273692,297317,308044,335130
10,Croatia,,14166,14734,15323,15986
11,Italy,,101593,89828,78268,70484
12,Cyprus,,3618,3912,4118,4472
13,Latvia,,3580,3696,3822,4028
14,Lithuania,,7188,7783,8372,9266
15,Luxembourg,,1144,1092,1006,1000
16,Hungary,,37656,34120,30668,27392
17,Malta,,396,408,443,470
18,Netherlands,,52225,54439,55856,57792
19,Austria,,17651,15816,14264,13315
20,Poland,,146324,130162,118084,109447
21,Portugal,,4491,5324,6524,7774
22,Romania,,30019,26636,23570,21010
23,Slovenia,,6758,6550,6500,6424
24,Slovakia,,6192,5826,5636,5536
25,Finland,,2551,2216,1994,1730
26,Sweden,,65562,58950,52810,48794
27,United Kingdom,,5034,2286,1038,470
28,Iceland,,30,25,20,15
29,Liechtenstein,,69,88,111,134
30,Norway,,4580,4375,4060,3834
31,Switzerland,,19788,18929,18646,18070
