,Region,431,437,444,451,458
0,Belgium,,34226,36678,39136,42600
1,Bulgaria,,21744,22186,22026,22410
2,Czechia,,44254,38642,33216,28772
3,Denmark,,2496,1994,1617,1368
4,Germany,,108239,117876,127970,138913
5,Estonia,,8253,7900,7473,7096
6,Ireland,,4302,4508,4716,4984
7,Greece,,16288,16142,16070,16124
8,Spain,,NaN,NaN,NaN,NaN
9,France,,245788,274565,314739,340312
10,Croatia,,11213,14188,17538,22394
11,Italy,,153454,152922,150594,152030
12,Cyprus,,2384,2414,2330,2292
13,Latvia,,3582,3584,3562,3635
14,Lithuania,,5203,5936,6796,7818
15,Luxembourg,,NaN,NaN,NaN,NaN
16,Hungary,,68684,74953,81750,88048
17,Malta,,606,473,365,283
18,Netherlands,,59715,72158,85697,102484
19,Austria,,23390,24724,26224,27796
20,Poland,,215604,257068,307402,362262
21,Portugal,,2586,2305,2020,1752
22,Romania,,42158,46023,49440,53772
23,Slovenia,,6834,7360,7906,8879
24,Slovakia,,9138,8664,8088,7652
25,Finland,,4351,4408,4342,4344
26,Sweden,,NaN,NaN,NaN,NaN
27,United Kingdom,,34645,33360,32575,31917
28,Iceland,,49,62,78,96
29,Liechtenstein,,28,31,34,37
30,Norway,,6158,6368,6622,6816
31,Switzerland,,NaN,NaN,NaN,NaN
