,Region,459,465,472,479,486
0,Belgium,,25722,25348,25200,25221
1,Bulgaria,,11410,10583,9942,9326
2,Czechia,,17470,15232,13410,11870
3,Denmark,,5116,5108,5108,5190
4,Germany,,129800,123970,124086,122950
5,Estonia,,2820,2522,2294,2050
6,Ireland,,2793,2817,2782,2734
7,Greece,,17194,16424,15790,14883
8,Spain,,38079,34795,33097,31192
9,France,,185412,179574,163870,167334
10,Croatia,,14534,14292,14164,14446
11,Italy,,84852,76933,67992,61980
12,Cyprus,,4750,4888,5112,5486
13,Latvia,,3659,3628,3600,3682
14,Lithuania,,7358,7509,7450,7761
15,Luxembourg,,847,795,746,682
16,Hungary,,21552,18932,17025,15594
17,Malta,,230,206,183,162
18,Netherlands,,56108,61336,66021,71386
19,Austria,,14281,13037,11776,10832
20,Poland,,75436,63851,52964,44330
21,Portugal,,3196,3118,3193,3166
22,Romania,,18005,15752,13604,11790
23,Slovenia,,5160,4988,4760,4714
24,Slovakia,,4402,4202,3928,3810
25,Finland,,1777,1657,1535,1448
26,Sweden,,26804,26314,26394,26436
27,United Kingdom,,20476,24089,28206,32952
28,Iceland,,62,67,70,78
29,Liechtenstein,,68,68,69,70
30,Norway,,2980,2610,2235,1936
31,Switzerland,,8355,8372,8217,8420
