,Region,522,528,535,542,549
0,Belgium,,1722,1162,775,528
1,Bulgaria,,466,407,362,318
2,Czechia,,641,462,345,258
3,Denmark,,1025,713,504,352
4,Germany,,3032,1946,1230,774
5,Estonia,,241,232,222,214
6,Ireland,,2174,2018,1846,1697
7,Greece,,2375,1927,1570,1238
8,Spain,,9947,8485,6288,4930
9,France,,9032,6976,5644,4606
10,Croatia,,429,337,251,202
11,Italy,,3919,2812,1980,1398
12,Cyprus,,1012,1366,1838,2458
13,Latvia,,388,280,208,157
14,Lithuania,,220,133,80,50
15,Luxembourg,,74,65,53,49
16,Hungary,,294,210,151,105
17,Malta,,13,12,12,10
18,Netherlands,,3098,2195,1586,1134
19,Austria,,612,469,366,277
20,Poland,,699,500,353,248
21,Portugal,,10982,14237,18298,23759
22,Romania,,380,323,277,242
23,Slovenia,,211,130,83,55
24,Slovakia,,207,155,116,85
25,Finland,,680,713,754,777
26,Sweden,,2558,2272,1936,1651
27,United Kingdom,,129954,186955,277043,399660
28,Iceland,,0,0,0,0
29,Liechtenstein,,8,8,7,7
30,Norway,,1122,1078,1012,1000
31,Switzerland,,722,545,419,318
