,Region,473,479,486,493,500
0,Belgium,,21776,21766,21700,22216
1,Bulgaria,,5350,5033,4820,4599
2,Czechia,,12154,11108,10694,9882
3,Denmark,,5262,5872,6530,6838
4,Germany,,88387,79665,69908,61488
5,Estonia,,2498,2518,2578,2644
6,Ireland,,3012,2985,2988,2978
7,Greece,,14805,14680,14797,14940
8,Spain,,33861,29892,28222,25569
9,France,,115333,110384,104837,106238
10,Croatia,,9604,8645,7972,7270
11,Italy,,59052,50658,43274,37668
12,Cyprus,,3428,3156,2910,2783
13,Latvia,,4688,4676,4712,4932
14,Lithuania,,7862,8001,7908,8034
15,Luxembourg,,730,734,683,658
16,Hungary,,9836,9112,8498,7910
17,Malta,,113,105,100,93
18,Netherlands,,50166,49454,49746,51394
19,Austria,,8692,7524,6481,5670
20,Poland,,34292,31762,28906,27045
21,Portugal,,2404,2368,2266,2235
22,Romania,,8835,8185,7643,7236
23,Slovenia,,4159,3992,3912,3942
24,Slovakia,,2698,2564,2434,2437
25,Finland,,1497,1494,1534,1548
26,Sweden,,22126,22334,21182,21706
27,United Kingdom,,14377,15182,16166,16949
28,Iceland,,41,35,31,27
29,Liechtenstein,,41,37,34,31
30,Norway,,2608,2523,2426,2291
31,Switzerland,,6767,6290,5667,5340
