,Region,466,472,479,486,493
0,Belgium,,20825,19490,18022,16568
1,Bulgaria,,8280,7636,7281,6770
2,Czechia,,0,0,0,0
3,Denmark,,4812,4675,4469,4516
4,Germany,,103615,90044,79335,70636
5,Estonia,,2389,2328,2292,2212
6,Ireland,,3186,3238,3438,3534
7,Greece,,11013,9462,8191,7362
8,Spain,,0,0,0,0
9,France,,0,0,0,0
10,Croatia,,13188,12690,12222,11688
11,Italy,,67728,57232,48612,42202
12,Cyprus,,4290,4164,4154,4169
13,Latvia,,4056,4240,4354,4544
14,Lithuania,,8330,8654,8856,9135
15,Luxembourg,,809,819,742,848
16,Hungary,,14374,12830,11820,10474
17,Malta,,150,132,116,102
18,Netherlands,,43832,41954,40620,38596
19,Austria,,13070,12141,11420,10669
20,Poland,,49495,43458,37039,32754
21,Portugal,,3065,3290,3545,4011
22,Romania,,11322,9678,8415,7258
23,Slovenia,,5111,4888,4516,4480
24,Slovakia,,3426,3341,3233,3098
25,Finland,,1494,1442,1400,1359
26,Sweden,,23208,23135,20587,18686
27,United Kingdom,,0,0,0,0
28,Iceland,,66,60,54,51
29,Liechtenstein,,57,56,53,50
30,Norway,,2677,2492,2276,2105
31,Switzerland,,4430,2750,1596,958
