,Region,452,458,465,472,479
0,Belgium,,16070,10150,6498,3966
1,Bulgaria,,7576,5201,3524,2454
2,Czechia,,12270,8056,5246,3382
3,Denmark,,4518,4570,4628,4766
4,Germany,,106833,93728,82392,73300
5,Estonia,,2328,1593,1094,743
6,Ireland,,1889,1456,1151,904
7,Greece,,15896,13702,11849,10261
8,Spain,,46948,38494,30697,24246
9,France,,173046,161748,148275,137332
10,Croatia,,14674,14368,13916,13138
11,Italy,,71125,52256,39124,29107
12,Cyprus,,6256,7518,8974,10758
13,Latvia,,3546,3390,3217,3056
14,Lithuania,,7184,7448,7551,7724
15,Luxembourg,,637,462,349,266
16,Hungary,,22637,16832,12612,9592
17,Malta,,268,222,176,148
18,Netherlands,,53220,57429,62094,66619
19,Austria,,12976,10509,8564,6802
20,Poland,,85719,65979,50066,38379
21,Portugal,,3284,3204,3198,3223
22,Romania,,16882,12459,9119,6830
23,Slovenia,,4232,3520,2994,2569
24,Slovakia,,3794,2578,1728,1112
25,Finland,,1493,1097,822,626
26,Sweden,,55362,44935,34350,27114
27,United Kingdom,,12706,11168,9853,8890
28,Iceland,,16,11,8,5
29,Liechtenstein,,86,106,129,150
30,Norway,,2650,2012,1506,1173
31,Switzerland,,14642,12578,10988,9138
