,Region,438,444,451,458,465
0,Belgium,,35212,37980,40065,43377
1,Bulgaria,,21548,20970,20366,20466
2,Czechia,,28790,25308,21731,19501
3,Denmark,,4668,5156,5660,6032
4,Germany,,79779,75866,74448,71156
5,Estonia,,5120,4233,3424,2856
6,Ireland,,3584,3488,3372,3284
7,Greece,,20307,20932,21990,22350
8,Spain,,49144,39665,30956,25905
9,France,,280918,302713,333710,358090
10,Croatia,,14030,16329,18992,22269
11,Italy,,131243,124520,117872,110906
12,Cyprus,,2836,2960,3101,3242
13,Latvia,,3126,3020,2982,2924
14,Lithuania,,5870,6484,7186,8017
15,Luxembourg,,1204,1151,1100,1125
16,Hungary,,53254,50281,47492,45148
17,Malta,,284,254,227,208
18,Netherlands,,53232,57571,60438,65016
19,Austria,,22174,22341,22290,22447
20,Poland,,204544,220869,232112,251512
21,Portugal,,2717,2644,2559,2492
22,Romania,,38148,37473,37244,37088
23,Slovenia,,7692,8644,9324,10116
24,Slovakia,,6034,5992,5842,5754
25,Finland,,3226,2872,2526,2226
26,Sweden,,34,35,36,35
27,United Kingdom,,22346,18815,16022,13512
28,Iceland,,52,53,55,57
29,Liechtenstein,,26,28,30,31
30,Norway,,5036,4716,4320,3940
31,Switzerland,,17692,17952,18568,18990
